alpha3,lon,lat,capacity,treatment_type
AZE,49.769,40.422,867259,secondary
AZE,49.761,40.437,150017,secondary
ALB,19.461,40.471,92212,secondary
AZE,49.713,40.481,170483,secondary
TJK,69.583,40.516,11408,primary
UZB,71.58,40.522,1158,secondary
AZE,50.101,40.536,95288,secondary
TJK,69.621,40.559,27981,primary
KGZ,72.773,40.566,409158,secondary
AZE,49.755,40.574,175342,secondary
UZB,69.271,40.582,68793,secondary
TUR,43.08,40.61,77348,secondary
TUR,29.079,40.637,22105,secondary
TUR,29.231,40.648,156162,secondary
TUR,37.378,40.675,28581,secondary
TUR,29.555,40.684,47398,secondary
TUR,36.555,40.705,72735,secondary
TUR,29.856,40.714,47130,secondary
TUR,29.845,40.719,75570,secondary
TUR,31.525,40.722,69838,secondary
TUR,29.799,40.727,95830,secondary
TUR,31.668,40.735,90203,secondary
TUR,29.999,40.752,122966,secondary
TUR,29.969,40.751,34511,secondary
TUR,29.991,40.753,18886,secondary
TUR,29.984,40.754,27334,secondary
TUR,29.774,40.755,162274,secondary
TUR,29.958,40.759,151568,secondary
TUR,29.886,40.761,91451,secondary
ARM,44.476,40.777,87127,secondary
TUR,32.239,40.777,15542,secondary
TUR,29.526,40.787,57854,secondary
TUR,31.236,40.79,90348,secondary
TUR,29.567,40.792,77057,secondary
UZB,72.288,40.804,397368,secondary
TUR,29.348,40.806,314896,secondary
TUR,31.111,40.837,158143,secondary
TUR,30.328,40.848,244589,secondary
UZB,69.482,40.85,87889,secondary
TUR,26.609,40.851,46096,secondary
TUR,29.358,40.878,154632,secondary
TUR,29.402,40.88,125232,secondary
TUR,39.697,40.882,123525,secondary
ALB,20.704,40.887,55214,secondary
TUR,29.322,40.937,582499,secondary
KGZ,72.966,40.947,189107,secondary
TUR,27.322,40.947,19937,secondary
TUR,35.656,40.947,45771,secondary
TUR,27.445,40.949,25536,secondary
TUR,37.932,40.951,191380,secondary
UZB,71.684,40.953,322288,secondary
TUR,29.093,40.959,1750320,secondary
UZB,69.996,40.966,45234,secondary
TUR,28.84,40.974,3891658,secondary
UZB,70.098,40.978,85328,secondary
TUR,27.484,40.983,91359,secondary
TUR,29.02,40.988,1163490,secondary
TUR,29.327,40.999,52035,secondary
TUR,29.282,41.007,903988,secondary
TUR,27.722,41.017,13211,secondary
UZB,69.466,41.021,96195,secondary
TUR,28.554,41.046,159294,secondary
UZB,69.049,41.058,66403,secondary
UZB,70.889,41.059,18049,secondary
UZB,69.268,41.06,144909,secondary
TUR,28.698,41.064,1633033,secondary
TUR,27.507,41.065,13526,secondary
UZB,61.909,41.066,44610,secondary
TUR,28.1,41.068,5175,secondary
TUR,28.123,41.073,7888,secondary
TUR,27.768,41.076,4453,secondary
TUR,30.148,41.078,21539,secondary
TUR,31.129,41.078,30565,secondary
TUR,27.822,41.086,20636,secondary
TUR,28.017,41.087,7017,secondary
TUR,28.238,41.09,65366,secondary
ARM,44.694,41.093,19912,secondary
TUR,28.153,41.093,23806,secondary
TUR,27.983,41.094,11385,secondary
TUR,29.018,41.101,1802492,secondary
TUR,37.334,41.11,65830,secondary
UZB,69.177,41.115,208496,secondary
TUR,29.84,41.137,6991,secondary
TUR,29.028,41.141,222873,secondary
UZB,69.106,41.142,52804,secondary
ARM,44.796,41.144,16674,secondary
UZB,68.961,41.146,61471,secondary
KGZ,75.891,41.157,4408,secondary
KGZ,75.901,41.157,2384,secondary
UZB,69.23,41.157,543951,secondary
UZB,69.653,41.16,67438,secondary
TUR,32.568,41.161,14372,secondary
TUR,27.845,41.164,43850,secondary
KGZ,73.989,41.17,846,secondary
TUR,27.773,41.179,21130,secondary
UZB,69.247,41.18,837451,secondary
TUR,36.486,41.181,93478,secondary
TUR,27.479,41.182,4876,secondary
TUR,27.78,41.183,23474,secondary
TUR,27.512,41.183,1891,secondary
TUR,27.816,41.183,26156,secondary
TUR,28.346,41.183,20067,secondary
TUR,27.499,41.185,3074,secondary
TUR,32.629,41.187,148445,secondary
TUR,27.514,41.187,1451,secondary
TUR,29.042,41.191,30737,secondary
TUR,28.451,41.191,25392,secondary
TUR,27.507,41.191,713,secondary
TUR,27.502,41.194,849,secondary
TUR,27.838,41.197,1194,secondary
TUR,27.845,41.202,1500,secondary
TUR,27.828,41.203,3516,secondary
TUR,29.048,41.203,16021,secondary
TUR,27.856,41.203,1533,secondary
TUR,29.023,41.205,56963,secondary
TUR,27.853,41.207,198,secondary
TUR,29.077,41.209,56379,secondary
TUR,27.854,41.211,1783,secondary
TUR,27.876,41.215,475,secondary
TUR,27.871,41.215,853,secondary
TUR,27.88,41.216,1874,secondary
TUR,27.868,41.219,618,secondary
TUR,27.862,41.22,1115,secondary
TUR,28.066,41.22,12974,secondary
TUR,27.876,41.223,4661,secondary
UZB,69.315,41.225,783351,secondary
TUR,27.855,41.225,1488,secondary
TUR,27.717,41.225,9341,secondary
TUR,28.504,41.225,24220,secondary
TUR,27.899,41.226,5017,secondary
TUR,27.86,41.227,3571,secondary
TUR,28.115,41.227,7961,secondary
UZB,61.365,41.229,61052,secondary
TUR,27.708,41.23,4202,secondary
TUR,27.104,41.232,15884,secondary
UZB,61.313,41.234,81069,secondary
TUR,27.929,41.238,5153,secondary
TUR,27.692,41.241,2897,secondary
TUR,28.36,41.244,6027,secondary
TUR,27.661,41.245,1163,secondary
TUR,27.687,41.246,1016,secondary
TUR,27.68,41.247,525,secondary
TUR,26.647,41.248,33657,secondary
TUR,27.538,41.249,1622,secondary
UZB,69.235,41.25,192673,secondary
TUR,27.672,41.25,203,secondary
KAZ,67.981,41.259,21105,secondary
TUR,27.673,41.26,1101,secondary
UZB,69.131,41.261,126224,secondary
TUR,27.92,41.26,9016,secondary
TUR,27.543,41.262,456,secondary
TUR,27.553,41.264,2003,secondary
TUR,27.647,41.268,2138,secondary
TUR,27.804,41.273,10021,secondary
TUR,27.623,41.273,1806,secondary
TUR,27.587,41.276,7230,secondary
TUR,27.599,41.278,4053,secondary
TUR,27.971,41.278,16558,secondary
TUR,28.136,41.281,5536,secondary
TUR,27.961,41.288,15209,secondary
TUR,27.543,41.29,13086,secondary
TUR,27.988,41.299,64512,secondary
TUR,27.971,41.299,25987,secondary
TUR,27.978,41.303,7369,secondary
TUR,27.98,41.307,15047,secondary
TUR,28.169,41.31,4102,secondary
GEO,43.323,41.313,9149,secondary
TUR,28.089,41.314,10268,secondary
TUR,27.983,41.315,95379,secondary
TUR,28.288,41.322,2456,secondary
ALB,19.75,41.327,700522,secondary
MKD,21.368,41.33,20237,secondary
TUR,27.48,41.336,13213,secondary
TUR,27.691,41.339,14232,secondary
TUR,27.348,41.356,70170,secondary
TUR,27.144,41.365,13863,secondary
KGZ,73.959,41.368,4624,secondary
TUR,28.308,41.379,1815,secondary
TUR,28.206,41.379,2223,secondary
TUR,36.212,41.386,137063,secondary
TUR,28.461,41.395,2681,secondary
TUR,28.4,41.398,2129,secondary
TUR,36.199,41.398,7910,secondary
UZB,69.536,41.398,126696,secondary
TUR,28.194,41.399,16173,secondary
TUR,36.184,41.412,3390,secondary
TUR,27.095,41.413,29696,secondary
KGZ,74.023,41.413,5337,secondary
TUR,36.174,41.423,8502,secondary
TUR,27.91,41.426,44913,secondary
TUR,27.898,41.437,13905,secondary
UZB,69.582,41.444,94471,secondary
TUR,27.564,41.445,13561,secondary
TUR,31.754,41.45,133879,secondary
TUR,36.117,41.518,14077,secondary
MKD,21.716,41.521,3451,secondary
GEO,45.048,41.531,147856,secondary
TUR,27.83,41.536,6036,secondary
TUR,26.844,41.543,14658,secondary
UZB,60.658,41.548,24328,secondary
TUR,27.789,41.551,14258,secondary
TUR,35.893,41.581,99666,secondary
UZB,70.114,41.584,33833,secondary
KGZ,72.723,41.596,27446,secondary
TUR,27.491,41.622,15001,secondary
TUR,35.667,41.628,25758,secondary
MKD,21.866,41.659,21311,secondary
TUR,27.325,41.675,11145,secondary
TUR,26.593,41.688,128819,secondary
TUR,27.21,41.697,24012,secondary
TUR,27.252,41.746,27276,secondary
TUR,26.906,41.759,8640,secondary
ALB,19.616,41.794,51545,secondary
TUR,26.73,41.837,6918,secondary
MNE,19.252,41.918,14717,secondary
TUR,35.076,41.927,41825,secondary
ALB,19.478,42.034,129079,secondary
UZB,59.564,42.356,49427,secondary
MNE,18.675,42.384,37560,secondary
KAZ,69.538,42.393,70202,secondary
XKX,21.475,42.427,77010,secondary
UZB,59.606,42.429,46388,secondary
KGZ,78.406,42.453,8064,secondary
UZB,59.656,42.463,1448,secondary
KAZ,70.454,42.476,17614,secondary
UZB,59.591,42.515,290,secondary
KGZ,78.365,42.538,13355,secondary
XKX,21.22,42.603,38836,secondary
XKX,21.215,42.608,52675,secondary
KGZ,74.666,42.617,7708,secondary
XKX,21.149,42.713,85290,secondary
XKX,20.765,42.722,53400,secondary
GEO,41.467,42.726,11405,secondary
XKX,21.137,42.747,65912,secondary
KGZ,75.307,42.811,81968,secondary
GEO,41.66,42.86,8421,secondary
RUS,47.683,42.866,178264,secondary
KGZ,74.549,42.925,75238,secondary
RUS,47.413,42.976,162696,secondary
RUS,47.473,42.999,428146,secondary
SRB,21.972,43.058,95265,secondary
RUS,44.598,43.111,228718,secondary
MNE,19.136,43.161,3656,secondary
KAZ,76.399,43.194,37126,secondary
KAZ,51.595,43.199,5864,secondary
KAZ,76.754,43.222,155064,secondary
BIH,17.772,43.26,72585,secondary
RUS,45.717,43.357,168678,secondary
GEO,40.049,43.379,18001,secondary
RUS,39.951,43.429,85543,secondary
RUS,39.898,43.481,40014,secondary
RUS,43.712,43.547,138217,secondary
RUS,39.788,43.579,25756,secondary
RUS,39.766,43.579,106232,secondary
KAZ,76.71,43.609,5591,secondary
RUS,40.181,43.663,6808,secondary
RUS,40.215,43.681,23519,secondary
RUS,44.681,43.732,41460,secondary
RUS,44.091,43.76,75564,secondary
RUS,41.391,43.809,1587,secondary
RUS,41.4,43.813,9236,secondary
BIH,18.297,43.866,331797,secondary
RUS,46.74,43.867,14570,secondary
RUS,39.234,43.987,13641,secondary
SRB,20.429,43.996,46464,secondary
BIH,18.163,44.003,69769,secondary
RUS,39.184,44.006,3954,secondary
RUS,39.16,44.021,1624,secondary
RUS,43.137,44.046,182368,secondary
RUS,39.15,44.047,6499,secondary
SRB,20.99,44.077,107842,secondary
KAZ,80.409,44.105,26981,secondary
RUS,39.136,44.123,42348,secondary
RUS,43.015,44.139,43209,secondary
RUS,43.12,44.152,47479,secondary
RUS,43.13,44.153,45177,secondary
BIH,19.079,44.172,13469,secondary
RUS,38.977,44.182,21848,secondary
RUS,43.486,44.199,121224,secondary
RUS,42.039,44.26,155810,secondary
SRB,19.924,44.272,75858,secondary
KAZ,69.025,44.297,312,secondary
RUS,38.702,44.325,19609,secondary
RUS,41.971,44.352,20017,secondary
RUS,38.518,44.377,12144,secondary
UKR,33.977,44.396,22412,secondary
UKR,34.021,44.41,32052,secondary
UKR,33.724,44.44,24948,secondary
RUS,42.521,44.446,15895,secondary
UKR,33.789,44.477,29383,secondary
UKR,34.208,44.502,62474,secondary
UKR,33.579,44.512,50866,secondary
RUS,38.125,44.515,14571,secondary
SRB,19.183,44.524,21487,secondary
UKR,34.272,44.529,23179,secondary
SRB,19.188,44.53,8152,secondary
SRB,19.198,44.532,47230,secondary
RUS,38.064,44.544,36107,secondary
UKR,33.444,44.567,58561,secondary
UKR,33.565,44.58,103058,secondary
UKR,34.371,44.597,24327,secondary
RUS,40.749,44.601,41017,secondary
UKR,33.506,44.616,70797,secondary
RUS,37.918,44.626,17970,secondary
RUS,41.921,44.667,144334,secondary
RUS,40.69,44.673,34048,secondary
UKR,33.973,44.696,6055,secondary
UKR,34.003,44.722,5645,secondary
UKR,33.828,44.739,33006,secondary
UKR,33.662,44.74,33398,secondary
UKR,34.587,44.765,12034,secondary
RUS,37.696,44.778,180909,secondary
SRB,20.38,44.8,858024,secondary
RUS,39.877,44.81,68737,secondary
UKR,33.657,44.824,8878,secondary
RUS,38.286,44.839,19801,secondary
BIH,15.861,44.843,47022,secondary
UKR,33.615,44.857,16459,secondary
RUS,39.541,44.863,7660,secondary
RUS,37.886,44.866,30439,secondary
RUS,38.311,44.87,19427,secondary
UKR,34.116,44.883,271767,secondary
UKR,34.025,44.888,72571,secondary
RUS,37.365,44.89,78927,secondary
RUS,38.817,44.891,40170,secondary
RUS,38.811,44.901,9451,secondary
BIH,18.438,44.906,36889,secondary
UKR,35.196,44.911,4705,secondary
RUS,38.038,44.952,61957,secondary
UKR,35.243,44.973,22486,secondary
BIH,15.815,44.976,30521,secondary
RUS,39.044,44.987,164170,secondary
UKR,33.616,44.988,9871,secondary
BIH,18.338,45.004,35389,secondary
UKR,35.414,45.016,70364,secondary
RUS,39.013,45.025,352519,secondary
SRB,20.085,45.036,57693,secondary
UKR,34.019,45.038,92500,secondary
RUS,37.316,45.047,33193,secondary
RUS,42.036,45.048,88594,secondary
RUS,38.913,45.051,176009,secondary
RUS,38.758,45.062,18770,secondary
RUS,38.763,45.067,36610,secondary
RUS,37.39,45.112,15856,secondary
UKR,33.695,45.118,11350,secondary
UKR,35.524,45.128,19125,secondary
BIH,17.979,45.135,18133,secondary
UKR,33.551,45.135,28491,secondary
UKR,33.546,45.136,3697,secondary
UZB,59.313,45.138,471,secondary
BIH,18.041,45.141,19819,secondary
BIH,18.003,45.144,37198,secondary
UZB,59.326,45.146,289,secondary
BIH,15.825,45.154,33762,secondary
UKR,33.244,45.18,46213,secondary
RUS,39.601,45.214,19821,secondary
UKR,35.931,45.234,997,secondary
UKR,35.934,45.238,2495,secondary
UKR,36.386,45.252,53116,secondary
RUS,39.636,45.259,28136,secondary
UKR,35.758,45.266,11953,secondary
UKR,34.167,45.281,16938,secondary
SRB,19.757,45.295,301861,secondary
UKR,28.926,45.294,13422,secondary
RUS,38.82,45.305,17287,secondary
UKR,28.819,45.338,55996,secondary
UKR,33.086,45.339,8307,secondary
RUS,42.811,45.373,35104,secondary
RUS,40.53,45.418,82837,secondary
UKR,36.491,45.42,88569,secondary
UKR,36.498,45.427,4229,secondary
UKR,32.709,45.503,4641,secondary
UKR,32.707,45.509,1203,secondary
UKR,34.326,45.514,28106,secondary
RUS,40.709,45.545,19921,secondary
MDA,28.422,45.664,13032,secondary
RUS,39.31,45.715,10274,secondary
UKR,34.44,45.748,47560,secondary
UKR,34.919,45.838,1542,secondary
RUS,40.028,45.854,52752,secondary
SRB,19.472,45.854,11040,secondary
RUS,41.476,45.856,14148,secondary
MDA,28.185,45.863,18534,secondary
MDA,28.638,45.877,11291,secondary
SRB,20.108,45.906,31818,secondary
UKR,34.834,45.994,7862,secondary
UKR,30.344,46.022,13430,secondary
MDA,28.8,46.047,9916,secondary
RUS,38.96,46.047,43029,secondary
SRB,19.697,46.082,105776,secondary
RUS,39.747,46.12,27949,secondary
UKR,32.271,46.132,3872,secondary
UKR,34.815,46.211,22922,secondary
UKR,30.622,46.247,56781,secondary
UKR,33.487,46.253,8593,secondary
MDA,28.665,46.264,11524,secondary
KAZ,53.402,46.279,9136,secondary
UKR,30.541,46.327,19960,secondary
RUS,39.332,46.332,34073,secondary
UKR,30.717,46.37,197162,secondary
UKR,33.859,46.445,6199,secondary
UKR,30.728,46.458,683447,secondary
MDA,28.261,46.46,4101,secondary
MDA,28.271,46.479,6790,secondary
MDA,29.677,46.502,8624,secondary
MDA,29.903,46.514,6799,secondary
UKR,30.707,46.521,200013,secondary
UKR,31.005,46.611,15103,secondary
UKR,32.77,46.622,71233,secondary
MDA,29.928,46.643,7650,secondary
UKR,32.529,46.654,47180,secondary
MDA,29.43,46.662,11273,secondary
UKR,31.009,46.667,13699,secondary
RUS,38.319,46.669,63876,secondary
UKR,32.569,46.668,225593,secondary
RUS,47.799,46.674,968,secondary
RUS,47.852,46.682,3428,secondary
MDA,29.951,46.707,7977,secondary
UKR,36.349,46.714,10355,secondary
UKR,33.309,46.734,61631,secondary
UKR,35.295,46.78,133001,secondary
MDA,29.5,46.795,24010,secondary
UKR,36.717,46.797,98656,secondary
MDA,29.61,46.804,77576,secondary
MDA,28.62,46.808,16833,secondary
MDA,28.378,46.822,6083,secondary
MDA,28.37,46.825,7255,secondary
UKR,32.002,46.824,64022,secondary
KAZ,74.891,46.834,24012,secondary
MDA,29.483,46.863,23429,secondary
UKR,32.171,46.874,30133,secondary
MDA,29.285,46.911,10372,secondary
MDA,29.339,46.911,8055,secondary
UKR,37.121,46.919,5132,secondary
MDA,29.493,46.938,9570,secondary
UKR,35.448,46.949,15670,secondary
UKR,31.873,46.967,92804,secondary
MDA,28.914,46.982,116145,secondary
MDA,29.023,46.988,26281,secondary
UKR,31.858,46.988,9121,secondary
MDA,28.741,47.013,103953,secondary
UKR,32.783,47.032,9392,secondary
MDA,28.968,47.034,30103,secondary
UKR,37.445,47.056,126783,secondary
MDA,29.079,47.064,4287,secondary
MDA,29.123,47.068,11411,secondary
UKR,32.769,47.069,9703,secondary
MDA,29.076,47.085,16170,secondary
MDA,27.857,47.123,15903,secondary
MDA,28.883,47.138,30924,secondary
MDA,28.867,47.144,29767,secondary
MDA,28.415,47.148,5169,secondary
MDA,28.426,47.159,6908,secondary
UKR,37.233,47.161,8994,secondary
MDA,28.417,47.162,3924,secondary
KAZ,51.783,47.166,14741,secondary
RUS,39.672,47.181,314359,secondary
RUS,38.796,47.197,131819,secondary
MDA,28.722,47.217,15979,secondary
RUS,39.638,47.253,338167,secondary
RUS,39.78,47.256,235305,secondary
UKR,35.656,47.265,43692,secondary
RUS,39.774,47.272,92853,secondary
RUS,39.774,47.276,148881,secondary
RUS,39.83,47.283,80632,secondary
UKR,36.988,47.282,4943,secondary
RUS,40.375,47.329,16000,secondary
MDA,28.841,47.372,18044,secondary
RUS,40.175,47.438,23495,secondary
RUS,40.087,47.456,166221,secondary
UKR,36.233,47.468,16809,secondary
MDA,29.091,47.471,13264,secondary
UKR,34.67,47.491,32253,secondary
UKR,34.598,47.493,12355,secondary
UKR,34.594,47.499,10829,secondary
UKR,34.622,47.5,18978,secondary
RUS,42.2,47.5,66262,secondary
RUS,42.161,47.515,21343,secondary
RUS,42.154,47.521,25387,secondary
RUS,42.108,47.524,36171,secondary
RUS,40.804,47.538,17569,secondary
RUS,42.197,47.549,22735,secondary
MDA,27.693,47.556,12646,secondary
UKR,31.429,47.56,12513,secondary
UKR,31.274,47.576,44052,secondary
RUS,41.123,47.586,18058,secondary
RUS,38.861,47.59,16968,secondary
UKR,37.518,47.617,26084,secondary
RUS,40.82,47.648,10817,secondary
RUS,43.126,47.65,20287,secondary
UKR,33.769,47.669,16682,secondary
UKR,34.609,47.681,57889,secondary
RUS,40.172,47.696,139004,secondary
UKR,37.288,47.737,9157,secondary
MDA,28.987,47.738,21457,secondary
UKR,37.305,47.739,9784,secondary
UKR,35.235,47.75,41556,secondary
KAZ,67.737,47.76,22540,secondary
MDA,27.96,47.768,58194,secondary
UKR,38.487,47.769,14100,secondary
UKR,35.207,47.769,447782,secondary
UKR,37.631,47.791,25732,secondary
MDA,27.481,47.793,10395,secondary
UKR,38.033,47.796,43032,secondary
UKR,33.314,47.817,255458,secondary
MDA,28.093,47.827,13167,secondary
UKR,31.297,47.852,7643,secondary
MDA,28.328,47.885,14222,secondary
UKR,37.808,47.887,188186,secondary
UKR,30.793,47.903,7308,secondary
UKR,37.956,47.912,135635,secondary
UKR,29.654,47.941,19044,secondary
UKR,33.513,47.943,30629,secondary
UKR,37.998,47.993,108316,secondary
UKR,38.714,48.003,98822,secondary
UKR,33.32,48.007,34881,secondary
UKR,38.255,48.007,20944,secondary
MDA,27.841,48.026,19375,secondary
MDA,28.618,48.036,11939,secondary
UKR,38.016,48.04,127947,secondary
UKR,38.069,48.071,112392,secondary
UKR,38.184,48.133,19620,secondary
UKR,25.727,48.134,35760,secondary
UKR,38.089,48.142,23776,secondary
MDA,27.345,48.143,16283,secondary
UKR,37.876,48.143,133379,secondary
RUS,40.801,48.15,39985,secondary
UKR,38.225,48.152,107525,secondary
UKR,33.569,48.163,49072,secondary
UKR,23.277,48.173,51791,secondary
UKR,37.727,48.175,45197,secondary
UKR,26.267,48.213,37723,secondary
RUS,41.079,48.268,18113,secondary
RUS,40.322,48.28,24518,secondary
UKR,37.228,48.29,56845,secondary
UKR,38.928,48.307,13879,secondary
RUS,39.966,48.321,55286,secondary
UKR,35.469,48.323,35301,secondary
UKR,38.423,48.323,63082,secondary
RUS,40.232,48.329,8207,secondary
RUS,40.228,48.329,11495,secondary
RUS,40.238,48.331,40529,secondary
UKR,35.102,48.34,12326,secondary
UKR,35.112,48.348,29115,secondary
UKR,37.425,48.364,2450,secondary
MDA,27.06,48.367,11959,secondary
UKR,37.825,48.371,78735,secondary
UKR,37.462,48.375,1299,secondary
UKR,37.423,48.381,1052,secondary
UKR,37.438,48.382,86,secondary
UKR,37.466,48.389,731,secondary
UKR,35.012,48.393,219076,secondary
UKR,39.189,48.403,22834,secondary
UKR,35.139,48.42,83622,secondary
RUS,40.288,48.425,13629,secondary
UKR,32.344,48.434,5028,secondary
UKR,38.177,48.437,22255,secondary
UKR,32.312,48.46,239121,secondary
UKR,35.173,48.478,25402,secondary
UKR,39.523,48.479,6153,secondary
UKR,34.624,48.482,185432,secondary
UKR,35.171,48.482,19633,secondary
UKR,34.991,48.484,406941,secondary
UKR,38.853,48.484,167727,secondary
UKR,25.095,48.499,97143,secondary
UKR,35.24,48.509,8284,secondary
UKR,35.109,48.511,155158,secondary
UKR,35.234,48.517,945,secondary
UKR,35.233,48.522,56566,secondary
UKR,34.631,48.522,23636,secondary
UKR,34.631,48.535,3994,secondary
UKR,39.398,48.543,42999,secondary
UKR,22.971,48.551,38653,secondary
UKR,39.407,48.554,18689,secondary
UKR,37.811,48.567,36362,secondary
UKR,39.364,48.578,342228,secondary
UKR,37.859,48.59,12266,secondary
UKR,34.623,48.599,9938,secondary
UKR,37.994,48.619,82383,secondary
UKR,22.247,48.626,143635,secondary
UKR,33.109,48.632,64323,secondary
RUS,44.503,48.649,407891,secondary
UKR,33.106,48.657,40608,secondary
UKR,38.535,48.778,3789,secondary
RUS,44.754,48.781,118790,secondary
RUS,44.784,48.792,150355,secondary
RUS,44.861,48.798,72503,secondary
UKR,37.636,48.807,230372,secondary
UKR,38.502,48.858,9130,secondary
UKR,30.734,48.88,18721,secondary
UKR,38.096,48.89,8906,secondary
UKR,38.455,48.908,67004,secondary
UKR,37.067,48.913,9267,secondary
UKR,38.519,48.925,47038,secondary
UKR,38.472,48.93,59845,secondary
UKR,28.746,48.949,16258,secondary
UKR,38.328,48.952,30474,secondary
UKR,38.424,48.977,30200,secondary
UKR,38.427,48.981,20006,secondary
UKR,39.013,48.983,7549,secondary
UKR,31.035,48.992,28565,secondary
UKR,38.364,49.002,35136,secondary
UKR,24.206,49.004,41177,secondary
KAZ,83.371,49.005,3767,secondary
UKR,38.351,49.008,24387,secondary
UKR,26.048,49.008,15123,secondary
UKR,26.352,49.01,15745,secondary
UKR,24.72,49.01,232406,secondary
UKR,27.229,49.027,14380,secondary
UKR,32.068,49.036,15783,secondary
UKR,26.179,49.056,16987,secondary
UKR,23.864,49.058,37983,secondary
UKR,27.713,49.073,21104,secondary
UKR,24.339,49.079,90808,secondary
UKR,33.508,49.085,238427,secondary
UKR,29.206,49.092,15552,secondary
UKR,25.896,49.113,18892,secondary
UKR,26.575,49.181,21265,secondary
UKR,28.396,49.18,211674,secondary
UKR,31.881,49.191,52980,secondary
UKR,25.907,49.205,15369,secondary
UKR,38.271,49.215,7436,secondary
UKR,38.909,49.219,24917,secondary
UKR,31.872,49.22,13741,secondary
UKR,31.898,49.238,25762,secondary
UKR,24.637,49.256,24440,secondary
RUS,44.022,49.289,13006,secondary
UKR,28.744,49.328,5114,secondary
UKR,28.737,49.33,9150,secondary
UKR,23.538,49.348,147384,secondary
RUS,40.186,49.353,6066,secondary
UKR,40.122,49.371,8153,secondary
UKR,24.619,49.389,17745,secondary
KAZ,57.436,49.4,9577,secondary
UKR,25.186,49.414,16448,secondary
UKR,27.089,49.423,163196,secondary
UKR,24.923,49.439,26604,secondary
UKR,36.633,49.456,8890,secondary
UKR,24.127,49.458,40767,secondary
UKR,25.591,49.471,22290,secondary
UKR,29.244,49.477,4461,secondary
UKR,29.269,49.484,8021,secondary
UKR,36.615,49.515,16114,secondary
UKR,29.898,49.528,9581,secondary
UKR,25.594,49.529,102216,secondary
UKR,34.467,49.543,14267,secondary
UKR,34.502,49.558,85657,secondary
UKR,25.62,49.571,55095,secondary
UKR,25.604,49.576,22946,secondary
UKR,25.594,49.581,65054,secondary
UKR,34.64,49.615,123230,secondary
UKR,32.093,49.669,28769,secondary
UKR,31.588,49.687,4080,secondary
KAZ,72.58,49.704,26532,secondary
RUS,43.625,49.747,7990,secondary
UKR,31.483,49.75,4334,secondary
UKR,31.477,49.753,1862,secondary
UKR,31.458,49.754,24043,secondary
UKR,31.506,49.758,3976,secondary
RUS,43.659,49.758,34766,secondary
UKR,27.252,49.775,28157,secondary
UKR,23.918,49.825,142774,secondary
UKR,35.634,49.83,12701,secondary
UKR,23.874,49.846,30378,secondary
UKR,23.921,49.857,177199,secondary
UKR,24.085,49.867,175207,secondary
UKR,36.45,49.881,124716,secondary
UKR,36.756,49.883,43672,secondary
UKR,36.277,49.9,265408,secondary
KAZ,82.636,49.909,107328,secondary
UKR,36.228,49.948,712076,secondary
UKR,24.582,49.975,22419,secondary
UKR,36.099,49.977,106265,secondary
UKR,36.062,49.977,27341,secondary
RUS,39.703,49.984,5807,secondary
UKR,36.069,49.985,1070,secondary
UKR,32.981,49.988,58926,secondary
UKR,36.068,49.99,5222,secondary
UKR,29.873,49.991,9011,secondary
UKR,28.136,50.043,16790,secondary
UKR,36.125,50.072,116486,secondary
UKR,25.15,50.079,15365,secondary
UKR,25.127,50.082,15029,secondary
RUS,45.417,50.086,130423,secondary
UKR,29.968,50.094,54458,secondary
UKR,30.714,50.13,15468,secondary
UKR,30.701,50.132,23622,secondary
UKR,36.087,50.132,17179,secondary
KAZ,73.005,50.17,46328,secondary
UKR,28.726,50.185,78678,secondary
UKR,37.116,50.199,2433,secondary
UKR,37.112,50.204,3657,secondary
UKR,32.542,50.212,19110,secondary
UKR,30.521,50.238,97668,secondary
UKR,30.382,50.243,55902,secondary
UKR,24.464,50.251,15782,secondary
KAZ,58.467,50.262,3613,secondary
KAZ,57.189,50.269,191438,secondary
UKR,30.44,50.272,83182,secondary
UKR,28.627,50.274,214244,secondary
UKR,34.862,50.288,57905,secondary
UKR,36.927,50.292,25787,secondary
RUS,39.238,50.292,14474,secondary
RUS,41.039,50.35,2362,secondary
UKR,33.739,50.356,7676,secondary
KAZ,83.492,50.359,29850,secondary
UKR,32.004,50.361,4443,secondary
UKR,31.999,50.364,1661,secondary
RUS,41.001,50.379,4791,secondary
UKR,30.665,50.382,55402,secondary
KAZ,80.087,50.386,37289,secondary
RUS,41.023,50.388,3528,secondary
UKR,30.674,50.393,173068,secondary
UKR,25.345,50.395,6118,secondary
RUS,41.016,50.402,12716,secondary
UKR,30.648,50.403,719465,secondary
RUS,40.965,50.411,4623,secondary
RUS,48.12,50.412,13733,secondary
UKR,24.229,50.42,111594,secondary
UKR,25.338,50.434,7787,secondary
UKR,25.735,50.437,51697,secondary
UKR,30.344,50.452,669234,secondary
UKR,31.961,50.454,3860,secondary
RUS,37.66,50.467,3537,secondary
UKR,29.791,50.468,14286,secondary
UKR,31.796,50.474,5736,secondary
UKR,34.929,50.492,4665,secondary
UKR,34.944,50.493,10079,secondary
UKR,34.935,50.495,1247,secondary
UKR,34.94,50.499,2111,secondary
KAZ,81.863,50.538,5983,secondary
UKR,30.869,50.542,140787,secondary
KAZ,81.846,50.554,5190,secondary
UKR,30.214,50.555,117808,secondary
