alpha3,lon,lat,capacity,treatment_type
ITA,16.426,41.157,59408,secondary
ITA,16.951,40.835,34320,secondary
ITA,16.697,41.173,22603,secondary
ITA,16.426,40.78,49764,secondary
ITA,17.332,40.768,8948,secondary
ITA,17.118,41.066,25314,secondary
ITA,16.563,41.222,88745,secondary
ITA,17.286,40.967,64458,secondary
ITA,17.08,40.791,13545,secondary
ITA,16.246,40.918,1212,secondary
ITA,17.23,40.993,22100,secondary
ITA,17.099,40.844,28120,tertiary
ITA,16.509,41.174,64112,secondary
ITA,16.954,40.899,10920,secondary
ITA,16.777,40.784,36900,secondary
ITA,17.006,40.953,15551,secondary
ITA,17.743,40.339,0,secondary
ITA,16.941,40.601,24165,secondary
ITA,16.924,40.476,4701,secondary
ITA,17.048,40.523,0,secondary
ITA,17.225,40.593,16100,secondary
ITA,17.378,40.423,4381,secondary
ITA,16.775,40.556,14155,secondary
ITA,16.861,40.419,8101,secondary
ITA,14.192,42.445,193000,secondary
ITA,14.049,42.393,2400,secondary
ITA,13.832,42.169,7500,tertiary
ITA,13.993,42.241,1800,secondary
ITA,14.008,42.268,4000,secondary
ITA,13.932,42.227,900,secondary
ITA,13.943,42.248,4700,secondary
ITA,14.197,42.306,2100,secondary
ITA,13.908,42.834,90000,secondary
ITA,13.646,42.583,6500,secondary
ITA,13.887,42.737,2500,secondary
ITA,13.904,42.728,4000,secondary
ITA,13.911,42.706,2400,secondary
ITA,13.825,42.809,4800,secondary
ITA,13.898,42.622,2000,secondary
ITA,14.026,42.646,79054,secondary
ITA,13.728,42.822,4700,secondary
ITA,13.751,42.811,3050,secondary
ITA,13.804,42.798,4500,secondary
ITA,13.824,42.702,21000,secondary
ITA,13.747,42.676,40040,secondary
ITA,13.941,42.78,41000,secondary
ITA,14.409,42.307,2000,secondary
ITA,14.352,42.383,2000,secondary
ITA,13.601,42.053,700,secondary
ITA,14.044,42.015,6125,tertiary
ITA,14.026,42.011,949,tertiary
ITA,14.091,41.837,14160,tertiary
ITA,13.894,42.06,3440,tertiary
ITA,13.839,42.137,26045,tertiary
ITA,13.815,42.106,1047,tertiary
ITA,13.983,42.04,2646,tertiary
ITA,13.792,41.797,10587,tertiary
ITA,14.092,41.893,5958,tertiary
ITA,13.734,42.135,2272,tertiary
ITA,13.975,42.577,1200,secondary
ITA,13.993,42.583,5500,secondary
ITA,14.015,42.565,1300,secondary
ITA,14.09,42.571,3000,secondary
ITA,14.024,42.29,2000,secondary
ITA,13.97,42.303,800,secondary
ITA,13.828,42.208,3850,secondary
ITA,14.1,42.483,4600,secondary
ITA,14.0,42.161,3100,secondary
ITA,14.155,42.398,3400,secondary
ITA,14.065,42.353,1800,secondary
ITA,14.087,42.374,3100,secondary
ITA,14.125,42.369,3100,secondary
ITA,14.122,42.397,1200,secondary
ITA,14.061,42.452,2700,secondary
ITA,14.045,42.438,700,secondary
ITA,14.024,42.425,500,secondary
ITA,13.288,42.358,15637,secondary
ITA,13.392,41.958,253,secondary
ITA,13.395,41.955,253,secondary
ITA,13.289,42.006,2750,secondary
ITA,13.277,42.017,1510,primary
ITA,13.075,42.091,7650,secondary
ITA,13.045,42.098,420,secondary
ITA,13.333,41.986,2160,secondary
ITA,13.601,42.053,2280,secondary
ITA,13.58,42.052,3230,tertiary
ITA,13.438,42.024,53133,secondary
ITA,13.486,42.05,4823,secondary
ITA,13.555,41.807,2830,secondary
ITA,13.403,41.979,5747,secondary
ITA,13.382,41.963,1301,secondary
ITA,14.646,42.187,12000,secondary
ITA,14.327,42.121,11000,secondary
ITA,14.68,42.079,6300,secondary
ITA,14.712,42.165,45000,tertiary
ITA,14.448,42.158,39000,secondary
ITA,14.457,42.084,3000,secondary
ITA,14.456,42.063,2000,secondary
ITA,14.366,42.117,3000,secondary
ITA,14.436,42.075,2000,secondary
ITA,14.213,42.211,2000,secondary
ITA,14.536,42.233,10000,secondary
ITA,14.233,42.197,3550,secondary
ITA,14.233,42.198,1000,secondary
ITA,14.212,42.196,2000,secondary
ITA,14.559,42.203,4900,secondary
ITA,14.547,42.192,1600,secondary
ITA,14.288,42.237,2700,secondary
ITA,14.387,42.333,800,secondary
ITA,14.324,42.396,2000,secondary
ITA,14.399,42.362,30000,secondary
ITA,14.38,42.245,44000,secondary
ITA,14.418,42.042,1200,secondary
ITA,14.506,42.2,2000,secondary
ITA,14.214,42.097,3200,secondary
ITA,14.449,41.864,1800,primary
ITA,16.009,38.592,3845,tertiary
ITA,17.049,40.523,0,secondary
IRL,-7.306,53.045,32474,tertiary
IRL,-6.698,53.231,104723,tertiary
IRL,-6.983,52.982,13800,tertiary
IRL,-6.474,53.363,100309,tertiary
IRL,-7.938,53.415,21155,tertiary
IRL,-7.349,53.516,26064,tertiary
IRL,-7.683,54.959,23982,secondary
IRL,-6.043,53.139,36205,secondary
IRL,-6.042,52.984,26526,secondary
IRL,-8.681,52.656,280451,secondary
IRL,-8.494,54.284,27408,tertiary
IRL,-7.134,52.14,16000,secondary
IRL,-9.145,54.126,20094,tertiary
IRL,-7.549,52.074,24564,secondary
IRL,-7.214,52.64,51988,tertiary
IRL,-8.583,52.677,28094,tertiary
IRL,-7.367,54.005,30760,tertiary
IRL,-6.155,53.459,18785,secondary
IRL,-7.04,52.257,47666,secondary
IRL,-6.118,53.603,39650,secondary
IRL,-6.204,53.467,77782,tertiary
IRL,-7.839,52.965,12811,tertiary
IRL,-7.839,52.656,11585,tertiary
IRL,-8.19,52.872,24452,tertiary
IRL,-6.945,52.821,39043,tertiary
IRL,-6.569,52.489,14405,secondary
IRL,-6.443,52.332,25616,tertiary
IRL,-8.887,53.518,21400,tertiary
IRL,-8.21,53.323,12100,tertiary
IRL,-8.339,51.88,312640,secondary
IRL,-6.183,53.341,2124144,secondary
IRL,-7.671,52.357,34909,tertiary
IRL,-6.962,52.382,8866,secondary
IRL,-9.522,52.052,41836,tertiary
IRL,-6.087,53.245,94960,secondary
IRL,-7.507,53.273,24055,tertiary
IRL,-9.752,52.264,35149,secondary
IRL,-6.296,53.721,66049,secondary
IRL,-7.992,53.417,17118,tertiary
IRL,-8.593,51.925,5136,tertiary
IRL,-8.283,51.903,7380,secondary
IRL,-8.834,52.683,26740,secondary
IRL,-6.219,52.641,21262,secondary
IRL,-9.187,53.892,16183,tertiary
IRL,-8.968,52.844,26647,secondary
IRL,-8.593,51.893,27697,tertiary
IRL,-9.055,53.25,213424,secondary
IRL,-8.881,51.622,15700,secondary
IRL,-8.621,52.134,18019,tertiary
IRL,-6.351,54.008,43642,secondary
IRL,-9.553,53.806,14600,tertiary
IRL,-8.201,51.878,14244,tertiary
IRL,-8.259,52.141,18608,tertiary
IRL,-6.655,53.668,32707,tertiary
IRL,-7.819,53.731,11672,tertiary
IRL,-6.957,54.249,19408,tertiary
IRL,-6.674,53.964,12456,tertiary
IRL,-6.593,53.118,6913,tertiary
IRL,-8.961,53.95,3500,tertiary
IRL,-8.769,53.757,4294,tertiary
IRL,-9.237,53.625,5814,tertiary
IRL,-9.016,53.685,4909,tertiary
IRL,-8.771,52.732,2929,secondary
IRL,-8.898,52.759,3467,tertiary
IRL,-9.335,52.938,3900,secondary
IRL,-9.303,52.942,2050,secondary
IRL,-7.095,54.08,5090,tertiary
IRL,-6.787,53.908,2694,tertiary
IRL,-7.439,54.107,2096,tertiary
IRL,-6.97,53.92,2577,tertiary
IRL,-6.224,52.931,2700,tertiary
IRL,-6.049,53.102,2801,tertiary
IRL,-6.14,53.19,4510,tertiary
IRL,-6.696,52.931,2490,secondary
IRL,-6.975,52.702,10483,tertiary
IRL,-6.746,52.793,6545,secondary
IRL,-8.744,54.055,2283,secondary
IRL,-8.518,54.079,2354,secondary
IRL,-8.513,54.212,2332,secondary
IRL,-7.765,53.56,2036,tertiary
IRL,-7.72,53.39,2390,tertiary
IRL,-7.606,53.685,2689,tertiary
IRL,-7.091,53.456,5213,tertiary
IRL,-8.579,52.406,2400,tertiary
IRL,-9.03,52.443,6179,tertiary
IRL,-7.922,53.107,13213,tertiary
IRL,-7.06,53.354,7372,tertiary
IRL,-6.397,53.836,2264,secondary
IRL,-7.265,55.277,4294,secondary
IRL,-6.104,53.483,23612,secondary
IRL,-8.184,53.607,6989,tertiary
IRL,-6.522,53.859,4975,secondary
IRL,-8.496,53.756,3385,tertiary
IRL,-7.769,54.798,5532,secondary
IRL,-8.294,53.979,3594,tertiary
IRL,-8.561,53.9,2472,tertiary
IRL,-6.912,53.618,2131,tertiary
IRL,-8.946,51.905,7518,secondary
IRL,-6.861,53.731,7559,secondary
IRL,-8.221,54.505,2100,secondary
IRL,-6.853,53.406,7108,tertiary
IRL,-8.541,51.697,7414,tertiary
IRL,-6.408,53.656,4979,tertiary
IRL,-8.055,51.909,2400,secondary
IRL,-8.124,54.649,8520,secondary
IRL,-8.719,51.753,10396,secondary
IRL,-6.746,53.551,12604,tertiary
IRL,-6.644,53.609,5607,tertiary
IRL,-8.001,53.192,2540,secondary
IRL,-7.634,53.34,3785,tertiary
IRL,-8.041,54.051,2406,tertiary
IRL,-8.15,52.466,13499,tertiary
IRL,-7.381,52.343,7950,tertiary
IRL,-8.186,54.302,2016,tertiary
IRL,-7.129,52.525,7218,tertiary
IRL,-7.324,53.123,4224,secondary
IRL,-8.081,53.94,5176,tertiary
IRL,-7.325,52.347,3224,secondary
IRL,-7.162,53.158,9266,secondary
IRL,-7.381,52.542,3070,secondary
IRL,-9.098,51.721,2174,secondary
IRL,-6.638,52.645,2312,tertiary
IRL,-7.682,52.464,6679,tertiary
IRL,-9.29,51.551,4600,tertiary
IRL,-7.927,52.366,4811,tertiary
IRL,-7.942,52.52,10916,tertiary
IRL,-7.005,53.215,2779,tertiary
IRL,-7.929,52.141,2240,secondary
IRL,-7.065,53.136,2531,tertiary
IRL,-7.055,53.099,11891,tertiary
IRL,-9.539,52.433,8826,secondary
IRL,-9.472,52.229,4966,tertiary
IRL,-10.24,51.947,2770,secondary
IRL,-9.775,52.118,3764,secondary
IRL,-9.682,52.484,3760,secondary
IRL,-9.589,51.879,6200,secondary
IRL,-6.379,53.954,5370,secondary
IRL,-8.435,52.803,3475,tertiary
IRL,-9.168,53.341,3237,tertiary
IRL,-8.751,53.292,5172,tertiary
IRL,-8.566,53.217,6236,tertiary
IRL,-8.812,53.072,3216,secondary
IRL,-8.239,53.075,2870,tertiary
IRL,-10.03,53.484,3109,primary
IRL,-8.965,52.824,3707,secondary
IRL,-8.278,52.069,2602,tertiary
IRL,-8.901,52.168,4864,tertiary
IRL,-8.699,52.371,13300,secondary
IRL,-6.731,54.122,13697,tertiary
IRL,-6.906,54.128,2461,secondary
IRL,-9.112,53.985,3360,secondary
IRL,-8.499,53.476,2474,secondary
IRL,-6.952,53.318,3070,tertiary
IRL,-6.959,53.53,2010,tertiary
IRL,-7.082,53.827,2363,tertiary
IRL,-7.18,53.764,2399,tertiary
IRL,-6.26,53.63,3724,tertiary
IRL,-8.0,52.1,2020,primary
IRL,-7.306,52.285,2070,secondary
IRL,-9.374,51.488,2500,secondary
IRL,-8.582,52.218,2543,tertiary
IRL,-8.792,52.569,3252,tertiary
IRL,-9.051,52.078,3388,secondary
IRL,-9.011,52.209,2414,secondary
IRL,-7.653,54.858,2584,primary
GBR,-7.475,54.834,2262,primary
IRL,-8.299,52.275,7878,tertiary
ESP,-7.52,42.97,153696,tertiary
ESP,-8.574,42.344,2355,tertiary
ESP,-7.542,42.504,22744,tertiary
ESP,-7.687,43.292,11521,tertiary
ESP,-8.102,42.424,17380,tertiary
ESP,-7.906,42.349,156503,secondary
ESP,-7.864,42.304,59443,tertiary
ESP,-8.649,42.844,21871,tertiary
ESP,-8.296,43.442,29318,tertiary
ESP,-8.145,42.915,5490,tertiary
ESP,-8.228,43.302,4665,tertiary
ESP,-8.217,43.288,22519,tertiary
ESP,-8.892,42.607,26749,tertiary
ESP,-9.184,43.125,3314,tertiary
ESP,-9.13,43.136,1074,tertiary
ESP,-8.711,43.203,35362,tertiary
ESP,-9.133,42.848,2038,tertiary
ESP,-8.306,43.235,4085,tertiary
ESP,-8.075,43.657,7822,tertiary
ESP,-9.185,42.946,10826,tertiary
ESP,-8.002,42.907,9156,tertiary
ESP,-8.213,43.348,6541,tertiary
ESP,-8.195,43.356,4466,tertiary
ESP,-9.216,43.108,2528,tertiary
ESP,-8.977,42.778,3668,tertiary
ESP,-9.061,42.75,7173,tertiary
ESP,-8.162,43.501,4163,tertiary
ESP,-8.739,42.906,5031,tertiary
ESP,-8.895,42.792,13482,tertiary
ESP,-8.322,43.341,2268,tertiary
ESP,-8.408,43.068,12204,tertiary
ESP,-8.458,42.973,7457,tertiary
ESP,-7.86,43.685,3107,tertiary
ESP,-8.905,42.838,5282,tertiary
ESP,-8.665,42.722,10828,tertiary
ESP,-8.911,42.601,15323,tertiary
ESP,-8.97,43.263,1686,tertiary
ESP,-8.898,43.244,3772,tertiary
ESP,-8.188,43.413,14507,tertiary
ESP,-7.867,43.44,15936,tertiary
ESP,-8.983,42.743,6685,tertiary
ESP,-8.821,42.645,20944,tertiary
ESP,-7.846,42.788,4335,tertiary
ESP,-7.269,42.471,5060,tertiary
ESP,-7.045,43.565,10780,tertiary
ESP,-7.618,43.114,8288,tertiary
ESP,-7.408,42.79,12122,secondary
ESP,-7.595,43.718,19352,tertiary
ESP,-8.587,42.598,1781,tertiary
ESP,-8.831,42.137,28307,tertiary
ESP,-8.717,42.406,150594,tertiary
ESP,-8.512,42.173,17994,tertiary
ESP,-8.661,42.72,3370,tertiary
ESP,-8.655,42.292,22795,tertiary
ESP,-8.774,42.506,16681,tertiary
ESP,-8.866,42.389,33920,tertiary
ESP,-8.219,42.716,6400,tertiary
ESP,-8.612,42.341,9453,tertiary
ESP,-8.748,41.956,7779,tertiary
ESP,-8.628,42.054,121420,tertiary
ESP,-8.675,42.711,6262,tertiary
ESP,-8.791,42.227,418686,tertiary
ESP,-8.466,43.374,581344,tertiary
ESP,-8.75,42.713,1330,tertiary
ESP,-9.262,42.917,8187,tertiary
ESP,-9.001,43.256,3423,tertiary
ESP,-8.588,43.241,7071,tertiary
ESP,-8.248,43.364,21720,tertiary
ESP,-8.841,43.033,4752,tertiary
ESP,-8.6,42.87,177576,secondary
ESP,-8.523,42.839,3875,secondary
ESP,-8.625,42.821,19203,tertiary
ESP,-8.559,42.754,5765,tertiary
ESP,-8.146,43.623,4319,tertiary
ESP,-7.864,43.738,4736,tertiary
ESP,-7.234,43.57,1806,tertiary
ESP,-7.348,43.663,12760,primary
ESP,-7.761,42.605,7021,tertiary
ESP,-7.257,43.565,11009,tertiary
ESP,-7.878,43.178,2487,tertiary
ESP,-7.353,43.45,4525,tertiary
ESP,-8.683,42.264,15181,tertiary
ESP,-8.656,42.32,3622,tertiary
ESP,-8.841,42.591,41996,tertiary
ESP,-8.877,42.559,7226,tertiary
ESP,-7.807,42.187,10043,tertiary
ESP,-7.676,42.241,822,tertiary
ESP,-7.007,42.416,16145,tertiary
ESP,-8.088,42.408,8921,tertiary
ESP,-7.947,42.151,4721,tertiary
ESP,-7.747,42.06,14410,tertiary
ESP,-7.657,42.263,2860,tertiary
ESP,-7.251,42.346,3137,tertiary
ESP,-8.159,42.272,9111,tertiary
ESP,-7.12,42.391,12386,tertiary
ESP,-7.449,41.901,22868,tertiary
ESP,-7.115,42.178,1566,secondary
ESP,-8.868,42.132,24915,tertiary
ESP,-8.804,42.339,19086,tertiary
ESP,-8.657,42.596,6029,tertiary
ESP,-8.825,42.525,25510,tertiary
ESP,-8.79,42.249,32642,tertiary
ESP,-8.726,42.667,4986,tertiary
ESP,-8.472,42.717,13159,tertiary
ESP,-8.654,42.322,22011,tertiary
ESP,-8.851,42.485,1110,tertiary
ESP,-8.913,42.461,2156,tertiary
ESP,-8.883,41.888,21556,tertiary
ESP,-8.13,42.666,19811,tertiary
ESP,-8.821,42.452,24545,tertiary
ESP,-8.708,42.277,21986,tertiary
ESP,-8.486,42.227,4054,tertiary
ESP,-8.695,43.184,2464,tertiary
ESP,-8.526,42.832,4050,tertiary
ESP,-8.554,43.302,2142,tertiary
ESP,-8.947,43.216,2321,tertiary
ESP,-9.043,43.124,2585,tertiary
ESP,-7.156,42.854,2691,tertiary
ESP,-7.498,43.676,2205,tertiary
ESP,-8.286,42.202,3153,tertiary
ESP,-8.51,42.079,10512,secondary
ESP,-5.825,43.406,323200,secondary
ESP,-5.923,43.354,31900,primary
ESP,-5.92,43.59,178300,secondary
ESP,-5.819,43.275,56254,secondary
ESP,-6.086,43.53,27102,secondary
ESP,-5.271,43.489,10500,secondary
ESP,-5.961,43.359,10414,secondary
ESP,-6.531,43.201,20000,secondary
ESP,-6.154,43.568,4000,secondary
ESP,-5.693,43.585,300000,secondary
ESP,-4.75,43.43,46103,primary
ESP,-5.831,43.307,3000,tertiary
ESP,-5.061,43.452,22680,tertiary
ESP,-5.165,43.396,51620,secondary
ESP,-6.414,43.326,29575,secondary
ESP,-5.358,43.542,33700,primary
ESP,-4.876,43.434,3500,tertiary
ESP,-4.582,43.39,2700,tertiary
ESP,-6.221,43.569,2000,secondary
ESP,-5.745,43.325,97900,tertiary
ESP,-5.635,43.54,161800,tertiary
ESP,-7.043,43.504,6000,secondary
ESP,-6.063,43.402,12400,secondary
ESP,-6.539,43.527,10600,tertiary
ESP,-6.726,43.565,12400,tertiary
ESP,-6.938,43.571,5600,primary
ESP,-5.921,43.325,40000,secondary
ESP,-6.847,43.569,10438,secondary
ESP,-4.05,43.192,236,tertiary
ESP,-4.116,43.0,5474,tertiary
ESP,-4.392,43.394,8665,tertiary
ESP,-3.811,43.222,3150,secondary
ESP,-4.027,43.399,102983,secondary
ESP,-4.606,43.189,2904,tertiary
ESP,-3.67,43.473,746,secondary
ESP,-3.319,43.368,9026,tertiary
ESP,-3.585,43.468,1361,tertiary
ESP,-3.946,43.395,20015,tertiary
ESP,-3.579,43.416,0,secondary
ESP,-3.713,43.362,0,secondary
ESP,-3.812,43.231,0,secondary
ESP,-3.613,43.49,6377,secondary
ESP,-4.174,43.335,15061,tertiary
ESP,-3.222,43.407,54176,tertiary
ESP,-3.885,43.497,288372,secondary
ESP,-3.856,43.32,614,secondary
ESP,-3.722,43.439,21409,tertiary
ESP,-3.416,43.475,238900,secondary
ESP,-4.296,43.393,0,tertiary
ESP,-3.44,43.29,0,tertiary
ESP,-4.013,43.414,0,secondary
ESP,-4.504,43.377,3000,tertiary
ESP,-3.358,43.401,1590,tertiary
ESP,-4.182,42.861,0,secondary
ESP,-2.821,42.812,6800,secondary
ESP,-2.838,42.944,3465,tertiary
ESP,-2.513,42.851,2500,secondary
ESP,-3.003,43.084,15074,tertiary
ESP,-2.812,42.581,11334,secondary
ESP,-2.625,42.498,9750,secondary
ESP,-2.937,43.143,27167,tertiary
ESP,-2.435,42.491,3700,secondary
ESP,-2.394,42.858,4450,secondary
ESP,-2.64,42.944,2000,secondary
ESP,-2.744,42.855,366681,tertiary
ESP,-2.057,43.2,76800,tertiary
ESP,-2.248,43.206,38000,tertiary
ESP,-2.157,43.08,63000,tertiary
ESP,-2.334,43.3,7000,secondary
ESP,-2.397,43.23,80250,tertiary
ESP,-2.199,43.308,4440,tertiary
ESP,-1.795,43.395,116581,secondary
ESP,-2.461,43.077,63500,tertiary
ESP,-2.379,43.31,6962,tertiary
ESP,-1.952,43.348,553000,secondary
ESP,-2.411,43.145,30120,tertiary
ESP,-2.152,43.303,38500,tertiary
ESP,-2.315,43.105,34000,tertiary
ESP,-2.246,43.289,17000,tertiary
ESP,-2.746,43.212,23075,tertiary
ESP,-2.797,43.438,8645,secondary
ESP,-2.71,43.416,41000,tertiary
ESP,-2.991,43.304,1211499,tertiary
ESP,-2.665,43.182,85895,tertiary
ESP,-2.58,43.388,2228,tertiary
ESP,-2.559,43.13,8447,tertiary
ESP,-3.071,43.199,31359,tertiary
ESP,-2.673,43.325,25218,secondary
ESP,-2.793,43.26,2000,tertiary
ESP,-2.81,43.211,11500,tertiary
ESP,-2.501,43.367,20854,tertiary
ESP,-2.494,43.277,6789,tertiary
ESP,-2.846,43.363,19312,tertiary
ESP,-3.111,43.34,12000,tertiary
ESP,-2.425,43.333,19514,tertiary
ESP,-3.005,43.013,5058,tertiary
ESP,-2.95,43.421,31399,tertiary
ESP,-3.05,43.29,2000,tertiary
ESP,-2.311,42.871,2000,secondary
ESP,-1.753,42.234,26900,secondary
ESP,-1.691,41.975,5047,secondary
ESP,-1.632,41.982,3102,secondary
ESP,-2.014,42.56,1077,secondary
ESP,-1.369,42.783,5417,secondary
ESP,-1.761,42.577,1697,secondary
ESP,-1.895,42.297,8907,secondary
ESP,-1.559,43.145,6459,secondary
ESP,-1.702,42.207,15733,secondary
ESP,-1.456,42.385,3144,secondary
ESP,-1.676,42.175,6500,secondary
ESP,-1.801,42.093,12822,secondary
ESP,-1.771,42.115,16100,secondary
ESP,-1.409,41.933,6001,secondary
ESP,-2.062,42.917,3867,secondary
ESP,-1.85,42.056,3587,secondary
ESP,-1.789,42.303,29081,secondary
ESP,-2.191,42.886,3333,secondary
ESP,-1.664,42.836,6950,secondary
ESP,-1.481,42.007,60000,secondary
ESP,-1.921,42.336,50410,secondary
ESP,-1.29,42.561,5683,secondary
ESP,-1.583,42.151,34974,secondary
ESP,-1.731,42.81,713450,secondary
ESP,-2.011,42.65,54420,secondary
ESP,-1.639,42.483,24800,secondary
ESP,-1.564,42.054,88182,secondary
ESP,-2.012,42.926,6467,secondary
ESP,-1.923,43.089,6200,secondary
ESP,-1.979,42.487,4578,secondary
ESP,-1.688,43.254,2822,secondary
ESP,-1.697,43.282,8817,secondary
ESP,-2.064,42.415,39610,secondary
ESP,-1.311,42.647,1346,secondary
ESP,-2.212,42.425,20142,secondary
ESP,-1.546,42.365,1637,secondary
ESP,-1.664,43.137,4700,secondary
ESP,-2.09,42.464,1264,secondary
ESP,-1.659,42.954,10667,secondary
ESP,-2.136,42.897,13217,secondary
ESP,-2.37,42.501,7369,secondary
ESP,-1.77,42.274,3942,secondary
ESP,-1.835,42.917,6602,secondary
ESP,-1.892,42.997,2274,secondary
ESP,-1.395,42.761,3454,tertiary
ESP,-1.738,42.183,38500,tertiary
ESP,-2.833,42.567,33957,tertiary
ESP,-2.727,42.446,17978,tertiary
ESP,-2.236,42.43,3702,secondary
ESP,-1.979,41.971,2000,secondary
ESP,-2.113,42.41,2200,secondary
ESP,-1.874,42.253,10300,secondary
ESP,-2.23,42.216,2183,secondary
ESP,-2.799,42.37,1261,secondary
ESP,-2.75,42.337,3877,secondary
ESP,-2.779,42.548,1667,secondary
ESP,-1.945,42.016,2044,secondary
ESP,-2.764,42.438,1122,secondary
ESP,-2.327,42.407,2312,secondary
ESP,-2.041,42.325,2203,secondary
ESP,-2.376,42.357,1117,secondary
ESP,-1.821,42.232,8312,secondary
ESP,-2.704,42.487,1800,secondary
ESP,-2.845,42.34,902,secondary
ESP,-2.759,42.556,1412,secondary
ESP,-2.81,42.553,1540,secondary
ESP,-2.971,42.4,1160,secondary
ESP,-2.739,42.401,870,secondary
ESP,-1.523,41.85,29047,tertiary
ESP,-1.595,41.521,12909,secondary
ESP,-0.688,41.56,7540,secondary
ESP,-0.043,41.245,35240,tertiary
ESP,-1.936,42.307,85873,tertiary
ESP,-2.622,42.495,1733,secondary
ESP,-3.009,42.337,5119,secondary
ESP,-2.554,42.484,11306,secondary
ESP,-2.414,42.466,221218,secondary
ESP,-1.429,41.111,4549,secondary
ESP,-1.29,41.615,9472,tertiary
ESP,-0.32,41.294,1241,secondary
ESP,-1.185,41.785,7102,tertiary
ESP,-1.453,41.754,24157,secondary
ESP,-0.599,41.522,6697,secondary
ESP,-1.304,41.868,3387,secondary
ESP,-1.825,41.216,3585,secondary
ESP,-0.636,41.806,4941,secondary
ESP,-1.196,41.404,5199,secondary
ESP,-1.284,41.629,2410,secondary
ESP,-0.929,42.163,2728,secondary
ESP,-1.456,41.837,10489,secondary
ESP,-1.429,41.909,13312,secondary
ESP,0.3,41.367,1924,secondary
ESP,-1.466,41.483,2634,secondary
ESP,-1.137,41.598,5733,secondary
ESP,-0.921,41.666,12417,tertiary
ESP,-1.686,41.952,966,secondary
ESP,-0.499,41.469,3433,secondary
ESP,-0.478,41.405,1047,secondary
ESP,-1.176,41.831,4445,secondary
ESP,-1.287,42.262,1128,secondary
ESP,-0.775,41.828,12722,tertiary
ESP,-0.33,41.338,2309,secondary
ESP,-1.219,42.517,1026,secondary
ESP,-1.279,41.915,13736,tertiary
ESP,-0.819,41.732,9193,tertiary
ESP,-0.802,41.61,651866,tertiary
ESP,-1.162,42.118,47099,tertiary
ESP,-0.921,41.666,119553,tertiary
ESP,-0.45,40.995,13608,secondary
ESP,-1.121,40.317,52598,secondary
ESP,-1.616,41.367,85547,secondary
ESP,0.143,42.017,33394,secondary
ESP,0.314,41.827,60776,secondary
ESP,0.345,41.516,16580,secondary
ESP,-0.391,42.117,88696,secondary
ESP,-0.575,42.558,28135,tertiary
ESP,0.174,41.906,22891,secondary
ESP,-0.372,42.491,10980,tertiary
ESP,-0.119,41.045,31171,tertiary
ESP,-1.217,41.352,61190,tertiary
ESP,-1.717,41.92,34440,secondary
ESP,-0.914,41.609,51471,tertiary
ESP,0.145,41.715,1923,secondary
ESP,-0.584,42.027,5802,secondary
ESP,-0.702,42.255,880,secondary
ESP,0.164,41.677,819,secondary
ESP,-0.324,42.607,5769,tertiary
ESP,0.195,41.833,22708,secondary
ESP,-0.353,41.931,3730,secondary
ESP,0.335,42.173,5341,tertiary
ESP,-0.768,41.998,1031,secondary
ESP,-0.144,41.764,4154,secondary
ESP,0.428,41.863,7884,secondary
ESP,0.01,41.702,1148,secondary
ESP,0.262,41.597,2397,secondary
ESP,-1.316,40.607,1419,secondary
ESP,-0.509,41.124,3595,secondary
ESP,-1.435,40.43,4850,secondary
ESP,-0.727,40.369,2526,secondary
ESP,-0.367,40.904,5460,secondary
ESP,-1.579,40.525,2095,secondary
ESP,-1.3,40.936,11392,secondary
ESP,-0.218,40.933,5558,secondary
ESP,-1.262,40.458,2915,secondary
ESP,-1.33,40.853,6444,secondary
ESP,-0.813,40.058,3054,secondary
ESP,-1.342,40.805,8656,secondary
ESP,-0.795,40.833,2819,secondary
ESP,-0.762,40.232,2936,secondary
ESP,-0.439,40.344,1500,secondary
ESP,-0.41,41.225,1369,secondary
ESP,-0.918,40.228,857,secondary
ESP,-0.653,40.185,1350,secondary
ESP,-0.396,41.197,3915,secondary
ESP,-0.812,40.153,4055,secondary
ESP,-0.84,40.822,6387,secondary
ESP,-1.118,41.786,9329,tertiary
ESP,-0.638,41.564,4958,secondary
ESP,-1.242,41.45,5656,secondary
ESP,-1.873,41.304,1931,secondary
ESP,-1.378,41.504,27497,tertiary
ESP,-1.787,41.324,2164,secondary
ESP,-0.754,41.329,2060,secondary
ESP,-1.179,42.243,1637,secondary
ESP,-1.238,41.842,1964,secondary
ESP,-3.521,40.736,2891,tertiary
ESP,-3.76,40.17,41013,secondary
ESP,-3.537,40.814,4823,tertiary
ESP,-3.352,40.605,1676,secondary
ESP,-4.3,40.5,854,secondary
ESP,-4.071,40.497,7284,secondary
ESP,-3.543,40.68,1572,tertiary
ESP,-3.299,40.28,1552,secondary
ESP,-3.611,40.803,807,secondary
ESP,-3.505,40.092,6749,secondary
ESP,-4.295,40.265,6130,tertiary
ESP,-4.153,40.304,2923,secondary
ESP,-3.526,40.59,10754,tertiary
ESP,-3.64,40.024,93076,tertiary
ESP,-3.483,40.324,51799,tertiary
ESP,-3.868,40.392,46205,tertiary
ESP,-3.57,40.184,147727,tertiary
ESP,-3.99,40.62,74701,tertiary
ESP,-4.099,40.584,21562,tertiary
ESP,-3.551,40.641,9003,tertiary
ESP,-3.964,40.581,30474,secondary
