ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
FRA,France,urban,Drinking water,2022,0,0,Basic service
FRA,France,total,Sanitation,2022,1.35401,875047.81124,Limited service
FRA,France,rural,Sanitation,2022,1.10775,132377.85498,Limited service
FRA,France,urban,Sanitation,2022,1.40987,742669.96979,Limited service
FRA,France,total,Drinking water,2022,0,0,Limited service
FRA,France,rural,Drinking water,2022,0,0,Limited service
FRA,France,urban,Drinking water,2022,0,0,Limited service
FRA,France,total,Sanitation,2022,0,0,Open defecation
FRA,France,rural,Sanitation,2022,0,0,Open defecation
FRA,France,urban,Sanitation,2022,0,0,Open defecation
FRA,France,total,Drinking water,2022,0,0,Surface water
FRA,France,rural,Drinking water,2022,0,0,Surface water
FRA,France,urban,Drinking water,2022,0,0,Surface water
FRA,France,total,Sanitation,2022,89.66538,57947712.48392,Safely managed service
FRA,France,total,Drinking water,2022,99.70415,64435427.15625,Safely managed service
FRA,France,rural,Drinking water,2022,98.4,11758908.24,Safely managed service
FRA,France,urban,Drinking water,2022,100,52676520,Safely managed service
FRA,France,total,Sanitation,2022,0,0,Unimproved
FRA,France,rural,Sanitation,2022,0,0,Unimproved
FRA,France,urban,Sanitation,2022,0,0,Unimproved
FRA,France,total,Drinking water,2022,0,0,Unimproved
FRA,France,rural,Drinking water,2022,0,0,Unimproved
FRA,France,urban,Drinking water,2022,0,0,Unimproved
FRO,Faroe Islands,total,Drinking water,2022,100,53090,At least basic
FRO,Faroe Islands,total,Drinking water,2022,0,0,Limited service
FRO,Faroe Islands,total,Drinking water,2022,0,0,Surface water
FRO,Faroe Islands,total,Drinking water,2022,0,0,Unimproved
GAB,Gabon,total,Sanitation,2022,49.89623,1192017.05107,At least basic
GAB,Gabon,rural,Sanitation,2022,39.72639,87930.4183,At least basic
GAB,Gabon,urban,Sanitation,2022,50.93468,1104086.70116,At least basic
GAB,Gabon,total,Drinking water,2022,86.92777,2076697.37257,At least basic
GAB,Gabon,rural,Drinking water,2022,54.85331,121412.36686,At least basic
GAB,Gabon,urban,Drinking water,2022,90.20291,1955285.12888,At least basic
GAB,Gabon,total,Sanitation,2022,28.99065,692584.32624,Limited service
GAB,Gabon,rural,Sanitation,2022,15.35993,33997.69386,Limited service
GAB,Gabon,urban,Sanitation,2022,30.38249,658586.67427,Limited service
GAB,Gabon,total,Drinking water,2022,7.96519,190287.63707,Limited service
GAB,Gabon,rural,Drinking water,2022,12.88546,28520.68552,Limited service
GAB,Gabon,urban,Drinking water,2022,7.46277,161766.96065,Limited service
GAB,Gabon,total,Sanitation,2022,2.02231,48312.87589,Open defecation
GAB,Gabon,rural,Sanitation,2022,3.46421,7667.68777,Open defecation
GAB,Gabon,urban,Sanitation,2022,1.87508,40645.19037,Open defecation
GAB,Gabon,total,Drinking water,2022,1.62811,38895.48249,Surface water
GAB,Gabon,rural,Drinking water,2022,15.47914,34261.54525,Surface water
GAB,Gabon,urban,Drinking water,2022,0.21378,4633.93551,Surface water
GAB,Gabon,total,Sanitation,2022,19.0908,456077.74679,Unimproved
GAB,Gabon,rural,Sanitation,2022,41.44947,91744.29006,Unimproved
GAB,Gabon,urban,Sanitation,2022,16.80775,364333.43419,Unimproved
GAB,Gabon,total,Drinking water,2022,3.47894,83111.50786,Unimproved
GAB,Gabon,rural,Drinking water,2022,16.78209,37145.49237,Unimproved
GAB,Gabon,urban,Drinking water,2022,2.12054,45965.97496,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2022,100,10532743,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2022,100,56976192,At least basic
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2022,0.98831,667195.62005,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2022,5.8985,621273.89246,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2022,0.0806,45921.69482,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2022,0.19585,132216.84453,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2022,0.72296,488060.1547,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2022,0.30023,31621.99898,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2022,0.8011,456438.15998,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2022,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2022,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2022,0,0,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2022,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2022,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2022,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2022,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2022,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2022,0,0,Surface water
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2022,98.11648,66237393.81325,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2022,93.57627,9856148.41563,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2022,98.9558,56381245.83164,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2022,99.80415,67376717.72755,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2022,0.17225,116286.41284,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2022,0.225,23698.67175,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2022,0.1625,92586.312,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2022,0,1.42969,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Drinking water,2022,0,0,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Drinking water,2022,0,0,Unimproved
GEO,Georgia,total,Hygiene,2022,91.75735,3435748.42465,Basic service
GEO,Georgia,rural,Hygiene,2022,87.44337,1299962.10036,Basic service
GEO,Georgia,urban,Hygiene,2022,94.59791,2135786.11061,Basic service
GEO,Georgia,total,Sanitation,2022,62.18016,2328264.74642,Basic service
GEO,Georgia,rural,Sanitation,2022,33.03951,491176.27419,Basic service
GEO,Georgia,urban,Sanitation,2022,81.36803,1837088.26045,Basic service
GEO,Georgia,total,Drinking water,2022,25.83568,967387.4697,Basic service
GEO,Georgia,rural,Drinking water,2022,48.00798,713702.58319,Basic service
GEO,Georgia,urban,Drinking water,2022,11.23617,253684.82625,Basic service
GEO,Georgia,total,Hygiene,2022,6.81369,255130.96816,Limited service
GEO,Georgia,rural,Hygiene,2022,10.98139,163252.95188,Limited service
GEO,Georgia,urban,Hygiene,2022,4.06945,91878.0014,Limited service
GEO,Georgia,total,Sanitation,2022,0.79212,29659.83974,Limited service
GEO,Georgia,rural,Sanitation,2022,0.28373,4218.0688,Limited service
GEO,Georgia,urban,Sanitation,2022,1.12686,25441.76898,Limited service
GEO,Georgia,total,Drinking water,2022,2.73816,102527.21195,Limited service
GEO,Georgia,rural,Drinking water,2022,6.23559,92700.34457,Limited service
GEO,Georgia,urban,Drinking water,2022,0.43525,9826.86181,Limited service
GEO,Georgia,total,Hygiene,2022,1.42896,53505.60638,No handwashing facility
GEO,Georgia,rural,Hygiene,2022,1.57524,23418.04834,No handwashing facility
GEO,Georgia,urban,Hygiene,2022,1.33264,30087.68861,No handwashing facility
GEO,Georgia,total,Sanitation,2022,0.0033,123.71345,Open defecation
GEO,Georgia,rural,Sanitation,2022,0,0,Open defecation
GEO,Georgia,urban,Sanitation,2022,0.00548,123.71344,Open defecation
GEO,Georgia,total,Drinking water,2022,0.00734,274.71201,Surface water
GEO,Georgia,rural,Drinking water,2022,0.0051,75.76523,Surface water
GEO,Georgia,urban,Drinking water,2022,0.00881,198.94676,Surface water
GEO,Georgia,total,Sanitation,2022,24.07785,901567.50945,Safely managed service
GEO,Georgia,rural,Sanitation,2022,39.16789,582282.83776,Safely managed service
GEO,Georgia,urban,Sanitation,2022,14.14171,319284.6192,Safely managed service
GEO,Georgia,total,Drinking water,2022,69.14185,2588937.09871,Safely managed service
GEO,Georgia,rural,Drinking water,2022,40.5335,602584.46528,Safely managed service
GEO,Georgia,urban,Drinking water,2022,87.97922,1986352.46681,Safely managed service
GEO,Georgia,total,Sanitation,2022,12.94656,484769.14245,Unimproved
GEO,Georgia,rural,Sanitation,2022,27.50887,408955.89545,Unimproved
GEO,Georgia,urban,Sanitation,2022,3.35791,75813.35204,Unimproved
GEO,Georgia,total,Drinking water,2022,2.27697,85258.4849,Unimproved
GEO,Georgia,rural,Drinking water,2022,5.21783,77569.92087,Unimproved
GEO,Georgia,urban,Drinking water,2022,0.34055,7688.69123,Unimproved
GHA,Ghana,total,Hygiene,2022,41.68939,13955885.32825,Basic service
GHA,Ghana,rural,Hygiene,2022,34.8757,4831675.6168,Basic service
GHA,Ghana,urban,Hygiene,2022,46.50018,9124209.22193,Basic service
GHA,Ghana,total,Sanitation,2022,12.74979,4268101.59358,Basic service
GHA,Ghana,rural,Sanitation,2022,3.01416,417581.97801,Basic service
GHA,Ghana,urban,Sanitation,2022,19.6236,3850519.24488,Basic service
GHA,Ghana,total,Drinking water,2022,43.89952,14695747.81541,Basic service
GHA,Ghana,rural,Drinking water,2022,55.28241,7658818.95434,Basic service
GHA,Ghana,urban,Drinking water,2022,35.86266,7036928.75146,Basic service
GHA,Ghana,total,Hygiene,2022,36.49979,12218623.8839,Limited service
GHA,Ghana,rural,Hygiene,2022,39.74624,5506439.06379,Limited service
GHA,Ghana,urban,Hygiene,2022,34.20765,6712184.42367,Limited service
GHA,Ghana,total,Sanitation,2022,44.54886,14913117.40557,Limited service
GHA,Ghana,rural,Sanitation,2022,33.93113,4700814.5486,Limited service
GHA,Ghana,urban,Sanitation,2022,52.04548,10212302.32222,Limited service
GHA,Ghana,total,Drinking water,2022,5.93689,1987425.28921,Limited service
GHA,Ghana,rural,Drinking water,2022,12.11596,1678544.38011,Limited service
GHA,Ghana,urban,Drinking water,2022,1.57417,308880.86434,Limited service
GHA,Ghana,total,Hygiene,2022,21.81082,7301360.98538,No handwashing facility
GHA,Ghana,rural,Hygiene,2022,25.37807,3515874.34865,No handwashing facility
GHA,Ghana,urban,Hygiene,2022,19.29217,3785486.3626,No handwashing facility
GHA,Ghana,total,Sanitation,2022,17.21672,5763447.14359,Open defecation
GHA,Ghana,rural,Sanitation,2022,29.65105,4107853.76267,Open defecation
GHA,Ghana,urban,Sanitation,2022,8.43749,1655593.23196,Open defecation
GHA,Ghana,total,Drinking water,2022,4.07353,1363648.48147,Surface water
GHA,Ghana,rural,Drinking water,2022,9.843,1363648.45609,Surface water
GHA,Ghana,urban,Drinking water,2022,0,0,Surface water
GHA,Ghana,total,Sanitation,2022,15.8341,5300603.37245,Safely managed service
GHA,Ghana,rural,Sanitation,2022,18.36702,2544565.40739,Safely managed service
GHA,Ghana,urban,Sanitation,2022,14.04574,2756037.797,Safely managed service
GHA,Ghana,total,Drinking water,2022,44.46808,14886077.72299,Safely managed service
GHA,Ghana,rural,Drinking water,2022,18.83939,2610006.99517,Safely managed service
GHA,Ghana,urban,Drinking water,2022,62.56317,12276070.1416,Safely managed service
GHA,Ghana,total,Sanitation,2022,9.65053,3230600.54181,Unimproved
GHA,Ghana,rural,Sanitation,2022,15.03663,2083173.30682,Unimproved
GHA,Ghana,urban,Sanitation,2022,5.84769,1147427.26316,Unimproved
GHA,Ghana,total,Drinking water,2022,1.62197,542970.13451,Unimproved
GHA,Ghana,rural,Drinking water,2022,3.91923,542970.24159,Unimproved
GHA,Ghana,urban,Drinking water,2022,0,0,Unimproved
GIB,Gibraltar,total,Sanitation,2022,100,32649,At least basic
GIB,Gibraltar,urban,Sanitation,2022,100,32649,At least basic
GIB,Gibraltar,total,Drinking water,2022,0,0,Basic service
GIB,Gibraltar,urban,Drinking water,2022,0,0,Basic service
GIB,Gibraltar,total,Sanitation,2022,0,0,Limited service
GIB,Gibraltar,urban,Sanitation,2022,0,0,Limited service
GIB,Gibraltar,total,Drinking water,2022,0,0,Limited service
GIB,Gibraltar,urban,Drinking water,2022,0,0,Limited service
GIB,Gibraltar,total,Sanitation,2022,0,0,Open defecation
GIB,Gibraltar,urban,Sanitation,2022,0,0,Open defecation
GIB,Gibraltar,total,Drinking water,2022,0,0,Surface water
GIB,Gibraltar,urban,Drinking water,2022,0,0,Surface water
GIB,Gibraltar,total,Drinking water,2022,100,32649,Safely managed service
GIB,Gibraltar,urban,Drinking water,2022,100,32649,Safely managed service
GIB,Gibraltar,total,Sanitation,2022,0,0,Unimproved
GIB,Gibraltar,urban,Sanitation,2022,0,0,Unimproved
GIB,Gibraltar,total,Drinking water,2022,0,0,Unimproved
GIB,Gibraltar,urban,Drinking water,2022,0,0,Unimproved
GIN,Guinea,total,Sanitation,2022,31.27074,4333918.7274,At least basic
GIN,Guinea,rural,Sanitation,2022,21.74426,1878444.12929,At least basic
GIN,Guinea,urban,Sanitation,2022,47.03491,2455474.60911,At least basic
GIN,Guinea,total,Drinking water,2022,71.45121,9902667.06559,At least basic
GIN,Guinea,rural,Drinking water,2022,59.01351,5098061.6295,At least basic
GIN,Guinea,urban,Drinking water,2022,92.03279,4804605.50905,At least basic
GIN,Guinea,total,Hygiene,2022,20.6361,2860026.81998,Basic service
GIN,Guinea,rural,Hygiene,2022,13.07701,1129697.08757,Basic service
GIN,Guinea,urban,Hygiene,2022,33.14467,1730329.73313,Basic service
GIN,Guinea,total,Hygiene,2022,51.04466,7074453.60233,Limited service
GIN,Guinea,rural,Hygiene,2022,56.53734,4884150.64874,Limited service
GIN,Guinea,urban,Hygiene,2022,41.95552,2190303.07947,Limited service
GIN,Guinea,total,Sanitation,2022,29.31065,4062262.27139,Limited service
GIN,Guinea,rural,Sanitation,2022,17.65233,1524950.01333,Limited service
GIN,Guinea,urban,Sanitation,2022,48.60252,2537312.25437,Limited service
GIN,Guinea,total,Drinking water,2022,12.16482,1685964.27884,Limited service
GIN,Guinea,rural,Drinking water,2022,15.82844,1367388.43573,Limited service
GIN,Guinea,urban,Drinking water,2022,6.10236,318575.88518,Limited service
GIN,Guinea,total,Hygiene,2022,28.31924,3924860.64791,No handwashing facility
GIN,Guinea,rural,Hygiene,2022,30.38565,2624957.27109,No handwashing facility
GIN,Guinea,urban,Hygiene,2022,24.89981,1299903.71078,No handwashing facility
GIN,Guinea,total,Sanitation,2022,7.14571,990347.76308,Open defecation
GIN,Guinea,rural,Sanitation,2022,10.90466,942032.45844,Open defecation
GIN,Guinea,urban,Sanitation,2022,0.92549,48315.33759,Open defecation
GIN,Guinea,total,Drinking water,2022,7.9392,1100320.72154,Surface water
GIN,Guinea,rural,Drinking water,2022,12.5704,1085932.37438,Surface water
GIN,Guinea,urban,Drinking water,2022,0.27561,14388.38611,Surface water
GIN,Guinea,total,Sanitation,2022,32.27291,4472812.23813,Unimproved
GIN,Guinea,rural,Sanitation,2022,49.69875,4293378.39893,Unimproved
GIN,Guinea,urban,Sanitation,2022,3.43709,179434.29894,Unimproved
GIN,Guinea,total,Drinking water,2022,8.44477,1170388.93403,Unimproved
GIN,Guinea,rural,Drinking water,2022,12.58765,1087422.56038,Unimproved
GIN,Guinea,urban,Drinking water,2022,1.58924,82966.71966,Unimproved
GLP,Guadeloupe,total,Sanitation,2022,99.81339,395013.49694,At least basic
GLP,Guadeloupe,total,Drinking water,2022,4.17771,16533.37299,Basic service
GLP,Guadeloupe,total,Sanitation,2022,0,0,Limited service
GLP,Guadeloupe,total,Drinking water,2022,0,0,Limited service
GLP,Guadeloupe,total,Sanitation,2022,0,0,Open defecation
GLP,Guadeloupe,total,Drinking water,2022,0,0,Surface water
GLP,Guadeloupe,total,Drinking water,2022,95.70962,378772.74406,Safely managed service
GLP,Guadeloupe,total,Sanitation,2022,0.18661,738.50306,Unimproved
GLP,Guadeloupe,total,Drinking water,2022,0.11267,445.88241,Unimproved
GMB,Gambia,total,Hygiene,2022,12.94233,350218.52725,Basic service
GMB,Gambia,rural,Hygiene,2022,11.93484,116742.05965,Basic service
GMB,Gambia,urban,Hygiene,2022,13.5127,233476.45856,Basic service
GMB,Gambia,total,Sanitation,2022,19.72993,533890.45438,Basic service
GMB,Gambia,rural,Sanitation,2022,1.43618,14048.20078,Basic service
GMB,Gambia,urban,Sanitation,2022,30.08642,519842.22466,Basic service
GMB,Gambia,total,Drinking water,2022,37.97196,1027518.25329,Basic service
GMB,Gambia,rural,Drinking water,2022,64.21153,628092.81144,Basic service
GMB,Gambia,urban,Drinking water,2022,23.11717,399425.37122,Basic service
GMB,Gambia,total,Hygiene,2022,78.4193,2122019.97998,Limited service
GMB,Gambia,rural,Hygiene,2022,80.17472,784238.68688,Limited service
GMB,Gambia,urban,Hygiene,2022,77.42551,1337781.24279,Limited service
GMB,Gambia,total,Sanitation,2022,11.68486,316191.28504,Limited service
GMB,Gambia,rural,Sanitation,2022,7.94589,77723.69363,Limited service
GMB,Gambia,urban,Sanitation,2022,13.80157,238467.58163,Limited service
GMB,Gambia,total,Drinking water,2022,5.90905,159898.47325,Limited service
GMB,Gambia,rural,Drinking water,2022,12.5453,122713.39099,Limited service
GMB,Gambia,urban,Drinking water,2022,2.15213,37185.08217,Limited service
GMB,Gambia,total,Hygiene,2022,8.63837,233753.48601,No handwashing facility
GMB,Gambia,rural,Hygiene,2022,7.89044,77181.25294,No handwashing facility
GMB,Gambia,urban,Hygiene,2022,9.06179,156572.30126,No handwashing facility
GMB,Gambia,total,Sanitation,2022,0.06543,1770.55261,Open defecation
GMB,Gambia,rural,Sanitation,2022,0,0,Open defecation
GMB,Gambia,urban,Sanitation,2022,0.10247,1770.55253,Open defecation
GMB,Gambia,total,Drinking water,2022,0.05129,1387.85402,Surface water
GMB,Gambia,rural,Drinking water,2022,0.02123,207.65106,Surface water
GMB,Gambia,urban,Drinking water,2022,0.06831,1180.20291,Surface water
GMB,Gambia,total,Sanitation,2022,27.98606,757300.47959,Safely managed service
GMB,Gambia,rural,Sanitation,2022,22.61332,221194.94959,Safely managed service
GMB,Gambia,urban,Sanitation,2022,31.02768,536105.50863,Safely managed service
GMB,Gambia,total,Drinking water,2022,47.67465,1290072.28338,Safely managed service
GMB,Gambia,rural,Drinking water,2022,12.17904,119130.75025,Safely managed service
GMB,Gambia,urban,Drinking water,2022,67.76948,1170941.48173,Safely managed service
GMB,Gambia,total,Sanitation,2022,40.53372,1096839.23225,Unimproved
GMB,Gambia,rural,Sanitation,2022,68.0046,665195.15654,Unimproved
GMB,Gambia,urban,Sanitation,2022,24.98186,431644.13026,Unimproved
GMB,Gambia,total,Drinking water,2022,8.39305,227115.17707,Unimproved
GMB,Gambia,rural,Drinking water,2022,11.04289,108017.38913,Unimproved
GMB,Gambia,urban,Drinking water,2022,6.89291,119097.84939,Unimproved
GNB,Guinea-Bissau,total,Hygiene,2022,19.68909,414566.84247,Basic service
GNB,Guinea-Bissau,rural,Hygiene,2022,15.73288,182060.55247,Basic service
GNB,Guinea-Bissau,urban,Hygiene,2022,24.51646,232506.29497,Basic service
GNB,Guinea-Bissau,total,Sanitation,2022,12.40024,261095.31651,Basic service
GNB,Guinea-Bissau,rural,Sanitation,2022,5.49546,63593.32601,Basic service
GNB,Guinea-Bissau,urban,Sanitation,2022,20.82546,197502.00261,Basic service
GNB,Guinea-Bissau,total,Drinking water,2022,37.90453,798104.88712,Basic service
GNB,Guinea-Bissau,rural,Drinking water,2022,38.81115,449121.89106,Basic service
GNB,Guinea-Bissau,urban,Drinking water,2022,36.79827,348983.06459,Basic service
GNB,Guinea-Bissau,total,Hygiene,2022,13.94401,293600.32804,Limited service
GNB,Guinea-Bissau,rural,Hygiene,2022,12.93129,149640.60923,Limited service
GNB,Guinea-Bissau,urban,Hygiene,2022,15.17973,143959.72195,Limited service
GNB,Guinea-Bissau,total,Sanitation,2022,17.7438,373607.47783,Limited service
GNB,Guinea-Bissau,rural,Sanitation,2022,7.61166,88081.94819,Limited service
GNB,Guinea-Bissau,urban,Sanitation,2022,30.10704,285525.53552,Limited service
GNB,Guinea-Bissau,total,Drinking water,2022,14.87179,313135.39465,Limited service
GNB,Guinea-Bissau,rural,Drinking water,2022,11.90387,137751.36218,Limited service
GNB,Guinea-Bissau,urban,Drinking water,2022,18.49325,175384.03622,Limited service
GNB,Guinea-Bissau,total,Hygiene,2022,66.3669,1397398.83076,No handwashing facility
GNB,Guinea-Bissau,rural,Hygiene,2022,71.33583,825496.80601,No handwashing facility
GNB,Guinea-Bissau,urban,Hygiene,2022,60.3038,571901.9656,No handwashing facility
GNB,Guinea-Bissau,total,Sanitation,2022,8.43078,177515.54911,Open defecation
GNB,Guinea-Bissau,rural,Sanitation,2022,14.99871,173564.78645,Open defecation
GNB,Guinea-Bissau,urban,Sanitation,2022,0.41659,3950.76304,Open defecation
GNB,Guinea-Bissau,total,Drinking water,2022,0.89381,18819.73052,Surface water
GNB,Guinea-Bissau,rural,Drinking water,2022,1.51965,17585.31712,Surface water
GNB,Guinea-Bissau,urban,Drinking water,2022,0.13016,1234.41346,Surface water
GNB,Guinea-Bissau,total,Sanitation,2022,15.44357,325174.65966,Safely managed service
GNB,Guinea-Bissau,rural,Sanitation,2022,10.67065,123480.49831,Safely managed service
GNB,Guinea-Bissau,urban,Sanitation,2022,21.2675,201694.16561,Safely managed service
GNB,Guinea-Bissau,total,Drinking water,2022,23.8716,502632.33207,Safely managed service
GNB,Guinea-Bissau,rural,Drinking water,2022,13.70725,158620.04237,Safely managed service
GNB,Guinea-Bissau,urban,Drinking water,2022,36.27414,344012.29687,Safely managed service
GNB,Guinea-Bissau,total,Sanitation,2022,45.9816,968172.99574,Unimproved
GNB,Guinea-Bissau,rural,Sanitation,2022,61.22353,708477.4423,Unimproved
GNB,Guinea-Bissau,urban,Sanitation,2022,27.38341,259695.53886,Unimproved
GNB,Guinea-Bissau,total,Drinking water,2022,22.45827,472873.61646,Unimproved
GNB,Guinea-Bissau,rural,Drinking water,2022,34.05808,394119.39256,Unimproved
GNB,Guinea-Bissau,urban,Drinking water,2022,8.30418,78754.20515,Unimproved
GRC,Greece,rural,Sanitation,2022,98.14471,2002073.71596,At least basic
GRC,Greece,rural,Drinking water,2022,100,2039920.1,At least basic
GRC,Greece,urban,Drinking water,2022,100,8345051,At least basic
GRC,Greece,total,Sanitation,2022,6.84023,710355.4054,Basic service
GRC,Greece,urban,Sanitation,2022,1.85891,155127.23329,Basic service
GRC,Greece,total,Drinking water,2022,1.12036,116348.87714,Basic service
GRC,Greece,total,Sanitation,2022,0.99942,103789.10183,Limited service
GRC,Greece,rural,Sanitation,2022,1.85529,37846.38404,Limited service
GRC,Greece,urban,Sanitation,2022,0.7902,65942.71829,Limited service
GRC,Greece,total,Drinking water,2022,0,0,Limited service
GRC,Greece,rural,Drinking water,2022,0,0,Limited service
GRC,Greece,urban,Drinking water,2022,0,0,Limited service
GRC,Greece,total,Sanitation,2022,0,0,Open defecation
GRC,Greece,rural,Sanitation,2022,0,0,Open defecation
GRC,Greece,urban,Sanitation,2022,0,0,Open defecation
GRC,Greece,total,Drinking water,2022,0,0,Surface water
GRC,Greece,rural,Drinking water,2022,0,0,Surface water
GRC,Greece,urban,Drinking water,2022,0,0,Surface water
GRC,Greece,total,Sanitation,2022,92.16036,9570826.45861,Safely managed service
GRC,Greece,urban,Sanitation,2022,97.35089,8123981.0444,Safely managed service
GRC,Greece,total,Drinking water,2022,98.87964,10268622.07247,Safely managed service
GRC,Greece,total,Sanitation,2022,0,0.05273,Unimproved
GRC,Greece,rural,Sanitation,2022,0,0,Unimproved
GRC,Greece,urban,Sanitation,2022,0,0,Unimproved
GRC,Greece,total,Drinking water,2022,0,0.05273,Unimproved
GRC,Greece,rural,Drinking water,2022,0,0,Unimproved
GRC,Greece,urban,Drinking water,2022,0,0,Unimproved
GRL,Greenland,total,Drinking water,2022,100,56466,At least basic
GRL,Greenland,total,Sanitation,2022,62.5,35291.25,Basic service
GRL,Greenland,total,Sanitation,2022,0,0,Limited service
GRL,Greenland,total,Drinking water,2022,0,0,Limited service
GRL,Greenland,total,Sanitation,2022,0,0,Open defecation
GRL,Greenland,total,Drinking water,2022,0,0,Surface water
GRL,Greenland,total,Sanitation,2022,0,0,Safely managed service
GRL,Greenland,total,Sanitation,2022,37.5,21174.75,Unimproved
GRL,Greenland,total,Drinking water,2022,0,0,Unimproved
GTM,Guatemala,total,Sanitation,2022,69.62173,12423237.07432,At least basic
GTM,Guatemala,rural,Sanitation,2022,57.72625,4875694.41077,At least basic
GTM,Guatemala,urban,Sanitation,2022,80.31289,7547542.57983,At least basic
GTM,Guatemala,total,Drinking water,2022,38.3228,6838285.79908,Basic service
GTM,Guatemala,rural,Drinking water,2022,45.04906,3804949.22008,Basic service
GTM,Guatemala,urban,Drinking water,2022,32.27753,3033336.42636,Basic service
GTM,Guatemala,total,Sanitation,2022,11.14124,1988032.31942,Limited service
GTM,Guatemala,rural,Sanitation,2022,11.18732,944907.37817,Limited service
GTM,Guatemala,urban,Sanitation,2022,11.09982,1043124.91839,Limited service
GTM,Guatemala,total,Drinking water,2022,1.03044,183870.39409,Limited service
GTM,Guatemala,rural,Drinking water,2022,1.86825,157797.17823,Limited service
GTM,Guatemala,urban,Drinking water,2022,0.27744,26073.2097,Limited service
GTM,Guatemala,total,Sanitation,2022,1.11899,199671.35193,Open defecation
GTM,Guatemala,rural,Sanitation,2022,1.68893,142651.01667,Open defecation
GTM,Guatemala,urban,Sanitation,2022,0.60675,57020.33022,Open defecation
GTM,Guatemala,total,Drinking water,2022,1.58303,282473.72046,Surface water
GTM,Guatemala,rural,Drinking water,2022,3.1961,269950.32488,Surface water
GTM,Guatemala,urban,Drinking water,2022,0.13326,12523.38454,Surface water
GTM,Guatemala,total,Drinking water,2022,56.29331,10044925.56279,Safely managed service
GTM,Guatemala,rural,Drinking water,2022,46.00036,3885298.69903,Safely managed service
GTM,Guatemala,urban,Drinking water,2022,65.54417,6159626.79933,Safely managed service
GTM,Guatemala,total,Sanitation,2022,18.11804,3232967.25433,Unimproved
GTM,Guatemala,rural,Sanitation,2022,29.3975,2482982.19439,Unimproved
GTM,Guatemala,urban,Sanitation,2022,7.98054,749985.17156,Unimproved
GTM,Guatemala,total,Drinking water,2022,2.77043,494352.47183,Unimproved
GTM,Guatemala,rural,Drinking water,2022,3.88622,328239.46246,Unimproved
GTM,Guatemala,urban,Drinking water,2022,1.7676,166113.20146,Unimproved
GUF,French Guiana,total,Sanitation,2022,18.50847,56368.84261,Basic service
GUF,French Guiana,total,Drinking water,2022,2.87283,8749.39589,Basic service
GUF,French Guiana,total,Sanitation,2022,0,0,Limited service
GUF,French Guiana,total,Drinking water,2022,0,0,Limited service
GUF,French Guiana,total,Sanitation,2022,0,0,Open defecation
GUF,French Guiana,total,Drinking water,2022,0,0,Surface water
GUF,French Guiana,total,Sanitation,2022,75.02046,228480.05978,Safely managed service
GUF,French Guiana,total,Drinking water,2022,91.48601,278627.05046,Safely managed service
GUF,French Guiana,total,Sanitation,2022,6.47107,19708.09471,Unimproved
GUF,French Guiana,total,Drinking water,2022,5.64116,17180.55361,Unimproved
GUM,Guam,total,Sanitation,2022,90.37658,155243.46507,At least basic
GUM,Guam,total,Drinking water,2022,0.63541,1091.46622,Basic service
GUM,Guam,total,Sanitation,2022,8.82175,15153.48003,Limited service
