ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
LAO,Lao People's Democratic Republic,rural,Sanitation,2022,2.119,99571.93812,Unimproved
LAO,Lao People's Democratic Republic,urban,Sanitation,2022,0,0,Unimproved
LAO,Lao People's Democratic Republic,total,Drinking water,2022,10.47165,788460.27881,Unimproved
LAO,Lao People's Democratic Republic,rural,Drinking water,2022,15.01097,705364.71078,Unimproved
LAO,Lao People's Democratic Republic,urban,Drinking water,2022,2.93574,83095.47947,Unimproved
LBN,Lebanon,total,Sanitation,2022,73.52732,4036458.00901,Basic service
LBN,Lebanon,total,Drinking water,2022,44.9,2464892.89477,Basic service
LBN,Lebanon,total,Sanitation,2022,0.8,43917.912,Limited service
LBN,Lebanon,total,Drinking water,2022,7.4,406240.686,Limited service
LBN,Lebanon,total,Sanitation,2022,0,0,Open defecation
LBN,Lebanon,total,Drinking water,2022,0,0,Surface water
LBN,Lebanon,total,Sanitation,2022,25.67268,1409363.13816,Safely managed service
LBN,Lebanon,total,Drinking water,2022,47.7,2618605.503,Safely managed service
LBN,Lebanon,total,Sanitation,2022,0,0,Unimproved
LBN,Lebanon,total,Drinking water,2022,0,0,Unimproved
LBR,Liberia,total,Sanitation,2022,22.52338,1194343.12424,At least basic
LBR,Liberia,rural,Sanitation,2022,9.21259,229284.0564,At least basic
LBR,Liberia,urban,Sanitation,2022,34.29653,965059.11667,At least basic
LBR,Liberia,total,Drinking water,2022,75.61013,4009364.078,At least basic
LBR,Liberia,rural,Drinking water,2022,65.46682,1629346.84537,At least basic
LBR,Liberia,urban,Drinking water,2022,84.58171,2380017.38194,At least basic
LBR,Liberia,total,Hygiene,2022,3.44019,182422.24508,Basic service
LBR,Liberia,rural,Hygiene,2022,0.95627,23799.77507,Basic service
LBR,Liberia,urban,Hygiene,2022,5.63717,158622.47765,Basic service
LBR,Liberia,total,Hygiene,2022,23.53229,1247842.49595,Limited service
LBR,Liberia,rural,Hygiene,2022,15.84044,394239.06023,Limited service
LBR,Liberia,urban,Hygiene,2022,30.33559,853603.48411,Limited service
LBR,Liberia,total,Sanitation,2022,26.46121,1403153.49524,Limited service
LBR,Liberia,rural,Sanitation,2022,15.86638,394884.58283,Limited service
LBR,Liberia,urban,Sanitation,2022,35.83214,1008268.96764,Limited service
LBR,Liberia,total,Drinking water,2022,9.97714,529055.77895,Limited service
LBR,Liberia,rural,Drinking water,2022,8.12505,202217.22237,Limited service
LBR,Liberia,urban,Drinking water,2022,11.61528,326838.5765,Limited service
LBR,Liberia,total,Hygiene,2022,73.02752,3872416.38677,No handwashing facility
LBR,Liberia,rural,Hygiene,2022,83.20329,2070774.42852,No handwashing facility
LBR,Liberia,urban,Hygiene,2022,64.02724,1801641.80344,No handwashing facility
LBR,Liberia,total,Sanitation,2022,35.24475,1868916.53398,Open defecation
LBR,Liberia,rural,Sanitation,2022,57.3319,1426883.89247,Open defecation
LBR,Liberia,urban,Sanitation,2022,15.70908,442032.69977,Open defecation
LBR,Liberia,total,Drinking water,2022,9.80093,519711.90686,Surface water
LBR,Liberia,rural,Drinking water,2022,20.88192,519711.92098,Surface water
LBR,Liberia,urban,Drinking water,2022,0,0,Surface water
LBR,Liberia,total,Sanitation,2022,15.77066,836267.84655,Unimproved
LBR,Liberia,rural,Sanitation,2022,17.58914,437760.76831,Unimproved
LBR,Liberia,urban,Sanitation,2022,14.16225,398507.01592,Unimproved
LBR,Liberia,total,Drinking water,2022,4.6118,244549.23619,Unimproved
LBR,Liberia,rural,Drinking water,2022,5.52622,137537.31128,Unimproved
LBR,Liberia,urban,Drinking water,2022,3.80302,107011.84156,Unimproved
LBY,Libya,total,Drinking water,2022,99.89152,6804951.23127,At least basic
LBY,Libya,total,Sanitation,2022,68.27546,4651157.10612,Basic service
LBY,Libya,total,Sanitation,2022,7.14616,486820.47041,Limited service
LBY,Libya,total,Drinking water,2022,0,0,Limited service
LBY,Libya,total,Sanitation,2022,0.74784,50945.57765,Open defecation
LBY,Libya,total,Drinking water,2022,0,0,Surface water
LBY,Libya,total,Sanitation,2022,23.83054,1623417.62478,Safely managed service
LBY,Libya,total,Sanitation,2022,0,0,Unimproved
LBY,Libya,total,Drinking water,2022,0.10848,7389.76873,Unimproved
LCA,Saint Lucia,total,Sanitation,2022,83.35799,149925.1779,At least basic
LCA,Saint Lucia,rural,Sanitation,2022,84.28013,122707.01309,At least basic
LCA,Saint Lucia,urban,Sanitation,2022,79.43948,27218.15611,At least basic
LCA,Saint Lucia,total,Drinking water,2022,96.88866,174261.03826,At least basic
LCA,Saint Lucia,rural,Drinking water,2022,96.81402,140955.63252,At least basic
LCA,Saint Lucia,urban,Drinking water,2022,97.20582,33305.39562,At least basic
LCA,Saint Lucia,total,Sanitation,2022,10.40449,18713.20406,Limited service
LCA,Saint Lucia,rural,Sanitation,2022,8.57306,12481.8876,Limited service
LCA,Saint Lucia,urban,Sanitation,2022,18.18685,6231.31536,Limited service
LCA,Saint Lucia,total,Drinking water,2022,1.81656,3267.20346,Limited service
LCA,Saint Lucia,rural,Drinking water,2022,1.73415,2524.82562,Limited service
LCA,Saint Lucia,urban,Drinking water,2022,2.16672,742.37765,Limited service
LCA,Saint Lucia,total,Sanitation,2022,6.18916,11131.63086,Open defecation
LCA,Saint Lucia,rural,Sanitation,2022,7.1468,10405.32931,Open defecation
LCA,Saint Lucia,urban,Sanitation,2022,2.1198,726.30092,Open defecation
LCA,Saint Lucia,total,Drinking water,2022,0,0,Surface water
LCA,Saint Lucia,rural,Drinking water,2022,0,0,Surface water
LCA,Saint Lucia,urban,Drinking water,2022,0,0,Surface water
LCA,Saint Lucia,total,Sanitation,2022,0.04836,86.98717,Unimproved
LCA,Saint Lucia,rural,Sanitation,2022,0,0,Unimproved
LCA,Saint Lucia,urban,Sanitation,2022,0.25388,86.98561,Unimproved
LCA,Saint Lucia,total,Drinking water,2022,1.29478,2328.75828,Unimproved
LCA,Saint Lucia,rural,Drinking water,2022,1.45182,2113.77185,Unimproved
LCA,Saint Lucia,urban,Drinking water,2022,0.62746,214.98473,Unimproved
LIE,Liechtenstein,total,Sanitation,2022,3.72872,1466.39379,Basic service
LIE,Liechtenstein,total,Drinking water,2022,0,0,Basic service
LIE,Liechtenstein,total,Sanitation,2022,0,0,Limited service
LIE,Liechtenstein,total,Drinking water,2022,0,0,Limited service
LIE,Liechtenstein,total,Sanitation,2022,0,0,Open defecation
LIE,Liechtenstein,total,Drinking water,2022,0,0,Surface water
LIE,Liechtenstein,total,Sanitation,2022,96.22128,37840.94272,Safely managed service
LIE,Liechtenstein,total,Drinking water,2022,100,39327,Safely managed service
LIE,Liechtenstein,total,Sanitation,2022,0.05,19.6635,Unimproved
LIE,Liechtenstein,total,Drinking water,2022,0,0,Unimproved
LKA,Sri Lanka,total,Sanitation,2022,95.08636,20759390.25804,At least basic
LKA,Sri Lanka,rural,Sanitation,2022,94.9477,16785195.52814,At least basic
LKA,Sri Lanka,urban,Sanitation,2022,95.67652,3974195.60736,At least basic
LKA,Sri Lanka,total,Hygiene,2022,85.34633,18632933.32725,Basic service
LKA,Sri Lanka,rural,Hygiene,2022,83.44892,14752401.00936,Basic service
LKA,Sri Lanka,urban,Hygiene,2022,93.42165,3880533.11679,Basic service
LKA,Sri Lanka,total,Drinking water,2022,42.18258,9209360.14439,Basic service
LKA,Sri Lanka,rural,Drinking water,2022,48.5382,8580757.80042,Basic service
LKA,Sri Lanka,urban,Drinking water,2022,15.13325,628602.45134,Basic service
LKA,Sri Lanka,total,Hygiene,2022,3.34323,729897.91825,Limited service
LKA,Sri Lanka,rural,Hygiene,2022,3.65286,645765.38054,Limited service
LKA,Sri Lanka,urban,Hygiene,2022,2.02544,84132.56655,Limited service
LKA,Sri Lanka,total,Sanitation,2022,3.90186,851860.48187,Limited service
LKA,Sri Lanka,rural,Sanitation,2022,4.29017,758431.23486,Limited service
LKA,Sri Lanka,urban,Sanitation,2022,2.24926,93429.2805,Limited service
LKA,Sri Lanka,total,Drinking water,2022,1.79379,391623.83314,Limited service
LKA,Sri Lanka,rural,Drinking water,2022,2.11337,373608.67362,Limited service
LKA,Sri Lanka,urban,Drinking water,2022,0.43371,18015.17401,Limited service
LKA,Sri Lanka,total,Hygiene,2022,11.31044,2469311.6568,No handwashing facility
LKA,Sri Lanka,rural,Hygiene,2022,12.89822,2280193.6076,No handwashing facility
LKA,Sri Lanka,urban,Hygiene,2022,4.55291,189117.8201,No handwashing facility
LKA,Sri Lanka,total,Sanitation,2022,0,0,Open defecation
LKA,Sri Lanka,rural,Sanitation,2022,0,0,Open defecation
LKA,Sri Lanka,urban,Sanitation,2022,0,0,Open defecation
LKA,Sri Lanka,total,Drinking water,2022,2.08813,455883.40877,Surface water
LKA,Sri Lanka,rural,Drinking water,2022,2.57877,455883.42489,Surface water
LKA,Sri Lanka,urban,Drinking water,2022,0,0,Surface water
LKA,Sri Lanka,total,Drinking water,2022,47.12753,10288950.36937,Safely managed service
LKA,Sri Lanka,rural,Drinking water,2022,38.69853,6841264.89095,Safely managed service
LKA,Sri Lanka,urban,Drinking water,2022,83.0011,3447685.9667,Safely managed service
LKA,Sri Lanka,total,Sanitation,2022,1.01178,220892.26009,Unimproved
LKA,Sri Lanka,rural,Sanitation,2022,0.76214,134733.237,Unimproved
LKA,Sri Lanka,urban,Sanitation,2022,2.07422,86158.61214,Unimproved
LKA,Sri Lanka,total,Drinking water,2022,6.80797,1486325.4212,Unimproved
LKA,Sri Lanka,rural,Drinking water,2022,8.07114,1426845.12769,Unimproved
LKA,Sri Lanka,urban,Drinking water,2022,1.43195,59479.92633,Unimproved
LSO,Lesotho,total,Hygiene,2022,5.57191,128478.50683,Basic service
LSO,Lesotho,rural,Hygiene,2022,3.55039,57352.71471,Basic service
LSO,Lesotho,urban,Hygiene,2022,10.30162,71125.78663,Basic service
LSO,Lesotho,total,Sanitation,2022,2.76295,63708.72457,Basic service
LSO,Lesotho,rural,Sanitation,2022,0.58486,9447.76166,Basic service
LSO,Lesotho,urban,Sanitation,2022,7.85897,54260.95817,Basic service
LSO,Lesotho,total,Drinking water,2022,45.75322,1054989.17595,Basic service
LSO,Lesotho,rural,Drinking water,2022,56.60997,914472.75324,Basic service
LSO,Lesotho,urban,Drinking water,2022,20.35192,140516.43112,Basic service
LSO,Lesotho,total,Hygiene,2022,43.16969,995417.42318,Limited service
LSO,Lesotho,rural,Hygiene,2022,43.80591,707637.02909,Limited service
LSO,Lesotho,urban,Hygiene,2022,41.68113,287780.35842,Limited service
LSO,Lesotho,total,Sanitation,2022,21.42627,494052.35044,Limited service
LSO,Lesotho,rural,Sanitation,2022,10.81024,174627.79617,Limited service
LSO,Lesotho,urban,Sanitation,2022,46.26437,319424.53196,Limited service
LSO,Lesotho,total,Drinking water,2022,10.63493,245222.96773,Limited service
LSO,Lesotho,rural,Drinking water,2022,14.02791,226605.73083,Limited service
LSO,Lesotho,urban,Drinking water,2022,2.69646,18617.22948,Limited service
LSO,Lesotho,total,Hygiene,2022,51.2584,1181929.08892,No handwashing facility
LSO,Lesotho,rural,Hygiene,2022,52.6437,850402.06892,No handwashing facility
LSO,Lesotho,urban,Hygiene,2022,48.01725,331527.05768,No handwashing facility
LSO,Lesotho,total,Sanitation,2022,14.98818,345601.19916,Open defecation
LSO,Lesotho,rural,Sanitation,2022,19.75288,319086.47056,Open defecation
LSO,Lesotho,urban,Sanitation,2022,3.8403,26514.71813,Open defecation
LSO,Lesotho,total,Drinking water,2022,5.14218,118569.64163,Surface water
LSO,Lesotho,rural,Drinking water,2022,7.05989,114044.88826,Surface water
LSO,Lesotho,urban,Drinking water,2022,0.65535,4524.74991,Surface water
LSO,Lesotho,total,Sanitation,2022,47.51625,1095641.47898,Safely managed service
LSO,Lesotho,rural,Sanitation,2022,50.9668,823313.58161,Safely managed service
LSO,Lesotho,urban,Sanitation,2022,39.44304,272327.85927,Safely managed service
LSO,Lesotho,total,Drinking water,2022,28.21749,650645.87929,Safely managed service
LSO,Lesotho,rural,Drinking water,2022,9.24438,149332.9461,Safely managed service
LSO,Lesotho,urban,Drinking water,2022,72.60846,501312.9017,Safely managed service
LSO,Lesotho,total,Sanitation,2022,13.30635,306821.24875,Unimproved
LSO,Lesotho,rural,Sanitation,2022,17.88521,288916.18984,Unimproved
LSO,Lesotho,urban,Sanitation,2022,2.59332,17905.12301,Unimproved
LSO,Lesotho,total,Drinking water,2022,10.25218,236397.30111,Unimproved
LSO,Lesotho,rural,Drinking water,2022,13.05785,210935.48731,Unimproved
LSO,Lesotho,urban,Drinking water,2022,3.68781,25461.87969,Unimproved
LTU,Lithuania,rural,Drinking water,2022,93.78278,813312.22679,At least basic
LTU,Lithuania,total,Sanitation,2022,0,0,Basic service
LTU,Lithuania,rural,Sanitation,2022,0,0,Basic service
LTU,Lithuania,urban,Sanitation,2022,0,0,Basic service
LTU,Lithuania,total,Drinking water,2022,3.05791,84094.07477,Basic service
LTU,Lithuania,urban,Drinking water,2022,0.6757,12722.26845,Basic service
LTU,Lithuania,total,Sanitation,2022,1.43481,39457.92966,Limited service
LTU,Lithuania,rural,Sanitation,2022,1.34701,11681.71272,Limited service
LTU,Lithuania,urban,Sanitation,2022,1.47524,27776.21488,Limited service
LTU,Lithuania,total,Drinking water,2022,0,0,Limited service
LTU,Lithuania,rural,Drinking water,2022,0,0,Limited service
LTU,Lithuania,urban,Drinking water,2022,0,0,Limited service
LTU,Lithuania,total,Sanitation,2022,0,0,Open defecation
LTU,Lithuania,rural,Sanitation,2022,0,0,Open defecation
LTU,Lithuania,urban,Sanitation,2022,0,0,Open defecation
LTU,Lithuania,total,Drinking water,2022,0,0,Surface water
LTU,Lithuania,rural,Drinking water,2022,0,0,Surface water
LTU,Lithuania,urban,Drinking water,2022,0,0,Surface water
LTU,Lithuania,total,Sanitation,2022,95.30674,2620987.66817,Safely managed service
LTU,Lithuania,rural,Sanitation,2022,90.5286,785090.99898,Safely managed service
LTU,Lithuania,urban,Sanitation,2022,97.50755,1835896.53244,Safely managed service
LTU,Lithuania,total,Drinking water,2022,94.9815,2612043.39279,Safely managed service
LTU,Lithuania,urban,Drinking water,2022,99.3243,1870102.8317,Safely managed service
LTU,Lithuania,total,Sanitation,2022,3.25846,89609.40217,Unimproved
LTU,Lithuania,rural,Sanitation,2022,8.12439,70457.09831,Unimproved
LTU,Lithuania,urban,Sanitation,2022,1.01721,19152.35267,Unimproved
LTU,Lithuania,total,Drinking water,2022,1.9606,53917.5325,Unimproved
LTU,Lithuania,rural,Drinking water,2022,6.21722,53917.58321,Unimproved
LTU,Lithuania,urban,Drinking water,2022,0,0,Unimproved
LUX,Luxembourg,total,Sanitation,2022,1.78766,11576.87293,Basic service
LUX,Luxembourg,rural,Sanitation,2022,10.28913,5409.87849,Basic service
LUX,Luxembourg,urban,Sanitation,2022,1.03643,6166.99447,Basic service
LUX,Luxembourg,total,Drinking water,2022,0.35187,2278.67997,Basic service
LUX,Luxembourg,rural,Drinking water,2022,2.0705,1088.63893,Basic service
LUX,Luxembourg,urban,Drinking water,2022,0.2,1190.0409,Basic service
LUX,Luxembourg,total,Sanitation,2022,2.38671,15456.31659,Limited service
LUX,Luxembourg,rural,Sanitation,2022,1.10955,583.38311,Limited service
LUX,Luxembourg,urban,Sanitation,2022,2.49957,14872.93329,Limited service
LUX,Luxembourg,total,Drinking water,2022,0,0,Limited service
LUX,Luxembourg,rural,Drinking water,2022,0,0,Limited service
LUX,Luxembourg,urban,Drinking water,2022,0,0,Limited service
LUX,Luxembourg,total,Sanitation,2022,0,0,Open defecation
LUX,Luxembourg,rural,Sanitation,2022,0,0,Open defecation
LUX,Luxembourg,urban,Sanitation,2022,0,0,Open defecation
LUX,Luxembourg,total,Drinking water,2022,0,0,Surface water
LUX,Luxembourg,rural,Drinking water,2022,0,0,Surface water
LUX,Luxembourg,urban,Drinking water,2022,0,0,Surface water
LUX,Luxembourg,total,Sanitation,2022,95.79827,620388.62978,Safely managed service
LUX,Luxembourg,rural,Sanitation,2022,88.46043,46511.21821,Safely managed service
LUX,Luxembourg,urban,Sanitation,2022,96.44667,573877.40409,Safely managed service
LUX,Luxembourg,total,Drinking water,2022,99.53408,644581.71942,Safely managed service
LUX,Luxembourg,rural,Drinking water,2022,96.52474,50751.31251,Safely managed service
LUX,Luxembourg,urban,Drinking water,2022,99.8,593830.39912,Safely managed service
LUX,Luxembourg,total,Sanitation,2022,0.02736,177.18042,Unimproved
LUX,Luxembourg,rural,Sanitation,2022,0.14088,74.07502,Unimproved
LUX,Luxembourg,urban,Sanitation,2022,0.01733,103.10824,Unimproved
LUX,Luxembourg,total,Drinking water,2022,0.11405,738.60069,Unimproved
LUX,Luxembourg,rural,Drinking water,2022,1.40476,738.60351,Unimproved
LUX,Luxembourg,urban,Drinking water,2022,0,0,Unimproved
LVA,Latvia,rural,Drinking water,2022,98.87087,575640.84047,At least basic
LVA,Latvia,urban,Drinking water,2022,98.90393,1254533.38127,At least basic
LVA,Latvia,total,Drinking water,2022,1.78226,32983.32318,Basic service
LVA,Latvia,total,Drinking water,2022,0.68473,12672.05293,Limited service
LVA,Latvia,rural,Drinking water,2022,0,0,Limited service
LVA,Latvia,urban,Drinking water,2022,0.99903,12672.05436,Limited service
LVA,Latvia,total,Drinking water,2022,0,0,Surface water
LVA,Latvia,rural,Drinking water,2022,0,0,Surface water
LVA,Latvia,urban,Drinking water,2022,0,0,Surface water
LVA,Latvia,total,Drinking water,2022,97.11127,1797190.73118,Safely managed service
LVA,Latvia,total,Drinking water,2022,0.42174,7804.89352,Unimproved
LVA,Latvia,rural,Drinking water,2022,1.12913,6573.96953,Unimproved
LVA,Latvia,urban,Drinking water,2022,0.09704,1230.86438,Unimproved
MAC,"China, Macao SAR",total,Sanitation,2022,31.87789,221604.88781,Basic service
MAC,"China, Macao SAR",urban,Sanitation,2022,31.87789,221604.88781,Basic service
MAC,"China, Macao SAR",total,Drinking water,2022,0,0,Basic service
MAC,"China, Macao SAR",urban,Drinking water,2022,0,0,Basic service
MAC,"China, Macao SAR",total,Sanitation,2022,0,0,Limited service
MAC,"China, Macao SAR",urban,Sanitation,2022,0,0,Limited service
MAC,"China, Macao SAR",total,Drinking water,2022,0,0,Limited service
MAC,"China, Macao SAR",urban,Drinking water,2022,0,0,Limited service
MAC,"China, Macao SAR",total,Sanitation,2022,0,0,Open defecation
MAC,"China, Macao SAR",urban,Sanitation,2022,0,0,Open defecation
MAC,"China, Macao SAR",total,Drinking water,2022,0,0,Surface water
MAC,"China, Macao SAR",urban,Drinking water,2022,0,0,Surface water
MAC,"China, Macao SAR",total,Sanitation,2022,68.12211,473563.10794,Safely managed service
MAC,"China, Macao SAR",urban,Sanitation,2022,68.12211,473563.10794,Safely managed service
MAC,"China, Macao SAR",total,Drinking water,2022,100,695168,Safely managed service
MAC,"China, Macao SAR",urban,Drinking water,2022,100,695168,Safely managed service
MAC,"China, Macao SAR",total,Sanitation,2022,0,0,Unimproved
MAC,"China, Macao SAR",urban,Sanitation,2022,0,0,Unimproved
MAC,"China, Macao SAR",total,Drinking water,2022,0,0,Unimproved
MAC,"China, Macao SAR",urban,Drinking water,2022,0,0,Unimproved
MAF,Saint Martin (French Part),total,Sanitation,2022,100,0,At least basic
MAF,Saint Martin (French Part),urban,Sanitation,2022,100,0,At least basic
MAF,Saint Martin (French Part),total,Drinking water,2022,3.29757,0,Basic service
MAF,Saint Martin (French Part),urban,Drinking water,2022,3.29757,0,Basic service
MAF,Saint Martin (French Part),total,Sanitation,2022,0,0,Limited service
MAF,Saint Martin (French Part),urban,Sanitation,2022,0,0,Limited service
MAF,Saint Martin (French Part),total,Drinking water,2022,0,0,Limited service
MAF,Saint Martin (French Part),urban,Drinking water,2022,0,0,Limited service
MAF,Saint Martin (French Part),total,Sanitation,2022,0,0,Open defecation
MAF,Saint Martin (French Part),urban,Sanitation,2022,0,0,Open defecation
MAF,Saint Martin (French Part),total,Drinking water,2022,0,0,Surface water
MAF,Saint Martin (French Part),urban,Drinking water,2022,0,0,Surface water
MAF,Saint Martin (French Part),total,Drinking water,2022,96.62876,0,Safely managed service
MAF,Saint Martin (French Part),urban,Drinking water,2022,96.62876,0,Safely managed service
MAF,Saint Martin (French Part),total,Sanitation,2022,0,0,Unimproved
MAF,Saint Martin (French Part),urban,Sanitation,2022,0,0,Unimproved
MAF,Saint Martin (French Part),total,Drinking water,2022,0.07367,0,Unimproved
MAF,Saint Martin (French Part),urban,Drinking water,2022,0.07367,0,Unimproved
MAR,Morocco,rural,Sanitation,2022,71.37238,9465134.54032,At least basic
MAR,Morocco,total,Sanitation,2022,26.50593,9928582.12388,Basic service
MAR,Morocco,urban,Sanitation,2022,61.93693,14986475.82862,Basic service
MAR,Morocco,total,Drinking water,2022,12.19526,4568096.61489,Basic service
MAR,Morocco,rural,Drinking water,2022,18.92757,2510103.14929,Basic service
MAR,Morocco,urban,Drinking water,2022,8.50539,2057993.51222,Basic service
MAR,Morocco,total,Sanitation,2022,1.54401,578355.1622,Limited service
MAR,Morocco,rural,Sanitation,2022,0.9885,131091.76092,Limited service
MAR,Morocco,urban,Sanitation,2022,1.84847,447263.40758,Limited service
MAR,Morocco,total,Drinking water,2022,2.03293,761494.3701,Limited service
MAR,Morocco,rural,Drinking water,2022,5.74209,761494.36472,Limited service
MAR,Morocco,urban,Drinking water,2022,0,0,Limited service
MAR,Morocco,total,Sanitation,2022,0,0,Open defecation
MAR,Morocco,rural,Sanitation,2022,0,0,Open defecation
MAR,Morocco,urban,Sanitation,2022,0,0,Open defecation
MAR,Morocco,total,Drinking water,2022,0,0,Surface water
MAR,Morocco,rural,Drinking water,2022,0,0,Surface water
MAR,Morocco,urban,Drinking water,2022,0,0,Surface water
MAR,Morocco,total,Sanitation,2022,61.01042,22853266.70681,Safely managed service
MAR,Morocco,urban,Sanitation,2022,34.42766,8330238.16356,Safely managed service
MAR,Morocco,total,Drinking water,2022,74.8242,28027626.89458,Safely managed service
MAR,Morocco,rural,Drinking water,2022,46.6636,6188350.1014,Safely managed service
MAR,Morocco,urban,Drinking water,2022,90.25856,21839277.102,Safely managed service
MAR,Morocco,total,Sanitation,2022,10.93964,4097767.33493,Unimproved
MAR,Morocco,rural,Sanitation,2022,27.63912,3665394.69876,Unimproved
MAR,Morocco,urban,Sanitation,2022,1.78693,432372.32036,Unimproved
MAR,Morocco,total,Drinking water,2022,10.94761,4100753.10562,Unimproved
MAR,Morocco,rural,Drinking water,2022,28.66673,3801673.37689,Unimproved
MAR,Morocco,urban,Drinking water,2022,1.23605,299079.4098,Unimproved
MCO,Monaco,total,Sanitation,2022,0,0,Basic service
MCO,Monaco,urban,Sanitation,2022,0,0,Basic service
MCO,Monaco,total,Drinking water,2022,0,0,Basic service
MCO,Monaco,urban,Drinking water,2022,0,0,Basic service
MCO,Monaco,total,Sanitation,2022,0,0,Limited service
MCO,Monaco,urban,Sanitation,2022,0,0,Limited service
MCO,Monaco,total,Drinking water,2022,0,0,Limited service
MCO,Monaco,urban,Drinking water,2022,0,0,Limited service
MCO,Monaco,total,Sanitation,2022,0,0,Open defecation
MCO,Monaco,urban,Sanitation,2022,0,0,Open defecation
MCO,Monaco,total,Drinking water,2022,0,0,Surface water
MCO,Monaco,urban,Drinking water,2022,0,0,Surface water
MCO,Monaco,total,Sanitation,2022,100,36469,Safely managed service
MCO,Monaco,urban,Sanitation,2022,100,36469,Safely managed service
MCO,Monaco,total,Drinking water,2022,100,36469,Safely managed service
MCO,Monaco,urban,Drinking water,2022,100,36469,Safely managed service
MCO,Monaco,total,Sanitation,2022,0,0,Unimproved
MCO,Monaco,urban,Sanitation,2022,0,0,Unimproved
MCO,Monaco,total,Drinking water,2022,0,0,Unimproved
MCO,Monaco,urban,Drinking water,2022,0,0,Unimproved
MDA,Republic of Moldova,total,Sanitation,2022,84.91095,2779132.05996,At least basic
MDA,Republic of Moldova,rural,Sanitation,2022,80.69936,1500964.07938,At least basic
MDA,Republic of Moldova,rural,Drinking water,2022,87.72315,1631602.69378,At least basic
MDA,Republic of Moldova,urban,Drinking water,2022,97.68567,1380347.95099,At least basic
MDA,Republic of Moldova,urban,Sanitation,2022,5.8175,82204.15289,Basic service
MDA,Republic of Moldova,total,Drinking water,2022,16.79993,549860.93079,Basic service
MDA,Republic of Moldova,total,Sanitation,2022,4.82168,157813.51999,Limited service
MDA,Republic of Moldova,rural,Sanitation,2022,2.21645,41224.68072,Limited service
MDA,Republic of Moldova,urban,Sanitation,2022,8.25086,116588.84369,Limited service
MDA,Republic of Moldova,total,Drinking water,2022,1.54466,50556.54926,Limited service
MDA,Republic of Moldova,rural,Drinking water,2022,1.5625,29061.62559,Limited service
MDA,Republic of Moldova,urban,Drinking water,2022,1.52117,21494.92408,Limited service
MDA,Republic of Moldova,total,Sanitation,2022,0.1326,4339.87268,Open defecation
MDA,Republic of Moldova,rural,Sanitation,2022,0.23333,4339.8726,Open defecation
MDA,Republic of Moldova,urban,Sanitation,2022,0,0,Open defecation
MDA,Republic of Moldova,total,Drinking water,2022,0,0,Surface water
MDA,Republic of Moldova,rural,Drinking water,2022,0,0,Surface water
MDA,Republic of Moldova,urban,Drinking water,2022,0,0,Surface water
MDA,Republic of Moldova,urban,Sanitation,2022,84.63702,1195963.85415,Safely managed service
MDA,Republic of Moldova,total,Drinking water,2022,75.22434,2462089.70848,Safely managed service
MDA,Republic of Moldova,total,Sanitation,2022,10.13477,331710.54736,Unimproved
MDA,Republic of Moldova,rural,Sanitation,2022,16.85086,313416.7673,Unimproved
MDA,Republic of Moldova,urban,Sanitation,2022,1.29463,18293.74673,Unimproved
MDA,Republic of Moldova,total,Drinking water,2022,6.43108,210488.83709,Unimproved
MDA,Republic of Moldova,rural,Drinking water,2022,10.71435,199281.08063,Unimproved
MDA,Republic of Moldova,urban,Drinking water,2022,0.79316,11207.72493,Unimproved
MDG,Madagascar,total,Hygiene,2022,23.43563,6939691.89005,Basic service
MDG,Madagascar,rural,Hygiene,2022,15.20698,2707142.35354,Basic service
MDG,Madagascar,urban,Hygiene,2022,35.83947,4232549.37918,Basic service
MDG,Madagascar,total,Sanitation,2022,2.42678,718610.2309,Basic service
MDG,Madagascar,rural,Sanitation,2022,0.50971,90738.99674,Basic service
MDG,Madagascar,urban,Sanitation,2022,5.31655,627871.19998,Basic service
MDG,Madagascar,total,Drinking water,2022,31.22666,9246749.18426,Basic service
MDG,Madagascar,rural,Drinking water,2022,26.42745,4704606.07373,Basic service
MDG,Madagascar,urban,Drinking water,2022,38.46098,4542143.21432,Basic service
MDG,Madagascar,total,Hygiene,2022,58.47701,17316043.72737,Limited service
MDG,Madagascar,rural,Hygiene,2022,62.29295,11089372.64459,Limited service
MDG,Madagascar,urban,Hygiene,2022,52.72486,6226670.57065,Limited service
MDG,Madagascar,total,Sanitation,2022,21.91415,6489154.2326,Limited service
MDG,Madagascar,rural,Sanitation,2022,15.0341,2676366.11739,Limited service
MDG,Madagascar,urban,Sanitation,2022,32.2851,3812787.96411,Limited service
MDG,Madagascar,total,Drinking water,2022,4.51659,1337439.36617,Limited service
MDG,Madagascar,rural,Drinking water,2022,2.49767,444634.97504,Limited service
MDG,Madagascar,urban,Drinking water,2022,7.5599,892804.36294,Limited service
MDG,Madagascar,total,Hygiene,2022,18.08736,5355978.55609,No handwashing facility
MDG,Madagascar,rural,Hygiene,2022,22.50007,4005455.1341,No handwashing facility
MDG,Madagascar,urban,Hygiene,2022,11.43568,1350524.01551,No handwashing facility
MDG,Madagascar,total,Sanitation,2022,33.63232,9959107.69801,Open defecation
MDG,Madagascar,rural,Sanitation,2022,44.84531,7983347.9197,Open defecation
MDG,Madagascar,urban,Sanitation,2022,16.72991,1975759.43947,Open defecation
