scenario,year,alpha3,bucketLatrine_urb,compostingToilet_urb,flushOpen_urb,flushPit_urb,flushSeptic_urb,flushSewer_urb,flushUnknown_urb,hangingToilet_urb,openDefecation_urb,other_urb,pitNoSlab_urb,pitSlab_urb,containerBased_urb,onsiteDumpedland_urb,emptyFrequency_urb,pitAdditive_urb,urine_urb,twinPits_urb,coverBury_urb,fecalSludgeTreated_urb,sewageTreated_urb,isWatertight_urb,hasLeach_urb,bucketLatrine_rur,compostingToilet_rur,flushOpen_rur,flushPit_rur,flushSeptic_rur,flushSewer_rur,flushUnknown_rur,hangingToilet_rur,openDefecation_rur,other_rur,pitNoSlab_rur,pitSlab_rur,containerBased_rur,onsiteDumpedland_rur,emptyFrequency_rur,pitAdditive_rur,urine_rur,twinPits_rur,coverBury_rur,fecalSludgeTreated_rur,sewageTreated_rur,isWatertight_rur,hasLeach_rur
SSP4,2100,MOZ,0.007,0.000,0.000,0.005,0.000,0.396,0.000,0.001,0.263,0.068,0.053,0.207,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.188,0.000,0.000,0.000,0.003,0.000,0.033,0.000,0.197,0.000,0.008,0.342,0.000,0.058,0.359,0.000,0.100,3.000,0.000,0.000,0.000,0.209,0.000,0.188,0.000,0.000
SSP4,2100,MRT,0.003,0.001,0.028,0.029,0.155,0.369,0.114,0.006,0.055,0.000,0.032,0.208,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.347,0.000,0.000,0.002,0.000,0.007,0.070,0.000,0.182,0.088,0.010,0.264,0.000,0.007,0.370,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.347,0.000,0.000
SSP4,2100,MSR,0.000,0.000,0.000,0.010,0.210,0.737,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.653,0.000,0.000,0.000,0.000,0.000,0.030,0.420,0.461,0.000,0.000,0.000,0.000,0.000,0.089,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.653,0.000,0.000
SSP4,2100,MTQ,0.000,0.000,0.000,0.000,0.199,0.801,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.785,0.000,0.000,0.000,0.000,0.000,0.000,0.442,0.558,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.785,0.000,0.000
SSP4,2100,MUS,0.000,0.003,0.000,0.009,0.004,0.273,0.000,0.000,0.000,0.000,0.000,0.711,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.264,0.000,0.000,0.000,0.003,0.000,0.003,0.003,0.255,0.000,0.000,0.000,0.000,0.000,0.736,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.264,0.000,0.000
SSP4,2100,MWI,0.002,0.001,0.026,0.020,0.032,0.599,0.098,0.005,0.047,0.000,0.028,0.142,0.002,0.100,3.000,0.000,0.000,0.000,0.395,0.000,0.551,0.000,0.000,0.002,0.000,0.008,0.050,0.000,0.308,0.089,0.010,0.262,0.000,0.007,0.264,0.000,0.100,3.000,0.000,0.000,0.000,0.471,0.000,0.551,0.000,0.000
SSP4,2100,MYS,0.000,0.000,0.000,0.000,0.034,0.966,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.968,0.000,0.000
SSP4,2100,MYT,0.009,0.000,0.000,0.000,0.021,0.536,0.000,0.009,0.082,0.016,0.063,0.264,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.001,0.000,0.000,0.000,0.230,0.001,0.008,0.260,0.022,0.065,0.409,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP4,2100,NAM,0.009,0.000,0.016,0.005,0.012,0.611,0.231,0.002,0.021,0.051,0.020,0.022,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.576,0.000,0.000,0.009,0.000,0.047,0.012,0.021,0.316,0.269,0.003,0.206,0.077,0.003,0.037,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.576,0.000,0.000
SSP4,2100,NCL,0.000,0.000,0.000,0.000,0.085,0.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.919,0.000,0.000,0.000,0.000,0.000,0.000,0.057,0.943,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.919,0.000,0.000
SSP4,2100,NER,0.011,0.000,0.000,0.000,0.022,0.586,0.001,0.017,0.149,0.118,0.073,0.023,0.000,0.100,3.000,0.000,0.000,0.000,0.193,0.000,0.372,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.240,0.000,0.011,0.480,0.161,0.070,0.034,0.000,0.100,3.000,0.000,0.000,0.000,0.049,0.000,0.372,0.000,0.000
SSP4,2100,NFK,0.000,0.000,0.000,0.012,0.057,0.747,0.026,0.000,0.000,0.022,0.000,0.136,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.040,0.031,0.627,0.028,0.000,0.009,0.046,0.002,0.213,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP4,2100,NGA,0.002,0.001,0.019,0.025,0.173,0.460,0.076,0.004,0.036,0.000,0.021,0.183,0.000,0.100,3.000,0.000,0.000,0.000,0.326,0.000,0.448,0.000,0.000,0.002,0.000,0.006,0.072,0.000,0.262,0.068,0.007,0.202,0.000,0.005,0.376,0.000,0.100,3.000,0.000,0.000,0.000,0.248,0.000,0.448,0.000,0.000
SSP4,2100,NIC,0.000,0.000,0.000,0.022,0.103,0.548,0.000,0.000,0.000,0.000,0.000,0.327,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.546,0.000,0.000,0.000,0.002,0.000,0.002,0.015,0.514,0.000,0.000,0.000,0.000,0.000,0.467,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.546,0.000,0.000
SSP4,2100,NIU,0.000,0.000,0.000,0.012,0.057,0.747,0.026,0.000,0.000,0.022,0.000,0.136,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.040,0.031,0.627,0.028,0.000,0.009,0.046,0.002,0.213,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP4,2100,NLD,0.000,0.000,0.000,0.000,0.005,0.995,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.994,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.995,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.012,0.012,0.994,0.012,0.012
SSP4,2100,NOR,0.000,0.000,0.000,0.000,0.032,0.968,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.968,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.968,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.968,0.000,0.000
SSP4,2100,NPL,0.001,0.000,0.002,0.016,0.418,0.455,0.027,0.000,0.002,0.007,0.002,0.070,0.000,0.100,3.000,0.000,0.000,0.000,0.381,0.000,0.416,0.000,0.000,0.001,0.001,0.005,0.036,0.588,0.208,0.027,0.000,0.021,0.008,0.000,0.105,0.000,0.100,3.000,0.000,0.000,0.000,0.513,0.000,0.416,0.000,0.000
SSP4,2100,NRU,0.000,0.000,0.000,0.014,0.062,0.741,0.026,0.000,0.000,0.020,0.000,0.137,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.003,0.055,0.043,0.598,0.032,0.000,0.012,0.035,0.002,0.217,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP4,2100,NZL,0.000,0.000,0.000,0.000,0.025,0.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.975,0.000,0.000,0.000,0.000,0.000,0.000,0.026,0.974,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.975,0.000,0.000
SSP4,2100,OMN,0.000,0.000,0.000,0.000,0.780,0.220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.175,0.000,0.000,0.000,0.000,0.000,0.000,0.099,0.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.175,0.000,0.000
SSP4,2100,PAK,0.002,0.000,0.003,0.000,0.027,0.892,0.022,0.001,0.038,0.000,0.015,0.000,0.003,0.100,3.000,0.000,0.000,0.000,0.140,0.000,0.619,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.699,0.012,0.006,0.257,0.000,0.026,0.000,0.002,0.100,3.000,0.000,0.000,0.000,0.367,0.000,0.619,0.000,0.000
SSP4,2100,PAN,0.000,0.000,0.000,0.000,0.338,0.662,0.000,0.000,0.000,0.000,0.000,0.000,0.851,0.100,3.000,0.000,0.000,0.000,0.128,0.079,0.674,0.079,0.079,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.421,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.674,0.000,0.000
SSP4,2100,PCN,0.000,0.000,0.000,0.012,0.057,0.747,0.026,0.000,0.000,0.022,0.000,0.136,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.040,0.031,0.627,0.028,0.000,0.009,0.046,0.002,0.213,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP4,2100,PER,0.000,0.000,0.000,0.000,0.022,0.978,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.022,0.018,0.979,0.018,0.018,0.000,0.000,0.000,0.000,0.018,0.982,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.979,0.000,0.000
SSP4,2100,PHL,0.000,0.000,0.000,0.000,0.470,0.530,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.518,0.000,0.525,0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.964,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.666,0.000,0.525,0.000,0.000
SSP4,2100,PLW,0.000,0.000,0.000,0.000,0.009,0.918,0.073,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.777,0.223,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP4,2100,PNG,0.001,0.000,0.006,0.000,0.055,0.846,0.051,0.002,0.025,0.000,0.014,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.074,0.042,0.725,0.042,0.042,0.001,0.000,0.001,0.000,0.000,0.571,0.090,0.011,0.317,0.000,0.009,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.725,0.000,0.000
SSP4,2100,POL,0.000,0.000,0.000,0.000,0.073,0.927,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.930,0.000,0.000,0.000,0.000,0.000,0.000,0.054,0.946,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.930,0.000,0.000
SSP4,2100,PRI,0.000,0.000,0.000,0.001,0.000,0.995,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.996,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.984,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.996,0.000,0.000
SSP4,2100,PRK,0.000,0.000,0.000,0.009,0.080,0.858,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.537,0.000,0.000,0.000,0.001,0.000,0.041,0.122,0.720,0.000,0.000,0.000,0.000,0.000,0.116,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.537,0.000,0.000
SSP4,2100,PRT,0.000,0.000,0.000,0.000,0.070,0.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.029,0.004,0.930,0.004,0.004,0.000,0.000,0.000,0.000,0.070,0.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.115,0.009,0.930,0.009,0.009
SSP4,2100,PRY,0.000,0.000,0.000,0.000,0.180,0.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.470,0.000,0.822,0.000,0.000,0.000,0.000,0.000,0.000,0.131,0.869,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.590,0.000,0.822,0.000,0.000
SSP4,2100,PSE,0.000,0.000,0.000,0.250,0.145,0.604,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.201,0.070,0.000,0.070,0.070,0.000,0.000,0.000,0.545,0.205,0.244,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.484,0.000,0.000,0.000,0.000
SSP4,2100,PYF,0.000,0.000,0.000,0.012,0.057,0.747,0.026,0.000,0.000,0.022,0.000,0.136,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.040,0.031,0.627,0.028,0.000,0.009,0.046,0.002,0.213,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP4,2100,QAT,0.000,0.003,0.000,0.003,0.000,0.994,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.877,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.994,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.877,0.000,0.000
SSP4,2100,REU,0.000,0.000,0.000,0.000,0.165,0.835,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.548,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.548,0.000,0.000
SSP4,2100,ROU,0.000,0.003,0.000,0.002,0.019,0.929,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.882,0.000,0.000,0.000,0.003,0.000,0.002,0.000,0.947,0.000,0.000,0.000,0.000,0.000,0.048,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.882,0.000,0.000
SSP4,2100,RUS,0.000,0.000,0.000,0.000,0.032,0.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.018,0.012,0.970,0.012,0.012,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.970,0.000,0.000
SSP4,2100,RWA,0.000,0.002,0.000,0.063,0.005,0.382,0.000,0.000,0.000,0.000,0.000,0.548,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.347,0.000,0.000,0.000,0.001,0.000,0.132,0.000,0.146,0.000,0.000,0.000,0.000,0.000,0.721,0.000,0.100,3.000,0.000,0.000,0.000,0.577,0.000,0.347,0.000,0.000
SSP4,2100,SAU,0.000,0.000,0.000,0.000,0.194,0.806,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.809,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.923,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.809,0.000,0.000
SSP4,2100,SDN,0.005,0.000,0.002,0.002,0.000,0.329,0.012,0.005,0.161,0.199,0.000,0.285,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.284,0.000,0.000,0.002,0.000,0.000,0.017,0.000,0.103,0.000,0.006,0.374,0.124,0.000,0.374,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.284,0.000,0.000
SSP4,2100,SEN,0.003,0.000,0.000,0.004,0.000,0.579,0.000,0.001,0.106,0.055,0.014,0.238,0.000,0.100,3.000,0.000,0.000,0.000,0.084,0.000,0.376,0.000,0.000,0.000,0.002,0.000,0.030,0.000,0.251,0.000,0.007,0.285,0.018,0.033,0.374,0.000,0.100,3.000,0.000,0.000,0.000,0.141,0.000,0.376,0.000,0.000
SSP4,2100,SGP,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
SSP4,2100,SGS,0.001,0.000,0.002,0.032,0.039,0.740,0.032,0.000,0.003,0.007,0.003,0.141,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.008,0.094,0.076,0.448,0.043,0.001,0.033,0.012,0.001,0.281,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP4,2100,SHN,0.009,0.000,0.000,0.000,0.021,0.536,0.000,0.009,0.082,0.016,0.063,0.264,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.001,0.000,0.000,0.000,0.230,0.001,0.008,0.260,0.022,0.065,0.409,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP4,2100,SJM,0.000,0.000,0.000,0.001,0.041,0.885,0.000,0.000,0.000,0.003,0.000,0.070,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.889,0.000,0.000,0.000,0.000,0.000,0.079,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP4,2100,SLB,0.000,0.000,0.000,0.000,0.151,0.849,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.867,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.867,0.000,0.000
SSP4,2100,SLE,0.005,0.000,0.003,0.004,0.000,0.289,0.016,0.005,0.142,0.185,0.000,0.351,0.000,0.100,3.000,0.000,0.000,0.000,0.221,0.000,0.141,0.000,0.000,0.002,0.000,0.000,0.015,0.000,0.085,0.000,0.005,0.323,0.130,0.000,0.440,0.000,0.100,3.000,0.000,0.000,0.000,0.098,0.000,0.141,0.000,0.000
SSP4,2100,SLV,0.000,0.000,0.000,0.027,0.140,0.463,0.000,0.000,0.000,0.000,0.000,0.370,0.000,0.100,3.000,0.000,0.000,0.000,0.144,0.006,0.304,0.006,0.006,0.000,0.003,0.000,0.064,0.047,0.367,0.000,0.000,0.000,0.000,0.000,0.519,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.304,0.000,0.000
SSP4,2100,SMR,0.000,0.000,0.000,0.000,0.083,0.910,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.914,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP4,2100,SOM,0.013,0.001,0.000,0.000,0.042,0.438,0.000,0.011,0.103,0.000,0.088,0.304,0.000,0.100,3.000,0.000,0.000,0.000,0.414,0.000,0.019,0.000,0.000,0.005,0.001,0.000,0.000,0.000,0.147,0.002,0.013,0.362,0.000,0.103,0.367,0.000,0.100,3.000,0.000,0.000,0.000,0.207,0.000,0.019,0.000,0.000
SSP4,2100,SPM,0.000,0.000,0.000,0.000,0.026,0.974,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.973,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.923,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.973,0.000,0.000
SSP4,2100,SRB,0.000,0.000,0.001,0.000,0.107,0.890,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.044,0.042,0.975,0.042,0.042,0.000,0.000,0.000,0.000,0.000,0.918,0.000,0.000,0.000,0.082,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.262,0.000,0.975,0.000,0.000
SSP4,2100,SSD,0.012,0.001,0.000,0.000,0.039,0.507,0.001,0.007,0.082,0.000,0.080,0.271,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.284,0.000,0.000,0.004,0.002,0.000,0.000,0.000,0.206,0.002,0.008,0.257,0.000,0.089,0.432,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.284,0.000,0.000
SSP4,2100,STP,0.010,0.000,0.021,0.039,0.036,0.393,0.233,0.006,0.041,0.000,0.046,0.175,0.000,0.100,3.000,0.000,0.000,0.000,0.275,0.000,0.252,0.000,0.000,0.008,0.002,0.041,0.061,0.062,0.147,0.220,0.005,0.185,0.026,0.006,0.237,0.000,0.100,3.000,0.000,0.000,0.000,0.271,0.000,0.252,0.000,0.000
SSP4,2100,SUR,0.000,0.000,0.000,0.000,0.544,0.456,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.160,0.840,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000
SSP4,2100,SVK,0.000,0.000,0.000,0.000,0.136,0.864,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.052,0.051,0.891,0.051,0.051,0.000,0.000,0.000,0.000,0.004,0.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.121,0.118,0.891,0.118,0.118
SSP4,2100,SVN,0.000,0.000,0.000,0.000,0.105,0.895,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.895,0.000,0.000,0.000,0.000,0.000,0.000,0.106,0.894,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.895,0.000,0.000
SSP4,2100,SWE,0.000,0.000,0.000,0.000,0.021,0.979,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.004,0.060,0.979,0.060,0.060,0.000,0.000,0.000,0.000,0.021,0.979,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.010,0.157,0.979,0.157,0.157
SSP4,2100,SWZ,0.000,0.000,0.000,0.021,0.164,0.153,0.135,0.000,0.000,0.226,0.003,0.298,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.120,0.000,0.000,0.001,0.001,0.004,0.001,0.022,0.104,0.077,0.000,0.006,0.481,0.001,0.302,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.120,0.000,0.000
SSP4,2100,SXM,0.001,0.000,0.002,0.032,0.039,0.740,0.032,0.000,0.003,0.007,0.003,0.141,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.653,0.000,0.000,0.001,0.002,0.008,0.094,0.076,0.448,0.043,0.001,0.033,0.012,0.001,0.281,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.653,0.000,0.000
SSP4,2100,SYC,0.000,0.000,0.000,0.000,0.061,0.935,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SSP4,2100,SYR,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.478,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.478,0.000,0.000
SSP4,2100,TCA,0.000,0.000,0.000,0.000,0.474,0.526,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.434,0.000,0.000,0.000,0.000,0.000,0.000,0.742,0.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.434,0.000,0.000
SSP4,2100,TCD,0.036,0.000,0.000,0.000,0.011,0.348,0.001,0.029,0.283,0.000,0.249,0.043,0.000,0.100,3.000,0.000,0.000,0.000,0.315,0.000,0.314,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.109,0.004,0.022,0.622,0.000,0.185,0.049,0.000,0.100,3.000,0.000,0.000,0.000,0.041,0.000,0.314,0.000,0.000
SSP4,2100,TGO,0.006,0.001,0.079,0.021,0.182,0.195,0.202,0.010,0.094,0.000,0.060,0.150,0.000,0.100,3.000,0.000,0.000,0.000,0.071,0.000,0.124,0.000,0.000,0.005,0.000,0.024,0.045,0.000,0.090,0.160,0.016,0.401,0.000,0.008,0.251,0.000,0.100,3.000,0.000,0.000,0.000,0.047,0.000,0.124,0.000,0.000
SSP4,2100,THA,0.000,0.000,0.000,0.000,0.430,0.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.201,0.000,0.433,0.000,0.000,0.000,0.000,0.000,0.000,0.028,0.972,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,3.000,0.000,0.000,0.000,0.181,0.000,0.433,0.000,0.000
SSP4,2100,TJK,0.000,0.000,0.000,0.024,0.001,0.704,0.000,0.000,0.000,0.000,0.000,0.271,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.686,0.000,0.000,0.000,0.003,0.000,0.073,0.000,0.538,0.000,0.000,0.000,0.000,0.000,0.386,0.000,0.100,3.000,0.000,0.000,0.000,0.000,0.000,0.686,0.000,0.000
