region;flushSewer;flushSeptic;flushPit;flushOpen;flushUnknown;pitSlab;pitNoSlab;bucketLatrine;hangingToilet;openDefecation;containerBased;compostingToilet;other;coverBury;sewageTreated;fecalSludgeTreated;isWatertight;hasLeach;onsiteDumpedLand;emptyFrequency;pitAdditive;urine;twinPits;warning
POL;0.905;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.095;;;;;;0.1;3;0;0;0;
PRT;0.929;0.071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.02860940397897133;0.9259437155308455;0.004307783865284411;0.004307783865284411;0.004307783865284411;0.1;3;0;0;0;
PRY;0.122;0.61;0.226;0.009;0.0;0.028000000000000004;0.0;0.0;0.0;0.004;;0.0;0.0;0.4700865369211266;0.05944432217223038;0.0;0.0;0.0;0.1;3;0;0;0;
PSE;0.602;0.122;0.275;0.0;0.0;0.0;0.0;0.0;0.0;0.001;;0.0;0.0;0.20086053007801902;0.4754887682223843;0.07013847694591528;0.07013847694591528;0.07013847694591528;0.1;3;0;0;0;
REU;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;;;;0.1;3;0;0;0;
ROU;0.874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.126;;;;;;0.1;3;0;0;0;
RUS;0.905;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.095;0.01792366527382167;0.6123522259344373;0.01210221812406349;0.01210221812406349;0.01210221812406349;0.1;3;0;0;0;
RWA;0.06;0.047;0.021;0.036;0.002;0.748;0.077;0.0;0.0;0.01;;0.001;0.0;;;;;;0.1;3;0;0;0;
SDN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.077;;0.0;0.923;;;;;;0.1;3;0;0;0;
SEN;0.084;0.3145;0.0245;0.0005;0.0;0.0395;0.0245;0.0005;0.004;0.0115;;0.0035;0.493;0.08399428266203791;0.05519508177219416;0.0;0.0;0.0;0.1;3;0;0;0;
SGP;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.1;3;0;0;0;
SLE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.028;;0.0;0.972;0.2213651444920745;0.0038842852581918103;0.0;0.0;0.0;0.1;3;0;0;0;
SLV;0.553;0.235;0.0;0.0;0.0;0.185;0.0;0.0;0.0;0.002;;0.025;0.0;0.14390955036977882;0.0235627887747657;0.00647673865590005;0.00647673865590005;0.00647673865590005;0.1;3;0;0;0;
SOM;0.054;0.057;0.188;0.01;0.021;0.486;0.155;0.003;0.0;0.017;;0.0;0.009000000000000001;0.4142966833545669;0.03085542396322948;0.0;0.0;0.0;0.1;3;0;0;0;
SRB;0.868;0.123;0.0;0.002;0.0;0.005;0.0;0.0;0.0;0.001;;0.0;0.0;0.044111439412272906;0.1373632389008293;0.04235220541294289;0.04235220541294289;0.04235220541294289;0.1;3;0;0;0;
STP;0.184;0.082;0.006;0.025;0.001;0.253;0.015;0.002;0.0;0.427;;0.0;0.005;0.2746234404385748;0.07352267727432672;0.0;0.0;0.0;0.1;3;0;0;0;
SVK;0.998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.002;0.052163698103861546;0.781726794138147;0.050901594634853685;0.050901594634853685;0.050901594634853685;0.1;3;0;0;0;
SVN;0.0;0.0;0.0;0.0;0.0;0.999;0.0;0.0;0.0;0.0;;0.0;0.001;;;;;;0.1;3;0;0;0;
SWE;0.901;0.093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.006;0.0038317793585387733;0.8970917840254815;0.05951474934985725;0.05951474934985725;0.05951474934985725;0.1;3;0;0;0;
SWZ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016;;0.0;0.984;;0.1422210589630226;;;;0.1;3;0;0;0;
SXM;0.1;0.425;0.0;0.0;0.462;0.0;0.0;0.0;0.0;0.002;;0.0;0.011;;;;;;0.1;3;0;0;0;
SYR;0.993;0.007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;;;;0.1;3;0;0;0;
TCA;0.0;0.91;0.026;0.0;0.034;0.018000000000000002;0.003;0.009;0.0;0.0;;0.0;0.0;0.33324490774919097;0.0;0.0;0.0;0.0;0.1;3;0;0;0;
TCD;0.017;0.027;0.017;0.001;0.0;0.331;0.396;0.003;0.059;0.138;;0.01;0.001;0.3146735753935921;0.005538710317587581;0.0;0.0;0.0;0.1;3;0;0;0;
TGO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.151;;0.0;0.849;0.07065100313958159;0.000629250754682613;0.0;0.0;0.0;0.1;3;0;0;0;
THA;0.0;0.0;0.0;0.0;0.412;0.587;0.0;0.0;0.0;0.001;;0.0;0.0;0.2013381527055415;0.09820617879943372;0.0;0.0;0.0;0.1;3;0;0;0;
TKM;0.521;0.038;0.04;0.005;0.0;0.39599999999999996;0.0;0.0;0.0;0.0;;0.0;0.0;;;;;;0.1;3;0;0;0;
TLS;0.0;0.432;0.0;0.0;0.076;0.355;0.086;0.0;0.0;0.044;;0.0;0.007;;;;;;0.1;3;0;0;0;
TTO;0.318;0.611;0.0;0.001;0.007;0.047999999999999994;0.012;0.0;0.0;0.001;;0.0;0.002;;;;;;0.1;3;0;0;0;
TUN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;;0.0;0.998;0.07581693870734718;0.8012972078019617;0.011449972964834082;0.011449972964834082;0.011449972964834082;0.1;3;0;0;0;
TUR;0.97;0.0;0.0;0.0;0.0;0.025;0.002;0.0;0.0;0.001;;0.0;0.001;0.011309243397573282;0.7587336398415989;0.009583233551151043;0.009583233551151043;0.009583233551151043;0.1;3;0;0;0;
TUV;0.002;0.924;0.02;0.005;0.0;0.0;0.002;0.017;0.0;0.017;;0.013;0.0;0.3469526211223098;0.0;0.0;0.0;0.0;0.1;3;0;0;0;
TZA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;;0.0;0.998;0.3384206913452521;0.00508098201478614;0.0;0.0;0.0;0.1;3;0;0;0;
UGA;0.036;0.066;0.011;0.006;0.003;0.548;0.288;0.0;0.03;0.007;;0.003;0.0;0.21805399226363067;0.005607422817670986;0.0;0.0;0.0;0.1;3;0;0;0;
UKR;0.953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.047;0.134108967730771;0.46701536078528144;0.08799811077705806;0.08799811077705806;0.08799811077705806;0.1;3;0;0;0;
URY;0.645;0.316;0.0;0.001;0.0;0.031;0.0;0.0;0.0;0.003;;0.0;0.005;;;;;;0.1;3;0;0;0;
USA;0.953;0.045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.001;0.022016536367109093;0.9283299182723368;0.02172613462547458;0.02172613462547458;0.02172613462547458;0.1;3;0;0;0;
UZB;0.329;0.004;0.071;0.014;0.002;0.55;0.029;0.0;0.0;0.0;;0.0;0.002;0.43170981650543216;0.20205793991747079;0.0;0.0;0.0;0.1;3;0;0;0;
VCT;0.034;0.769;0.0;0.0;0.0;0.17300000000000001;0.0;0.0;0.0;0.016;;0.0;0.008;;;;;;0.1;3;0;0;0;
VEN;0.776;0.179;0.0;0.0;0.008;0.009;0.0;0.0;0.0;0.027;;0.0;0.0;;;;;;0.1;3;0;0;0;
VNM;0.074;0.863;0.035;0.003;0.002;0.002;0.001;0.001;0.01;0.004;;0.001;0.003;0.3816559817407464;0.02667236922644324;0.0;0.0;0.0;0.1;3;0;0;0;
VUT;0.0;0.718;0.114;0.0;0.008;0.12;0.035;0.0;0.0;0.0;;0.005;0.0;0.0838795352579672;0.0;0.21452606902808133;0.21452606902808133;0.21452606902808133;0.1;3;0;0;0;
WSM;0.0;0.956;0.0;0.0;0.034;0.005;0.005;0.0;0.0;0.0;;0.0;0.0;0.3673729758545292;0.0;0.0;0.0;0.0;0.1;3;0;0;0;
YEM;0.0;0.0;0.0;0.0;0.0;0.729;0.0;0.0;0.0;0.016;;0.0;0.255;0.0332972111541679;0.5434454662505802;0.02778479207543776;0.02778479207543776;0.02778479207543776;0.1;3;0;0;0;
ZAF;0.853;0.02;0.0;0.0;0.0;0.112;0.0;0.01;0.0;0.003;;0.0;0.002;0.02378316688634978;0.684513130834805;0.02295309495082349;0.02295309495082349;0.02295309495082349;0.1;3;0;0;0;
ZMB;0.172;0.144;0.039;0.007;0.005;0.43;0.192;0.0;0.0;0.01;;0.0;0.001;;;;;;0.1;3;0;0;0;
ZWE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009;;0.0;0.991;0.04847340805559787;0.294893300372857;0.004039044457537767;0.004039044457537767;0.004039044457537767;0.1;3;0;0;0;
