gid,alpha3,totalPopulation,fractionUrban
DMA.7_1,DMA,1745,0.0
DMA.8_1,DMA,6765,0.0
DMA.9_1,DMA,11763,0.513
DMA.10_1,DMA,1327,0.0
DNK.1_1,DNK,1917611,0.925
DNK.2_1,DNK,1362366,0.581
DNK.3_1,DNK,585727,0.445
DNK.4_1,DNK,831483,0.463
DNK.5_1,DNK,1255290,0.534
DOM.1_1,DOM,222186,0.653
DOM.2_1,DOM,127231,0.665
DOM.3_1,DOM,190531,0.767
DOM.4_1,DOM,63036,0.423
DOM.5_1,DOM,1061503,1.0
DOM.6_1,DOM,324906,0.736
DOM.7_1,DOM,82943,0.538
DOM.8_1,DOM,290983,0.88
DOM.9_1,DOM,97119,0.553
DOM.10_1,DOM,58424,0.521
DOM.11_1,DOM,320412,0.793
DOM.12_1,DOM,59608,0.45
DOM.13_1,DOM,308375,0.948
DOM.14_1,DOM,434791,0.836
DOM.15_1,DOM,177874,0.681
DOM.16_1,DOM,173569,0.869
DOM.17_1,DOM,113993,0.496
DOM.18_1,DOM,221461,0.621
DOM.19_1,DOM,66322,0.714
DOM.20_1,DOM,289380,0.898
DOM.21_1,DOM,322535,0.719
DOM.22_1,DOM,86121,0.709
DOM.23_1,DOM,110005,0.653
DOM.24_1,DOM,670793,0.93
DOM.25_1,DOM,57987,0.526
DOM.26_1,DOM,216275,0.574
DOM.27_1,DOM,369125,0.852
DOM.28_1,DOM,142948,0.681
DOM.30_1,DOM,1029426,0.902
DOM.29_1,DOM,48429,0.494
DOM.31_1,DOM,3558339,0.974
DOM.32_1,DOM,228334,0.789
DZA.1_1,DZA,630527,0.654
DZA.2_1,DZA,1029502,0.766
DZA.3_1,DZA,482305,0.728
DZA.4_1,DZA,3876998,0.997
DZA.5_1,DZA,717848,0.91
DZA.6_1,DZA,1533068,0.742
DZA.7_1,DZA,381580,0.79
DZA.8_1,DZA,1073086,0.813
DZA.9_1,DZA,1103051,0.761
DZA.10_1,DZA,1575543,0.965
DZA.11_1,DZA,815225,0.732
DZA.12_1,DZA,867816,0.674
DZA.13_1,DZA,1201989,0.924
DZA.14_1,DZA,1359691,0.799
DZA.15_1,DZA,1157257,0.919
DZA.16_1,DZA,2047489,0.776
DZA.17_1,DZA,393199,0.739
DZA.18_1,DZA,1020861,0.866
DZA.19_1,DZA,547720,0.729
DZA.20_1,DZA,523033,0.877
DZA.21_1,DZA,615708,0.679
DZA.22_1,DZA,109051,0.557
DZA.23_1,DZA,798097,0.83
DZA.24_1,DZA,533814,0.742
DZA.25_1,DZA,863193,0.821
DZA.26_1,DZA,1463917,0.72
DZA.27_1,DZA,1053150,0.734
DZA.28_1,DZA,911390,0.546
DZA.29_1,DZA,999449,0.773
DZA.30_1,DZA,1001049,0.823
DZA.31_1,DZA,400329,0.833
DZA.32_1,DZA,1979397,0.948
DZA.33_1,DZA,856293,0.87
DZA.34_1,DZA,878899,0.779
DZA.35_1,DZA,938861,0.715
DZA.36_1,DZA,459203,0.659
DZA.37_1,DZA,1965780,0.756
DZA.38_1,DZA,794274,0.783
DZA.39_1,DZA,1181894,0.821
DZA.40_1,DZA,618234,0.735
DZA.41_1,DZA,279916,0.763
DZA.42_1,DZA,898467,0.77
DZA.43_1,DZA,1162596,0.676
DZA.44_1,DZA,133139,0.778
DZA.45_1,DZA,799726,0.864
DZA.46_1,DZA,405429,0.671
DZA.47_1,DZA,1234839,0.839
DZA.48_1,DZA,1220999,0.762
ECU.1_1,ECU,933643,0.759
ECU.2_1,ECU,197731,0.459
ECU.3_1,ECU,252970,0.629
ECU.4_1,ECU,179268,0.564
ECU.5_1,ECU,532622,0.593
ECU.6_1,ECU,496974,0.593
ECU.7_1,ECU,703487,0.78
ECU.8_1,ECU,695257,0.683
ECU.9_1,ECU,37405,0.759
ECU.10_1,ECU,4768548,0.9
ECU.11_1,ECU,482222,0.792
ECU.12_1,ECU,501436,0.568
ECU.13_1,ECU,983250,0.694
ECU.14_1,ECU,1652218,0.658
ECU.15_1,ECU,206999,0.287
ECU.16_1,ECU,199786,0.518
ECU.17_1,ECU,262975,0.479
ECU.18_1,ECU,128397,0.588
ECU.19_1,ECU,3373612,0.942
ECU.20_1,ECU,436226,0.833
ECU.21_1,ECU,546958,0.806
ECU.22_1,ECU,270638,0.475
ECU.23_1,ECU,600597,0.851
ECU.24_1,ECU,114207,0.243
EGY.1_1,EGY,7378253,0.979
EGY.2_1,EGY,379383,0.845
EGY.3_1,EGY,7101655,0.929
EGY.4_1,EGY,4047601,0.978
EGY.5_1,EGY,5851927,0.986
EGY.6_1,EGY,6824599,0.981
EGY.7_1,EGY,1488876,0.891
EGY.8_1,EGY,11663131,0.986
EGY.9_1,EGY,4824059,0.985
EGY.10_1,EGY,6309866,0.967
EGY.11_1,EGY,10592687,0.996
EGY.12_1,EGY,7229109,0.999
EGY.13_1,EGY,6206727,0.999
EGY.14_1,EGY,271673,0.543
EGY.15_1,EGY,758333,0.888
EGY.16_1,EGY,8945970,0.98
EGY.17_1,EGY,1528405,0.933
EGY.18_1,EGY,5256787,0.981
EGY.19_1,EGY,3533433,0.98
EGY.20_1,EGY,925695,0.967
EGY.21_1,EGY,1690154,0.989
EGY.22_1,EGY,186845,0.599
EGY.23_1,EGY,3910222,0.956
EGY.24_1,EGY,588045,0.704
EGY.25_1,EGY,2589807,0.951
EGY.26_1,EGY,549122,0.662
EGY.27_1,EGY,5611750,0.991
ERI.6_1,ERI,464465,0.789
ERI.5_1,ERI,908884,0.441
ERI.3_1,ERI,117298,0.746
ERI.4_1,ERI,887920,0.509
ERI.1_1,ERI,391785,0.781
ERI.2_1,ERI,1084284,0.815
ESH.1_1,ESH,60766,0.966
ESH.2_1,ESH,67815,0.956
ESH.3_1,ESH,270633,0.909
ESH.4_1,ESH,208882,0.882
ESP.1_1,ESP,8058849,0.752
ESP.2_1,ESP,1341175,0.686
ESP.3_1,ESP,530956,0.683
ESP.4_1,ESP,2051456,0.533
ESP.5_1,ESP,2167204,0.573
ESP.6_1,ESP,8336746,0.879
ESP.7_1,ESP,155893,0.994
ESP.8_1,ESP,7486701,0.958
ESP.9_1,ESP,613705,0.645
ESP.10_1,ESP,5071049,0.832
ESP.11_1,ESP,932505,0.421
ESP.12_1,ESP,2328784,0.589
ESP.13_1,ESP,1243694,0.743
ESP.14_1,ESP,2148529,0.854
ESP.15_1,ESP,334203,0.719
ESP.16_1,ESP,1974058,0.871
ESP.17_1,ESP,984531,0.715
ESP.18_1,ESP,1581881,0.746
EST.1_1,EST,669952,0.838
EST.2_1,EST,4319,0.0
EST.3_1,EST,118837,0.71
EST.4_1,EST,23388,0.218
EST.5_1,EST,23443,0.0
EST.7_1,EST,17077,0.458
EST.6_1,EST,42555,0.251
EST.8_1,EST,78177,0.58
EST.9_1,EST,53,0.0
EST.10_1,EST,23672,0.0
EST.11_1,EST,41699,0.169
EST.12_1,EST,40470,0.485
EST.13_1,EST,141818,0.672
EST.14_1,EST,23253,0.34
EST.15_1,EST,36854,0.347
EST.16_1,EST,25905,0.327
ETH.1_1,ETH,7007031,0.999
ETH.2_1,ETH,2282228,0.524
ETH.3_1,ETH,27238538,0.571
ETH.4_1,ETH,1441295,0.494
ETH.5_1,ETH,585315,0.924
ETH.6_1,ETH,786333,0.747
ETH.7_1,ETH,321042,0.889
ETH.8_1,ETH,50326370,0.65
ETH.9_1,ETH,7799694,0.678
ETH.10_1,ETH,27207233,0.837
ETH.11_1,ETH,7772698,0.578
FIN.1_1,FIN,565369,0.432
FIN.2_1,FIN,168156,0.415
FIN.3_1,FIN,486220,0.502
FIN.4_1,FIN,1968652,0.799
FIN.5_1,FIN,2273827,0.521
FJI.1_1,FJI,425323,0.739
FJI.2_1,FJI,35065,0.0
FJI.3_1,FJI,129493,0.303
FJI.4_1,FJI,1177,0.0
FJI.5_1,FJI,352341,0.475
FRA.1_1,FRA,8061788,0.603
FRA.2_1,FRA,2779386,0.402
FRA.3_1,FRA,3421184,0.399
FRA.4_1,FRA,2547117,0.449
FRA.5_1,FRA,341222,0.456
FRA.6_1,FRA,5416652,0.551
FRA.7_1,FRA,5813642,0.642
FRA.8_1,FRA,12295869,0.942
FRA.9_1,FRA,3257970,0.452
FRA.10_1,FRA,5999189,0.444
FRA.11_1,FRA,6148587,0.571
FRA.12_1,FRA,3880545,0.442
FRA.13_1,FRA,5024853,0.766
FRO.1_1,FRO,13144,0.0
FRO.2_1,FRO,6027,0.0
FRO.3_1,FRO,1100,0.0
FRO.4_1,FRO,21771,0.808
FRO.5_1,FRO,4612,0.0
FRO.6_1,FRO,3950,0.0
FSM.1_1,FSM,51455,0.271
FSM.2_1,FSM,5596,0.0
FSM.3_1,FSM,42893,0.421
FSM.4_1,FSM,12976,0.0
GAB.1_1,GAB,1080240,0.957
GAB.2_1,GAB,665084,0.837
GAB.3_1,GAB,76766,0.702
GAB.4_1,GAB,106913,0.526
GAB.5_1,GAB,52222,0.467
GAB.6_1,GAB,68622,0.587
GAB.7_1,GAB,87493,0.575
GAB.8_1,GAB,137464,0.892
GAB.9_1,GAB,245839,0.661
GBR.2_1,GBR,1956712,0.626
GBR.3_1,GBR,5533880,0.809
GBR.4_1,GBR,3173695,0.766
GBR.1_1,GBR,57465429,0.881
,GBR,22335,0.874
GEO.1_1,GEO,319173,0.524
GEO.2_1,GEO,337753,0.68
GEO.3_1,GEO,104782,0.35
GEO.4_1,GEO,458331,0.532
GEO.5_1,GEO,290301,0.498
GEO.6_1,GEO,442725,0.63
GEO.7_1,GEO,83384,0.367
GEO.8_1,GEO,24799,0.0
GEO.9_1,GEO,269491,0.368
GEO.10_1,GEO,144952,0.302
GEO.11_1,GEO,243842,0.534
GEO.12_1,GEO,987602,0.995
GGY.1_1,GGY,1881,0.0
GGY.3_1,GGY,8357,0.873
GGY.4_1,GGY,1526,0.929
GGY.7_1,GGY,2653,0.987
GGY.8_1,GGY,6394,0.959
GGY.9_1,GGY,18009,0.995
GGY.10_1,GGY,2367,0.72
GGY.11_1,GGY,9352,1.0
GGY.12_1,GGY,2754,0.731
GGY.13_1,GGY,608,0.0
GGY.14_1,GGY,559,0.63
GGY.15_1,GGY,9406,0.992
GHA1_2,GHA,613477,0.615
GHA2_2,GHA,8026836,0.859
GHA3_2,GHA,1196417,0.75
GHA4_2,GHA,1192615,0.712
GHA5_2,GHA,3033692,0.79
GHA6_2,GHA,3317377,0.715
GHA7_2,GHA,5943936,0.98
GHA8_2,GHA,669268,0.553
GHA9_2,GHA,2518915,0.684
GHA10_2,GHA,805289,0.6
GHA11_2,GHA,691562,0.459
GHA12_2,GHA,1149721,0.545
GHA13_2,GHA,869378,0.367
GHA14_2,GHA,2090095,0.737
GHA15_2,GHA,2572232,0.783
GHA16_2,GHA,868110,0.436
GIN.1_1,GIN,1455873,0.466
GIN.2_1,GIN,2161996,0.999
GIN.3_1,GIN,1315072,0.36
GIN.4_1,GIN,3255528,0.59
GIN.5_1,GIN,2485578,0.606
GIN.6_1,GIN,1313913,0.333
GIN.7_1,GIN,881396,0.258
GIN.8_1,GIN,2002608,0.435
GLP.1_1,GLP,189457,0.798
GLP.2_1,GLP,206519,0.674
GMB.1_1,GMB,513821,0.998
GMB.2_1,GMB,90379,0.323
GMB.3_1,GMB,270825,0.288
GMB.4_1,GMB,291690,0.408
GMB.5_1,GMB,315027,0.619
GMB.6_1,GMB,1423924,0.929
GNB.1_1,GNB,292323,0.349
GNB.2_1,GNB,172417,0.817
GNB.3_1,GNB,594633,0.998
GNB.4_1,GNB,41850,0.436
GNB.5_1,GNB,249871,0.395
GNB.6_1,GNB,321354,0.379
GNB.7_1,GNB,312881,0.292
GNB.8_1,GNB,88216,0.196
GNB.9_1,GNB,123958,0.172
GNQ.1_1,GNQ,979,0.0
GNQ.2_1,GNQ,793324,0.977
GNQ.3_1,GNQ,6596,0.0
GNQ.4_1,GNQ,25205,0.0
GNQ.5_1,GNQ,33214,0.124
GNQ.6_1,GNQ,895995,0.923
GNQ.7_1,GNQ,35854,0.323
GRC.1_1,GRC,483235,0.401
GRC.2_1,GRC,1675,0.0
GRC.3_1,GRC,3667040,0.954
GRC.4_1,GRC,626186,0.573
GRC.5_1,GRC,591134,0.447
GRC.6_1,GRC,2388679,0.606
GRC.7_1,GRC,1305323,0.418
GRC.8_1,GRC,1183796,0.457
GRD.1_1,GRD,4919,0.0
GRD.2_1,GRD,28687,0.817
GRD.3_1,GRD,16461,0.918
GRD.4_1,GRD,51621,0.94
GRD.5_1,GRD,7603,0.0
GRD.6_1,GRD,4615,0.0
GRD.7_1,GRD,12808,0.665
GRL.1_1,GRL,6072,0.0
GRL.2_1,GRL,0,0.0
GRL.3_1,GRL,11839,0.0
GRL.4_1,GRL,7815,0.626
GRL.5_1,GRL,22445,0.801
GTM.1_1,GTM,1546260,0.621
GTM.2_1,GTM,350433,0.53
GTM.3_1,GTM,824869,0.862
GTM.4_1,GTM,464640,0.562
GTM.5_1,GTM,182895,0.569
GTM.6_1,GTM,798965,0.706
GTM.7_1,GTM,3552788,0.967
GTM.8_1,GTM,1464614,0.614
GTM.9_1,GTM,530477,0.574
GTM.10_1,GTM,425146,0.625
GTM.11_1,GTM,523144,0.513
GTM.12_1,GTM,953637,0.498
GTM.13_1,GTM,985977,0.87
GTM.14_1,GTM,1378559,0.633
GTM.15_1,GTM,378596,0.743
GTM.16_1,GTM,383884,0.943
GTM.17_1,GTM,1291982,0.731
GTM.18_1,GTM,414773,0.604
GTM.19_1,GTM,599864,0.916
GTM.20_1,GTM,658748,0.805
GTM.21_1,GTM,660743,0.899
GTM.22_1,GTM,253349,0.587
GUF.1_1,GUF,197325,0.804
GUF.2_1,GUF,129514,0.634
GUM.1_1,GUM,3378,0.999
GUM.2_1,GUM,6905,0.922
GUM.3_1,GUM,2108,0.228
GUM.4_1,GUM,8819,0.93
GUM.5_1,GUM,7987,0.903
GUM.6_1,GUM,45668,0.957
GUM.7_1,GUM,926,0.896
GUM.8_1,GUM,2587,0.0
GUM.9_1,GUM,17561,0.856
GUM.10_1,GUM,2562,0.0
GUM.11_1,GUM,7982,1.0
GUM.12_1,GUM,1135,0.0
GUM.13_1,GUM,5648,0.306
GUM.14_1,GUM,2264,0.899
GUM.15_1,GUM,4935,0.842
GUM.16_1,GUM,21205,0.978
GUM.17_1,GUM,1122,0.0
GUM.18_1,GUM,21178,0.876
GUM.19_1,GUM,11108,0.805
GUY.1_1,GUY,34591,0.0
GUY.2_1,GUY,26657,0.456
GUY.3_1,GUY,327997,0.931
GUY.4_1,GUY,107850,0.741
GUY.5_1,GUY,129928,0.828
GUY.6_1,GUY,54177,0.604
GUY.7_1,GUY,50258,0.566
GUY.8_1,GUY,11890,0.0
GUY.9_1,GUY,42358,0.671
GUY.10_1,GUY,37080,0.202
HND.1_1,HND,626321,0.74
HND.2_1,HND,469956,0.46
HND.3_1,HND,368218,0.413
HND.4_1,HND,651534,0.515
HND.5_1,HND,467991,0.365
HND.6_1,HND,2215999,0.906
HND.7_1,HND,537779,0.301
HND.8_1,HND,2274771,0.839
HND.9_1,HND,116624,0.278
HND.10_1,HND,284847,0.216
HND.11_1,HND,92657,0.754
HND.12_1,HND,234163,0.346
HND.13_1,HND,382782,0.187
HND.14_1,HND,185915,0.309
HND.15_1,HND,625883,0.286
HND.16_1,HND,507198,0.356
HND.17_1,HND,191886,0.424
HND.18_1,HND,679881,0.538
HRV.1_1,HRV,101196,0.306
HRV.2_1,HRV,136141,0.482
HRV.3_1,HRV,117289,0.414
HRV.4_1,HRV,855949,0.92
HRV.5_1,HRV,200528,0.429
HRV.6_1,HRV,114314,0.404
HRV.7_1,HRV,101769,0.288
HRV.8_1,HRV,117564,0.052
HRV.9_1,HRV,46104,0.0
HRV.10_1,HRV,102287,0.305
HRV.11_1,HRV,265049,0.537
HRV.12_1,HRV,66829,0.252
HRV.13_1,HRV,270242,0.64
HRV.14_1,HRV,97072,0.442
HRV.15_1,HRV,152164,0.371
HRV.16_1,HRV,426773,0.677
HRV.17_1,HRV,163384,0.333
HRV.18_1,HRV,72582,0.274
HRV.19_1,HRV,141453,0.391
HRV.20_1,HRV,171056,0.491
HRV.21_1,HRV,238827,0.452
HTI.1_1,HTI,924466,0.643
HTI.2_1,HTI,585288,0.764
HTI.3_1,HTI,2328941,0.892
HTI.4_1,HTI,439094,0.765
HTI.7_1,HTI,1328043,0.906
HTI.5_1,HTI,472980,0.7
HTI.6_1,HTI,1055384,0.9
HTI.8_1,HTI,3187880,0.894
HTI.10_1,HTI,882080,0.805
HTI.9_1,HTI,785819,0.806
HUN.1_1,HUN,485836,0.491
HUN.2_1,HUN,346727,0.543
HUN.3_1,HUN,318153,0.47
HUN.4_1,HUN,664433,0.496
HUN.5_1,HUN,1889258,0.995
HUN.6_1,HUN,400960,0.688
HUN.7_1,HUN,448495,0.5
HUN.8_1,HUN,494355,0.548
HUN.9_1,HUN,619551,0.669
HUN.10_1,HUN,308176,0.448
HUN.11_1,HUN,374879,0.547
HUN.12_1,HUN,242226,0.609
HUN.13_1,HUN,192399,0.351
HUN.14_1,HUN,1179792,0.727
HUN.15_1,HUN,294035,0.372
HUN.16_1,HUN,596164,0.36
HUN.17_1,HUN,213531,0.419
HUN.18_1,HUN,250528,0.505
HUN.19_1,HUN,315424,0.48
HUN.20_1,HUN,235921,0.436
IDN.1_1,IDN,4598824,0.766
IDN.2_1,IDN,4836112,0.936
IDN.3_1,IDN,1706630,0.669
IDN.4_1,IDN,14498321,0.974
IDN.5_1,IDN,1910789,0.674
IDN.6_1,IDN,1302489,0.797
IDN.7_1,IDN,11129211,0.999
IDN.8_1,IDN,4011908,0.689
IDN.9_1,IDN,53777609,0.97
IDN.10_1,IDN,32184690,0.951
IDN.11_1,IDN,38548487,0.948
IDN.12_1,IDN,5123561,0.546
IDN.13_1,IDN,4391631,0.735
IDN.14_1,IDN,2706330,0.497
IDN.34_1,IDN,4534132,0.746
IDN.35_1,IDN,811823,0.677
IDN.16_1,IDN,2804499,0.9
IDN.17_1,IDN,8596476,0.791
IDN.19_1,IDN,2101098,0.697
IDN.18_1,IDN,1715951,0.648
IDN.20_1,IDN,5207967,0.893
IDN.21_1,IDN,5700808,0.571
IDN.23_1,IDN,7250439,0.772
IDN.22_1,IDN,1385544,0.72
IDN.24_1,IDN,8670476,0.713
IDN.25_1,IDN,1728456,0.722
IDN.26_1,IDN,9170011,0.782
IDN.27_1,IDN,3254501,0.657
IDN.28_1,IDN,3029468,0.673
IDN.29_1,IDN,2776296,0.812
IDN.30_1,IDN,5472747,0.805
IDN.31_1,IDN,8054398,0.68
IDN.32_1,IDN,14365374,0.792
IDN.33_1,IDN,3731824,0.951
IMN.1_2,IMN,1383,0.0
IMN.2_2,IMN,3383,0.235
IMN.3_2,IMN,921,0.0
IMN.4_2,IMN,4704,0.584
IMN.5_2,IMN,309,0.0
IMN.6_2,IMN,2676,0.0
IMN.7_2,IMN,26608,0.994
IMN.8_2,IMN,3564,0.001
IMN.9_2,IMN,1168,0.219
IMN.10_2,IMN,1162,0.0
IMN.11_2,IMN,1457,0.095
IMN.12_2,IMN,2362,0.0
IMN.13_2,IMN,2699,0.0
IMN.14_2,IMN,1771,0.0
IMN.15_2,IMN,8448,0.925
IMN.16_2,IMN,1962,0.037
IMN.17_2,IMN,7071,1.0
IMN.18_2,IMN,2711,0.948
IMN.19_2,IMN,1825,0.989
IMN.20_2,IMN,8068,0.975
IMN.21_2,IMN,666,0.0
IND.1_1,IND,394215,0.76
IND.2_1,IND,53319147,0.771
IND.3_1,IND,670630,0.457
Z07.3_1,IND,1106077,0.396
IND.4_1,IND,36221870,0.899
IND.5_1,IND,133169097,0.983
IND.6_1,IND,1006250,1.0
IND.7_1,IND,31070079,0.692
IND.8_1,IND,659587,0.964
IND.9_1,IND,243257,0.992
IND.10_1,IND,1543332,0.882
IND.11_1,IND,74341360,0.8
IND.12_1,IND,30545986,0.835
IND.13_1,IND,7793492,0.706
Z04.13_1,IND,63,0.0
Z09.13_1,IND,12,0.0
Z01.14_1,IND,15710958,0.885
IND.15_1,IND,41264173,0.868
IND.16_1,IND,73663511,0.747
IND.17_1,IND,45897674,0.972
IND.18_1,IND,63928,0.837
IND.19_1,IND,88482602,0.673
IND.20_1,IND,131174682,0.758
IND.21_1,IND,3605793,0.807
IND.22_1,IND,4028147,0.604
IND.23_1,IND,1435333,0.576
IND.24_1,IND,2016681,0.642
IND.25_1,IND,21907666,0.999
IND.26_1,IND,47744015,0.763
IND.27_1,IND,1398698,0.985
IND.28_1,IND,31808582,0.819
IND.29_1,IND,84635931,0.669
IND.30_1,IND,666339,0.768
IND.31_1,IND,84492898,0.891
IND.32_1,IND,39855795,0.729
IND.33_1,IND,4281431,0.879
IND.34_1,IND,242727849,0.957
IND.35_1,IND,12173477,0.777
Z05.35_1,IND,7,0.0
Z09.35_1,IND,247,0.0
IND.36_1,IND,103514012,0.968
IRL.1_1,IRL,59503,0.337
IRL.2_1,IRL,91450,0.134
IRL.3_1,IRL,118575,0.306
IRL.5_1,IRL,178509,0.149
IRL.6_1,IRL,1320752,0.971
IRL.7_1,IRL,276879,0.386
IRL.8_1,IRL,141655,0.235
IRL.9_1,IRL,253761,0.591
IRL.10_1,IRL,104590,0.3
IRL.11_1,IRL,114692,0.44
IRL.12_1,IRL,35648,0.0
IRL.13_1,IRL,189389,0.452
IRL.14_1,IRL,47594,0.221
IRL.15_1,IRL,138900,0.547
IRL.16_1,IRL,131100,0.157
IRL.17_1,IRL,222807,0.474
IRL.18_1,IRL,64723,0.117
IRL.19_1,IRL,82790,0.356
IRL.20_1,IRL,70508,0.143
IRL.21_1,IRL,68685,0.272
IRL.22_1,IRL,163703,0.227
IRL.23_1,IRL,114083,0.544
IRL.24_1,IRL,93505,0.399
IRL.25_1,IRL,164269,0.307
IRL.26_1,IRL,163502,0.627
IRL.4_1,IRL,558864,0.496
IRN.1_1,IRN,5843239,0.974
IRN.2_1,IRN,1541811,0.81
IRN.3_1,IRN,1269609,0.783
IRN.4_1,IRN,1018919,0.75
IRN.5_1,IRN,3457585,0.79
IRN.6_1,IRN,5137145,0.864
IRN.7_1,IRN,9366803,0.877
IRN.8_1,IRN,2178338,0.792
IRN.9_1,IRN,1743704,0.688
IRN.10_1,IRN,2306431,0.743
IRN.11_1,IRN,1859523,0.709
IRN.12_1,IRN,436836,0.706
IRN.13_1,IRN,4616625,0.841
IRN.14_1,IRN,1741710,0.817
IRN.15_1,IRN,5573364,0.863
IRN.16_1,IRN,686285,0.844
IRN.17_1,IRN,1270093,0.783
IRN.18_1,IRN,1893423,0.802
IRN.19_1,IRN,1762671,0.766
IRN.20_1,IRN,3179557,0.827
IRN.21_1,IRN,911891,0.757
IRN.22_1,IRN,1152731,0.708
IRN.23_1,IRN,1195303,0.86
IRN.24_1,IRN,10211745,0.867
IRN.25_1,IRN,772276,0.741
IRN.26_1,IRN,2580918,0.8
IRN.27_1,IRN,490357,0.595
IRN.28_1,IRN,11000198,0.979
IRN.29_1,IRN,3189382,0.819
IRN.30_1,IRN,1037180,0.821
IRN.31_1,IRN,946490,0.692
IRQ.1_1,IRQ,2623913,0.864
IRQ.2_1,IRQ,3591214,0.943
IRQ.3_1,IRQ,1039377,0.83
IRQ.4_1,IRQ,2038179,0.855
IRQ.5_1,IRQ,1675316,0.96
IRQ.6_1,IRQ,2657369,0.853
IRQ.7_1,IRQ,2208674,0.861
IRQ.8_1,IRQ,1965983,0.838
IRQ.9_1,IRQ,3060581,0.833
IRQ.10_1,IRQ,6414998,0.997
IRQ.11_1,IRQ,2603416,0.863
IRQ.12_1,IRQ,3082548,0.936
IRQ.13_1,IRQ,2109703,0.789
IRQ.14_1,IRQ,1424418,0.966
IRQ.15_1,IRQ,1390875,0.812
IRQ.16_1,IRQ,4854394,0.839
IRQ.17_1,IRQ,3169382,0.895
IRQ.18_1,IRQ,1634427,0.712
ISL.1_1,ISL,12658,0.0
ISL.3_1,ISL,229982,0.963
ISL.2_1,ISL,30395,0.612
ISL.4_1,ISL,7127,0.0
ISL.5_1,ISL,29983,0.283
ISL.6_1,ISL,33039,0.674
ISL.7_1,ISL,4885,0.0
ISL.8_1,ISL,14441,0.421
ISR.1_1,ISR,44038,0.319
ISR.2_1,ISR,1310579,0.851
ISR.3_1,ISR,986793,0.962
ISR.4_1,ISR,2781673,0.981
ISR.5_1,ISR,1515881,0.851
ISR.6_1,ISR,1205265,0.959
ISR.7_1,ISR,1599007,1.0
ITA.1_1,ITA,1221797,0.545
ITA.2_1,ITA,3786704,0.879
ITA.3_1,ITA,491066,0.428
ITA.4_1,ITA,1696111,0.555
ITA.5_1,ITA,5605872,0.859
ITA.6_1,ITA,4504263,0.684
ITA.7_1,ITA,1231321,0.678
ITA.8_1,ITA,5829218,0.828
ITA.9_1,ITA,1455164,0.85
ITA.10_1,ITA,10133258,0.87
ITA.11_1,ITA,1454211,0.611
ITA.12_1,ITA,258892,0.331
ITA.13_1,ITA,4223060,0.701
ITA.14_1,ITA,1500149,0.617
ITA.15_1,ITA,4581326,0.838
ITA.16_1,ITA,3526351,0.729
ITA.17_1,ITA,1039278,0.549
ITA.18_1,ITA,888895,0.584
ITA.19_1,ITA,116227,0.542
ITA.20_1,ITA,4967886,0.74
JAM.1_1,JAM,256357,0.544
JAM.2_1,JAM,72547,0.411
JAM.3_1,JAM,99111,0.961
JAM.4_1,JAM,195529,0.703
JAM.5_1,JAM,83702,0.453
JAM.6_1,JAM,574113,0.959
JAM.7_1,JAM,179986,0.536
JAM.8_1,JAM,564993,0.879
JAM.9_1,JAM,155219,0.318
JAM.10_1,JAM,195738,0.837
JAM.11_1,JAM,116148,0.502
JAM.12_1,JAM,97002,0.635
JAM.13_1,JAM,77807,0.396
JAM.14_1,JAM,150981,0.417
JEY.1_1,JEY,5419,0.898
JEY.2_1,JEY,11967,0.955
JEY.3_1,JEY,10711,1.0
JEY.4_1,JEY,39538,0.997
JEY.5_1,JEY,3505,0.86
JEY.6_1,JEY,6092,0.854
JEY.7_1,JEY,4015,0.71
JEY.8_1,JEY,2072,0.793
JEY.9_1,JEY,4726,0.731
JEY.10_1,JEY,5971,0.923
JEY.11_1,JEY,15697,0.974
JEY.12_1,JEY,3678,0.774
JOR.1_1,JOR,296773,0.91
JOR.2_1,JOR,4687800,0.984
JOR.3_1,JOR,211422,0.835
JOR.4_1,JOR,1123220,0.946
JOR.5_1,JOR,1908950,0.949
JOR.6_1,JOR,183298,0.859
JOR.7_1,JOR,378760,0.829
JOR.8_1,JOR,169386,0.57
JOR.9_1,JOR,243287,0.848
JOR.10_1,JOR,553176,0.719
JOR.11_1,JOR,139101,0.885
JOR.12_1,JOR,1546403,0.969
JPN.1_1,JPN,7711706,0.984
JPN.2_1,JPN,944529,0.595
JPN.3_1,JPN,1185359,0.737
JPN.4_1,JPN,5685753,0.945
JPN.5_1,JPN,1323192,0.843
JPN.6_1,JPN,774747,0.805
JPN.7_1,JPN,4977123,0.965
JPN.8_1,JPN,1901987,0.739
JPN.9_1,JPN,2001629,0.878
JPN.10_1,JPN,1785115,0.919
JPN.11_1,JPN,2627516,0.886
JPN.12_1,JPN,5274432,0.812
JPN.13_1,JPN,5202507,0.926
JPN.14_1,JPN,2671733,0.858
JPN.15_1,JPN,1153716,0.893
JPN.16_1,JPN,1209504,0.615
JPN.17_1,JPN,919414,0.936
JPN.18_1,JPN,1556198,0.727
JPN.19_1,JPN,9589995,0.996
JPN.20_1,JPN,677962,0.737
JPN.21_1,JPN,1761814,0.809
JPN.22_1,JPN,2315029,0.939
JPN.23_1,JPN,1606471,0.864
JPN.24_1,JPN,2492957,0.854
JPN.25_1,JPN,1082315,0.788
JPN.26_1,JPN,2067275,0.838
JPN.27_1,JPN,1282197,0.802
