gid,alpha3,totalPopulation,fractionUrban
BHS.14_1,BHS,1522,0.0
BHS.15_1,BHS,4317,0.0
BHS.16_1,BHS,659,0.0
BHS.17_1,BHS,2560,0.0
BHS.18_1,BHS,525,0.0
BHS.19_1,BHS,236,0.0
BHS.20_1,BHS,406,0.0
BHS.21_1,BHS,312311,0.979
BHS.22_1,BHS,1717,0.0
BHS.23_1,BHS,3893,0.0
BHS.24_1,BHS,3109,0.0
BHS.25_1,BHS,55,0.0
BHS.26_1,BHS,103,0.0
BHS.27_1,BHS,698,0.0
BHS.28_1,BHS,1056,0.0
BHS.29_1,BHS,925,0.0
BHS.30_1,BHS,1947,0.0
BHS.31_1,BHS,1241,0.0
BHS.32_1,BHS,33586,0.649
BIH.1_1,BIH,148378,0.641
BIH.2_1,BIH,2036798,0.565
BIH.3_1,BIH,992688,0.383
BLM.1_1,BLM,4793,0.74
BLM.2_1,BLM,6099,0.972
BLR.1_1,BLR,1404106,0.718
BLR.2_1,BLR,1461083,0.73
BLR.3_1,BLR,1021451,0.666
BLR.5_1,BLR,1112711,0.48
BLR.7_1,BLR,2194802,0.972
BLR.4_1,BLR,1025373,0.742
BLR.6_1,BLR,1195375,0.673
BLZ.1_1,BLZ,131324,0.771
BLZ.2_1,BLZ,105900,0.634
BLZ.3_1,BLZ,50560,0.387
BLZ.4_1,BLZ,45070,0.318
BLZ.5_1,BLZ,50452,0.473
BLZ.6_1,BLZ,35307,0.34
BMU.1_1,BMU,6838,1.0
BMU.2_1,BMU,6220,0.981
BMU.3_1,BMU,1012,1.0
BMU.4_1,BMU,6125,1.0
BMU.5_1,BMU,9036,0.997
BMU.6_1,BMU,5750,0.956
BMU.7_1,BMU,1424,0.83
BMU.8_1,BMU,7468,0.971
BMU.9_1,BMU,4608,0.998
BMU.10_1,BMU,6618,0.988
BMU.11_1,BMU,8194,0.994
BOL.3_1,BOL,475417,0.716
BOL.1_1,BOL,647141,0.554
BOL.2_1,BOL,2204626,0.774
BOL.4_1,BOL,3319371,0.727
BOL.5_1,BOL,666847,0.719
BOL.6_1,BOL,242981,0.473
BOL.7_1,BOL,973296,0.502
BOL.8_1,BOL,3607115,0.795
BOL.9_1,BOL,656884,0.731
BRA.1_1,BRA,968955,0.685
BRA.2_1,BRA,3445983,0.726
BRA.3_1,BRA,967537,0.857
BRA.4_1,BRA,4594112,0.788
BRA.5_1,BRA,15338023,0.664
BRA.6_1,BRA,9654177,0.681
BRA.7_1,BRA,3467166,0.964
BRA.8_1,BRA,4313108,0.785
BRA.9_1,BRA,7822881,0.853
BRA.10_1,BRA,7658182,0.63
BRA.12_1,BRA,3747647,0.732
BRA.11_1,BRA,2962975,0.806
BRA.13_1,BRA,21961557,0.762
BRA.14_1,BRA,9446622,0.685
BRA.15_1,BRA,4225108,0.678
BRA.16_1,BRA,11431547,0.789
BRA.17_1,BRA,10172563,0.787
BRA.18_1,BRA,3485344,0.551
BRA.19_1,BRA,17906561,0.942
BRA.20_1,BRA,3758655,0.726
BRA.21_1,BRA,11300496,0.775
BRA.22_1,BRA,1788037,0.687
BRA.23_1,BRA,631682,0.714
BRA.24_1,BRA,7430799,0.752
BRA.25_1,BRA,45961913,0.931
BRA.26_1,BRA,2549874,0.729
BRA.27_1,BRA,1747799,0.643
BRB.1_1,BRB,52220,0.954
BRB.2_1,BRB,4178,0.0
BRB.3_1,BRB,19260,0.859
BRB.4_1,BRB,32798,0.942
BRB.5_1,BRB,7751,0.429
BRB.6_1,BRB,5390,0.408
BRB.7_1,BRB,8750,0.306
BRB.8_1,BRB,87895,0.993
BRB.9_1,BRB,10303,0.7
BRB.10_1,BRB,38693,0.884
BRB.11_1,BRB,14612,0.643
BRN.1_1,BRN,63459,0.854
BRN.2_1,BRN,337517,0.914
BRN.3_1,BRN,8631,0.0
BRN.4_1,BRN,48114,0.407
BTN.1_1,BTN,21333,0.308
BTN.2_1,BTN,137803,0.567
BTN.3_1,BTN,31637,0.0
BTN.4_1,BTN,3515,0.0
BTN.5_1,BTN,16128,0.351
BTN.6_1,BTN,18160,0.0
BTN.7_1,BTN,51627,0.0
BTN.8_1,BTN,46769,0.567
BTN.9_1,BTN,27074,0.0
BTN.10_1,BTN,25806,0.235
BTN.11_1,BTN,47190,0.24
BTN.12_1,BTN,77220,0.254
BTN.13_1,BTN,52343,0.318
BTN.14_1,BTN,72959,0.745
BTN.19_1,BTN,22041,0.0
BTN.15_1,BTN,63641,0.199
BTN.16_1,BTN,18316,0.0
BTN.17_1,BTN,25164,0.0
BTN.18_1,BTN,48023,0.299
BTN.20_1,BTN,24289,0.0
BWA.1_1,BWA,725816,0.6
BWA.2_1,BWA,32354,0.53
BWA.3_1,BWA,141211,0.983
BWA.4_1,BWA,275261,0.974
BWA.5_1,BWA,65024,0.485
BWA.6_1,BWA,5795,0.898
BWA.7_1,BWA,67175,0.45
BWA.8_1,BWA,128359,0.719
BWA.9_1,BWA,457726,0.729
BWA.10_1,BWA,96357,0.995
BWA.11_1,BWA,82856,0.365
BWA.12_1,BWA,207553,0.655
BWA.13_1,BWA,64460,0.985
BWA.14_1,BWA,145025,0.768
BWA.15_1,BWA,265856,0.581
BWA.16_1,BWA,3045,0.0
CAF.1_1,CAF,66376,0.47
CAF.2_1,CAF,376455,0.997
CAF.3_1,CAF,381760,0.209
CAF.4_1,CAF,88539,0.819
CAF.5_1,CAF,138138,0.639
CAF.6_1,CAF,179567,0.452
CAF.7_1,CAF,379750,0.535
CAF.8_1,CAF,546052,0.694
CAF.9_1,CAF,250607,0.49
CAF.10_1,CAF,180755,0.493
CAF.11_1,CAF,360410,0.514
CAF.12_1,CAF,1244178,0.866
CAF.13_1,CAF,425649,0.403
CAF.15_1,CAF,567589,0.397
CAF.14_1,CAF,662732,0.369
CAF.16_1,CAF,168167,0.599
CAF.17_1,CAF,80332,0.504
CAN.1_1,CAN,5009285,0.794
CAN.2_1,CAN,5263810,0.824
CAN.3_1,CAN,1429858,0.665
CAN.4_1,CAN,813540,0.38
CAN.5_1,CAN,536707,0.445
CAN.6_1,CAN,41987,0.433
CAN.7_1,CAN,979747,0.498
CAN.8_1,CAN,37953,0.216
CAN.9_1,CAN,14836930,0.827
CAN.10_1,CAN,154793,0.387
CAN.11_1,CAN,8584956,0.749
CAN.12_1,CAN,1308004,0.587
CAN.13_1,CAN,46153,0.553
CHE.1_1,CHE,706195,0.842
CHE.2_1,CHE,53069,0.505
CHE.3_1,CHE,16957,0.473
CHE.4_1,CHE,287653,0.862
CHE.5_1,CHE,171997,0.997
CHE.6_1,CHE,1026937,0.663
CHE.7_1,CHE,358844,0.617
CHE.8_1,CHE,519070,0.975
CHE.9_1,CHE,39773,0.535
CHE.10_1,CHE,214387,0.396
CHE.11_1,CHE,72205,0.333
CHE.12_1,CHE,431371,0.678
CHE.13_1,CHE,183194,0.773
CHE.14_1,CHE,43128,0.701
CHE.15_1,CHE,41122,0.522
CHE.16_1,CHE,524682,0.763
CHE.17_1,CHE,81369,0.672
CHE.18_1,CHE,176331,0.751
CHE.19_1,CHE,272596,0.801
CHE.20_1,CHE,272760,0.687
CHE.21_1,CHE,375929,0.807
CHE.22_1,CHE,36561,0.51
CHE.23_1,CHE,388871,0.66
CHE.24_1,CHE,861687,0.754
CHE.25_1,CHE,137160,0.853
CHE.26_1,CHE,1565468,0.909
CHL.2_1,CHL,608126,0.903
CHL.3_1,CHL,1117324,0.612
CHL.4_1,CHL,155366,0.819
CHL.5_1,CHL,333254,0.803
CHL.1_1,CHL,127708,0.606
CHL.6_1,CHL,1775259,0.813
CHL.7_1,CHL,883476,0.733
CHL.8_1,CHL,1031119,0.618
CHL.9_1,CHL,1049626,0.635
CHL.10_1,CHL,408820,0.606
CHL.11_1,CHL,165741,0.849
CHL.12_1,CHL,1160498,0.577
CHL.13_1,CHL,484788,0.531
CHL.14_1,CHL,7849680,0.961
CHL.15_1,CHL,232277,0.795
CHL.16_1,CHL,2084229,0.852
CHN.1_1,CHN,61972241,0.837
CHN.2_1,CHN,24160762,0.973
CHN.3_1,CHN,32945209,0.855
CHN.4_1,CHN,38091605,0.879
CHN.5_1,CHN,24760786,0.721
CHN.6_1,CHN,122571529,0.935
CHN.7_1,CHN,47765579,0.739
CHN.8_1,CHN,33704984,0.693
CHN.9_1,CHN,9706129,0.778
CHN.10_1,CHN,76965824,0.879
CHN.11_1,CHN,39072464,0.646
CHN.12_1,CHN,97280259,0.903
CHN.HKG,CHN,7419246,0.995
CHN.13_1,CHN,54607126,0.809
CHN.14_1,CHN,67848472,0.817
CHN.15_1,CHN,91925625,0.929
CHN.16_1,CHN,50373071,0.822
CHN.17_1,CHN,26945926,0.648
CHN.18_1,CHN,44799045,0.77
CHN.MAC,CHN,706596,0.999
CHN.19_1,CHN,25688865,0.628
CHN.20_1,CHN,7435534,0.785
CHN.21_1,CHN,6506883,0.76
CHN.22_1,CHN,38093941,0.819
CHN.23_1,CHN,97661867,0.897
CHN.24_1,CHN,34043944,0.995
CHN.25_1,CHN,39618988,0.824
CHN.26_1,CHN,74894993,0.798
CHN.27_1,CHN,16109043,0.965
CHN.28_1,CHN,26223340,0.732
Z02.28_1,CHN,144,0.0
Z03.28_1,CHN,3655,0.0
CHN.29_1,CHN,3299301,0.356
Z03.29_1,CHN,650,0.0
Z08.29_1,CHN,133,0.0
CHN.30_1,CHN,47874633,0.696
CHN.31_1,CHN,60215745,0.924
CIV.1_1,CIV,6612331,0.989
CIV.2_1,CIV,3055509,0.607
CIV.3_1,CIV,1502140,0.647
CIV.4_1,CIV,371592,0.372
CIV.5_1,CIV,2163104,0.632
CIV.6_1,CIV,1616767,0.452
CIV.7_1,CIV,1719785,0.63
CIV.8_1,CIV,3284045,0.601
CIV.9_1,CIV,3086712,0.64
CIV.10_1,CIV,2308345,0.549
CIV.11_1,CIV,1823035,0.627
CIV.12_1,CIV,1186469,0.393
CIV.13_1,CIV,453221,0.765
CIV.14_1,CIV,1137049,0.351
CMR.1_1,CMR,1472233,0.66
CMR.2_1,CMR,7025529,0.872
CMR.3_1,CMR,1062394,0.628
CMR.4_1,CMR,4801400,0.627
CMR.5_1,CMR,5408585,0.943
CMR.7_1,CMR,3201734,0.578
CMR.6_1,CMR,2250284,0.717
CMR.8_1,CMR,2049729,0.692
CMR.10_1,CMR,993545,0.565
CMR.9_1,CMR,1890219,0.725
COD.1_1,COD,1267892,0.642
COD.2_1,COD,2070024,0.558
COD.3_1,COD,9458685,0.845
COD.4_1,COD,7943653,0.802
COD.5_1,COD,1773414,0.531
COD.6_1,COD,5223462,0.713
COD.9_1,COD,5754776,0.75
COD.7_1,COD,6721218,0.779
COD.8_1,COD,4818267,0.913
COD.10_1,COD,13492081,0.985
COD.11_1,COD,4550969,0.635
COD.12_1,COD,1852841,0.377
COD.13_1,COD,3550740,0.436
COD.14_1,COD,3537986,0.638
COD.15_1,COD,3993344,0.765
COD.16_1,COD,1345843,0.415
COD.17_1,COD,2580593,0.622
COD.18_1,COD,1917327,0.566
COD.19_1,COD,7996675,0.864
COD.20_1,COD,1303757,0.538
COD.21_1,COD,166484,0.361
COD.22_1,COD,5203173,0.831
COD.23_1,COD,2499751,0.541
COD.24_1,COD,5513886,0.706
COD.25_1,COD,3161813,0.558
COD.26_1,COD,1391460,0.286
COG.1_1,COG,187325,0.669
COG.2_1,COG,2764324,1.0
COG.4_1,COG,130740,0.703
COG.3_1,COG,165661,0.727
COG.5_1,COG,526048,0.842
COG.6_1,COG,137824,0.556
COG.7_1,COG,1521509,0.785
COG.8_1,COG,99745,0.667
COG.9_1,COG,73403,0.3
COG.10_1,COG,255843,1.0
COG.11_1,COG,435625,0.981
COG.12_1,COG,85609,0.699
COK.1_1,COK,3800,0.0
COK.2_1,COK,601,0.0
COK.3_1,COK,714,0.0
COK.4_1,COK,148,0.0
COK.5_1,COK,310,0.0
COK.6_1,COK,258,0.0
COK.7_1,COK,142,0.0
COK.8_1,COK,187,0.0
COK.9_1,COK,589,0.0
COK.10_1,COK,48,0.0
COK.11_1,COK,10180,0.0
COL.1_2,COL,120359,0.596
COL.2_2,COL,6048108,0.827
COL.3_2,COL,387308,0.626
COL.4_2,COL,2690945,0.958
COL.5_2,COL,9391758,0.998
COL.6_2,COL,2857694,0.82
COL.7_2,COL,1111369,0.577
COL.8_2,COL,860619,0.8
COL.9_2,COL,561083,0.632
COL.10_2,COL,896504,0.749
COL.11_2,COL,1387662,0.554
COL.12_2,COL,1117117,0.823
COL.13_2,COL,479553,0.507
COL.14_2,COL,2014972,0.669
COL.15_2,COL,3335684,0.807
COL.16_2,COL,102544,0.535
COL.17_2,COL,146887,0.538
COL.18_2,COL,1157282,0.663
COL.19_2,COL,1210285,0.725
COL.20_2,COL,1188537,0.766
COL.21_2,COL,912400,0.671
COL.22_2,COL,1697643,0.674
COL.23_2,COL,1318945,0.805
COL.24_2,COL,431494,0.641
COL.25_2,COL,597272,0.842
COL.26_2,COL,917546,0.874
COL.27_1,COL,81533,0.937
COL.28_2,COL,2318184,0.782
COL.29_2,COL,817113,0.71
COL.30_2,COL,1292021,0.774
COL.31_2,COL,4899599,0.931
COL.32_2,COL,84610,0.476
COL.33_2,COL,73589,0.459
COM.3_1,COM,359882,0.97
COM.2_1,COM,461709,0.85
COM.1_1,COM,60840,0.559
CPV.1_1,CPV,30688,0.785
CPV.2_1,CPV,5790,0.0
CPV.3_1,CPV,7646,0.0
CPV.4_1,CPV,6380,0.0
CPV.5_1,CPV,23243,0.876
CPV.6_1,CPV,8221,0.628
CPV.7_1,CPV,15116,0.866
CPV.8_1,CPV,8875,0.0
CPV.9_1,CPV,24768,0.488
CPV.10_1,CPV,8324,0.0
CPV.11_1,CPV,25285,0.825
CPV.12_1,CPV,37984,0.694
CPV.13_1,CPV,20187,0.549
CPV.14_1,CPV,7913,0.004
CPV.15_1,CPV,13311,0.009
CPV.16_1,CPV,17371,0.662
CPV.17_1,CPV,170438,0.997
CPV.18_1,CPV,6909,0.0
CPV.19_1,CPV,19780,0.913
CPV.20_1,CPV,104147,0.9
CPV.21_1,CPV,40029,0.854
CPV.22_1,CPV,5878,0.0
CRI.1_1,CRI,1226528,0.739
CRI.2_1,CRI,553753,0.836
CRI.3_1,CRI,409492,0.394
CRI.4_1,CRI,538229,0.879
CRI.5_1,CRI,437483,0.521
CRI.6_1,CRI,475227,0.464
CRI.7_1,CRI,1638545,0.903
CUB.1_1,CUB,764446,0.768
CUB.2_1,CUB,432328,0.673
CUB.3_1,CUB,409848,0.76
CUB.4_1,CUB,2127277,0.989
CUB.5_1,CUB,829640,0.856
CUB.6_1,CUB,509151,0.774
CUB.7_1,CUB,1023951,0.86
CUB.8_1,CUB,80305,0.691
CUB.9_1,CUB,368069,0.714
CUB.10_1,CUB,527322,0.852
CUB.11_1,CUB,716884,0.766
CUB.12_1,CUB,375234,0.645
CUB.13_1,CUB,701407,0.703
CUB.14_1,CUB,455066,0.708
CUB.15_1,CUB,1059356,0.873
CUB.16_1,CUB,761673,0.744
CYM.1_1,CYM,13961,0.985
CYM.3_1,CYM,868,0.0
CYM.4_1,CYM,41665,0.993
CYM.6_1,CYM,1541,0.277
CYM.8_1,CYM,1771,0.0
CYM.7_1,CYM,10153,0.959
CYP.1_1,CYP,46457,0.436
CYP.2_1,CYP,141965,0.738
CYP.3_1,CYP,267020,0.85
CYP.4_1,CYP,336512,0.8
CYP.5_1,CYP,119177,0.699
CZE.1_1,CZE,607461,0.45
CZE.2_1,CZE,1166962,0.583
CZE.3_1,CZE,280304,0.53
CZE.4_1,CZE,492080,0.359
CZE.5_1,CZE,526801,0.468
CZE.6_1,CZE,419909,0.555
CZE.7_1,CZE,1122628,0.706
CZE.8_1,CZE,579496,0.503
CZE.9_1,CZE,492375,0.478
CZE.10_1,CZE,575090,0.465
CZE.11_1,CZE,1363879,0.994
CZE.12_1,CZE,1551448,0.568
CZE.13_1,CZE,789794,0.685
CZE.14_1,CZE,546804,0.473
DEU.1_1,DEU,10996202,0.754
DEU.2_1,DEU,13347533,0.613
DEU.3_1,DEU,3628953,0.998
DEU.4_1,DEU,2446971,0.584
DEU.5_1,DEU,709353,0.989
DEU.6_1,DEU,1800793,0.99
DEU.7_1,DEU,6256343,0.758
DEU.8_1,DEU,1498496,0.493
DEU.9_1,DEU,7899492,0.61
DEU.10_1,DEU,18359719,0.873
DEU.11_1,DEU,4169996,0.621
DEU.12_1,DEU,973977,0.786
DEU.14_1,DEU,4127762,0.698
DEU.13_1,DEU,2100161,0.567
DEU.15_1,DEU,2913503,0.67
DEU.16_1,DEU,2026273,0.51
DJI.1_2,DJI,115391,0.859
DJI.6_1,DJI,36948,0.575
DJI.2_1,DJI,78832,0.717
DJI.3_1,DJI,753819,0.995
DJI.4_1,DJI,51857,0.708
DJI.5_1,DJI,128255,0.613
DMA.1_1,DMA,8457,0.0
DMA.2_1,DMA,5304,0.0
DMA.3_1,DMA,22767,0.887
DMA.4_1,DMA,7563,0.785
DMA.5_1,DMA,5326,0.0
DMA.6_1,DMA,1817,0.0
