alpha3,scenario,year,fractionUrban
SOM,SSP3,2050,0.509
SOM,SSP3,2100,0.651
ZAF,SSP3,2025,0.662
ZAF,SSP3,2030,0.673
ZAF,SSP3,2050,0.716
ZAF,SSP3,2100,0.792
KOR,SSP3,2025,0.843
KOR,SSP3,2030,0.849
KOR,SSP3,2050,0.884
KOR,SSP3,2100,0.953
SSD,SSP3,2025,0.224
SSD,SSP3,2030,0.24
SSD,SSP3,2050,0.306
SSD,SSP3,2100,0.471
ESP,SSP3,2025,0.8
ESP,SSP3,2030,0.806
ESP,SSP3,2050,0.826
ESP,SSP3,2100,0.879
LKA,SSP3,2025,0.226
LKA,SSP3,2030,0.241
LKA,SSP3,2050,0.306
LKA,SSP3,2100,0.472
SDN,SSP3,2025,0.387
SDN,SSP3,2030,0.405
SDN,SSP3,2050,0.471
SDN,SSP3,2100,0.617
SUR,SSP3,2025,0.664
SUR,SSP3,2030,0.664
SUR,SSP3,2050,0.664
SUR,SSP3,2100,0.664
SWE,SSP3,2025,0.849
SWE,SSP3,2030,0.849
SWE,SSP3,2050,0.849
SWE,SSP3,2100,0.849
CHE,SSP3,2025,0.736
CHE,SSP3,2030,0.736
CHE,SSP3,2050,0.736
CHE,SSP3,2100,0.736
SYR,SSP3,2025,0.598
SYR,SSP3,2030,0.612
SYR,SSP3,2050,0.666
SYR,SSP3,2100,0.761
TZA,SSP3,2025,0.35
TZA,SSP3,2030,0.372
TZA,SSP3,2050,0.456
TZA,SSP3,2100,0.622
THA,SSP3,2025,0.485
THA,SSP3,2030,0.503
THA,SSP3,2050,0.568
THA,SSP3,2100,0.701
TLS,SSP3,2025,0.274
TLS,SSP3,2030,0.274
TLS,SSP3,2050,0.274
TLS,SSP3,2100,0.274
TGO,SSP3,2025,0.371
TGO,SSP3,2030,0.371
TGO,SSP3,2050,0.371
TGO,SSP3,2100,0.371
TON,SSP3,2025,0.233
TON,SSP3,2030,0.233
TON,SSP3,2050,0.233
TON,SSP3,2100,0.233
TTO,SSP3,2025,0.542
TTO,SSP3,2030,0.542
TTO,SSP3,2050,0.542
TTO,SSP3,2100,0.542
TUN,SSP3,2025,0.708
TUN,SSP3,2030,0.719
TUN,SSP3,2050,0.754
TUN,SSP3,2100,0.816
TUR,SSP3,2025,0.75
TUR,SSP3,2030,0.762
TUR,SSP3,2050,0.798
TUR,SSP3,2100,0.846
TKM,SSP3,2025,0.482
TKM,SSP3,2030,0.482
TKM,SSP3,2050,0.482
TKM,SSP3,2100,0.482
TCA,SSP3,2025,0.898
TCA,SSP3,2030,0.898
TCA,SSP3,2050,0.898
TCA,SSP3,2100,0.898
TUV,SSP3,2025,0.538
TUV,SSP3,2030,0.538
TUV,SSP3,2050,0.538
TUV,SSP3,2100,0.538
UGA,SSP3,2025,0.251
UGA,SSP3,2030,0.271
UGA,SSP3,2050,0.35
UGA,SSP3,2100,0.531
UKR,SSP3,2025,0.719
UKR,SSP3,2030,0.728
UKR,SSP3,2050,0.761
UKR,SSP3,2100,0.82
ARE,SSP3,2025,0.837
ARE,SSP3,2030,0.837
ARE,SSP3,2050,0.837
ARE,SSP3,2100,0.837
GBR,SSP3,2025,0.825
GBR,SSP3,2030,0.83
GBR,SSP3,2050,0.846
GBR,SSP3,2100,0.91
USA,SSP3,2025,0.822
USA,SSP3,2030,0.826
USA,SSP3,2050,0.843
USA,SSP3,2100,0.906
VIR,SSP3,2025,0.944
VIR,SSP3,2030,0.944
VIR,SSP3,2050,0.944
VIR,SSP3,2100,0.944
URY,SSP3,2025,0.942
URY,SSP3,2030,0.942
URY,SSP3,2050,0.942
URY,SSP3,2100,0.942
UZB,SSP3,2025,0.551
UZB,SSP3,2030,0.564
UZB,SSP3,2050,0.621
UZB,SSP3,2100,0.734
VUT,SSP3,2025,0.243
VUT,SSP3,2030,0.243
VUT,SSP3,2050,0.243
VUT,SSP3,2100,0.243
VEN,SSP3,2025,0.906
VEN,SSP3,2030,0.913
VEN,SSP3,2050,0.94
VEN,SSP3,2100,0.982
VNM,SSP3,2025,0.351
VNM,SSP3,2030,0.368
VNM,SSP3,2050,0.434
VNM,SSP3,2100,0.584
YEM,SSP3,2025,0.38
YEM,SSP3,2030,0.4
YEM,SSP3,2050,0.472
YEM,SSP3,2100,0.63
ZMB,SSP3,2025,0.44
ZMB,SSP3,2030,0.456
ZMB,SSP3,2050,0.519
ZMB,SSP3,2100,0.659
ZWE,SSP3,2025,0.389
ZWE,SSP3,2030,0.406
ZWE,SSP3,2050,0.47
ZWE,SSP3,2100,0.616
AFG,SSP4,2025,0.287
AFG,SSP4,2030,0.304
AFG,SSP4,2050,0.371
AFG,SSP4,2100,0.531
ALB,SSP4,2025,0.597
ALB,SSP4,2030,0.622
ALB,SSP4,2050,0.712
ALB,SSP4,2100,0.839
DZA,SSP4,2025,0.742
DZA,SSP4,2030,0.76
DZA,SSP4,2050,0.816
DZA,SSP4,2100,0.924
ASM,SSP4,2025,0.916
ASM,SSP4,2030,0.927
ASM,SSP4,2050,0.962
ASM,SSP4,2100,0.996
AND,SSP4,2025,0.924
AND,SSP4,2030,0.934
AND,SSP4,2050,0.966
AND,SSP4,2100,0.996
AGO,SSP4,2025,0.688
AGO,SSP4,2030,0.713
AGO,SSP4,2050,0.79
AGO,SSP4,2100,0.914
ARG,SSP4,2025,0.941
ARG,SSP4,2030,0.95
ARG,SSP4,2050,0.976
ARG,SSP4,2100,0.997
ARM,SSP4,2025,0.703
ARM,SSP4,2030,0.721
ARM,SSP4,2050,0.781
ARM,SSP4,2100,0.881
AUS,SSP4,2025,0.895
AUS,SSP4,2030,0.906
AUS,SSP4,2050,0.946
AUS,SSP4,2100,0.995
AZE,SSP4,2025,0.613
AZE,SSP4,2030,0.637
AZE,SSP4,2050,0.719
AZE,SSP4,2100,0.837
BHS,SSP4,2025,0.849
BHS,SSP4,2030,0.863
BHS,SSP4,2050,0.913
BHS,SSP4,2100,0.987
BHR,SSP4,2025,0.92
BHR,SSP4,2030,0.931
BHR,SSP4,2050,0.964
BHR,SSP4,2100,0.996
BGD,SSP4,2025,0.4
BGD,SSP4,2030,0.433
BGD,SSP4,2050,0.565
BGD,SSP4,2100,0.79
BLR,SSP4,2025,0.797
BLR,SSP4,2030,0.81
BLR,SSP4,2050,0.849
BLR,SSP4,2100,0.959
BEL,SSP4,2025,0.99
BEL,SSP4,2030,0.993
BEL,SSP4,2050,0.996
BEL,SSP4,2100,0.999
BEN,SSP4,2025,0.496
BEN,SSP4,2030,0.516
BEN,SSP4,2050,0.585
BEN,SSP4,2100,0.713
BTN,SSP4,2025,0.457
BTN,SSP4,2030,0.493
BTN,SSP4,2050,0.626
BTN,SSP4,2100,0.823
BOL,SSP4,2025,0.732
BOL,SSP4,2030,0.751
BOL,SSP4,2050,0.808
BOL,SSP4,2100,0.913
BIH,SSP4,2025,0.54
BIH,SSP4,2030,0.566
BIH,SSP4,2050,0.665
BIH,SSP4,2100,0.816
BWA,SSP4,2025,0.708
BWA,SSP4,2030,0.733
BWA,SSP4,2050,0.811
BWA,SSP4,2100,0.938
BRA,SSP4,2025,0.886
BRA,SSP4,2030,0.899
BRA,SSP4,2050,0.942
BRA,SSP4,2100,0.994
VGB,SSP4,2025,0.55
VGB,SSP4,2030,0.581
VGB,SSP4,2050,0.688
VGB,SSP4,2100,0.836
BRN,SSP4,2025,0.792
BRN,SSP4,2030,0.804
BRN,SSP4,2050,0.84
BRN,SSP4,2100,0.949
BGR,SSP4,2025,0.774
BGR,SSP4,2030,0.787
BGR,SSP4,2050,0.828
BGR,SSP4,2100,0.935
BFA,SSP4,2025,0.315
BFA,SSP4,2030,0.339
BFA,SSP4,2050,0.432
BFA,SSP4,2100,0.612
BDI,SSP4,2025,0.148
BDI,SSP4,2030,0.163
BDI,SSP4,2050,0.231
BDI,SSP4,2100,0.411
CPV,SSP4,2025,0.7
CPV,SSP4,2030,0.723
CPV,SSP4,2050,0.797
CPV,SSP4,2100,0.916
KHM,SSP4,2025,0.274
KHM,SSP4,2030,0.299
KHM,SSP4,2050,0.405
KHM,SSP4,2100,0.665
CMR,SSP4,2025,0.611
CMR,SSP4,2030,0.639
CMR,SSP4,2050,0.733
CMR,SSP4,2100,0.853
CAN,SSP4,2025,0.835
CAN,SSP4,2030,0.842
CAN,SSP4,2050,0.888
CAN,SSP4,2100,0.976
CAF,SSP4,2025,0.438
CAF,SSP4,2030,0.455
CAF,SSP4,2050,0.516
CAF,SSP4,2100,0.657
TCD,SSP4,2025,0.268
TCD,SSP4,2030,0.285
TCD,SSP4,2050,0.351
TCD,SSP4,2100,0.513
CHL,SSP4,2025,0.91
CHL,SSP4,2030,0.92
CHL,SSP4,2050,0.958
CHL,SSP4,2100,0.996
CHN,SSP4,2025,0.587
CHN,SSP4,2030,0.618
CHN,SSP4,2050,0.719
CHN,SSP4,2100,0.851
COL,SSP4,2025,0.816
COL,SSP4,2030,0.826
COL,SSP4,2050,0.863
COL,SSP4,2100,0.965
COM,SSP4,2025,0.362
COM,SSP4,2030,0.388
COM,SSP4,2050,0.492
COM,SSP4,2100,0.726
COG,SSP4,2025,0.702
COG,SSP4,2030,0.721
COG,SSP4,2050,0.786
COG,SSP4,2100,0.893
CRI,SSP4,2025,0.773
CRI,SSP4,2030,0.789
CRI,SSP4,2050,0.839
CRI,SSP4,2100,0.951
HRV,SSP4,2025,0.629
HRV,SSP4,2030,0.652
HRV,SSP4,2050,0.73
HRV,SSP4,2100,0.842
CUB,SSP4,2025,0.803
CUB,SSP4,2030,0.813
CUB,SSP4,2050,0.845
CUB,SSP4,2100,0.955
CUW,SSP4,2025,0.933
CUW,SSP4,2030,0.944
CUW,SSP4,2050,0.971
CUW,SSP4,2100,0.997
CYP,SSP4,2025,0.741
CYP,SSP4,2030,0.758
CYP,SSP4,2050,0.809
CYP,SSP4,2100,0.913
CZE,SSP4,2025,0.78
CZE,SSP4,2030,0.792
CZE,SSP4,2050,0.83
CZE,SSP4,2100,0.935
CIV,SSP4,2025,0.557
CIV,SSP4,2030,0.583
CIV,SSP4,2050,0.679
CIV,SSP4,2100,0.823
COD,SSP4,2025,0.447
COD,SSP4,2030,0.463
COD,SSP4,2050,0.524
COD,SSP4,2100,0.663
DNK,SSP4,2025,0.906
DNK,SSP4,2030,0.916
DNK,SSP4,2050,0.955
DNK,SSP4,2100,0.995
DJI,SSP4,2025,0.806
DJI,SSP4,2030,0.815
DJI,SSP4,2050,0.847
DJI,SSP4,2100,0.956
DMA,SSP4,2025,0.747
DMA,SSP4,2030,0.764
DMA,SSP4,2050,0.816
DMA,SSP4,2100,0.922
DOM,SSP4,2025,0.787
DOM,SSP4,2030,0.802
DOM,SSP4,2050,0.846
DOM,SSP4,2100,0.957
ECU,SSP4,2025,0.698
ECU,SSP4,2030,0.718
ECU,SSP4,2050,0.783
ECU,SSP4,2100,0.888
EGY,SSP4,2025,0.513
EGY,SSP4,2030,0.539
EGY,SSP4,2050,0.639
EGY,SSP4,2100,0.803
SLV,SSP4,2025,0.72
SLV,SSP4,2030,0.739
SLV,SSP4,2050,0.8
SLV,SSP4,2100,0.906
GNQ,SSP4,2025,0.727
GNQ,SSP4,2030,0.748
GNQ,SSP4,2050,0.813
GNQ,SSP4,2100,0.929
ERI,SSP4,2025,0.423
ERI,SSP4,2030,0.446
ERI,SSP4,2050,0.53
ERI,SSP4,2100,0.678
EST,SSP4,2025,0.74
EST,SSP4,2030,0.755
EST,SSP4,2050,0.804
EST,SSP4,2100,0.906
SWZ,SSP4,2025,0.303
SWZ,SSP4,2030,0.33
SWZ,SSP4,2050,0.44
SWZ,SSP4,2100,0.695
ETH,SSP4,2025,0.211
ETH,SSP4,2030,0.225
ETH,SSP4,2050,0.288
ETH,SSP4,2100,0.455
FRO,SSP4,2025,0.49
FRO,SSP4,2030,0.517
FRO,SSP4,2050,0.62
FRO,SSP4,2100,0.796
FJI,SSP4,2025,0.601
FJI,SSP4,2030,0.625
FJI,SSP4,2050,0.712
FJI,SSP4,2100,0.836
FIN,SSP4,2025,0.869
FIN,SSP4,2030,0.883
FIN,SSP4,2050,0.928
FIN,SSP4,2100,0.991
FRA,SSP4,2025,0.814
FRA,SSP4,2030,0.823
FRA,SSP4,2050,0.854
FRA,SSP4,2100,0.962
PYF,SSP4,2025,0.673
PYF,SSP4,2030,0.693
PYF,SSP4,2050,0.76
PYF,SSP4,2100,0.857
GAB,SSP4,2025,0.91
GAB,SSP4,2030,0.923
GAB,SSP4,2050,0.961
GAB,SSP4,2100,0.996
GMB,SSP4,2025,0.626
GMB,SSP4,2030,0.648
GMB,SSP4,2050,0.717
GMB,SSP4,2100,0.804
GEO,SSP4,2025,0.63
GEO,SSP4,2030,0.654
GEO,SSP4,2050,0.731
GEO,SSP4,2100,0.842
DEU,SSP4,2025,0.804
DEU,SSP4,2030,0.814
DEU,SSP4,2050,0.845
DEU,SSP4,2100,0.955
GHA,SSP4,2025,0.592
GHA,SSP4,2030,0.618
GHA,SSP4,2050,0.71
GHA,SSP4,2100,0.84
GRC,SSP4,2025,0.799
GRC,SSP4,2030,0.809
GRC,SSP4,2050,0.842
GRC,SSP4,2100,0.95
GRL,SSP4,2025,0.878
GRL,SSP4,2030,0.891
GRL,SSP4,2050,0.933
GRL,SSP4,2100,0.992
GRD,SSP4,2025,0.444
GRD,SSP4,2030,0.469
GRD,SSP4,2050,0.573
GRD,SSP4,2100,0.772
GUM,SSP4,2025,0.964
GUM,SSP4,2030,0.969
GUM,SSP4,2050,0.989
GUM,SSP4,2100,0.998
GTM,SSP4,2025,0.565
GTM,SSP4,2030,0.59
GTM,SSP4,2050,0.683
GTM,SSP4,2100,0.822
GIN,SSP4,2025,0.391
GIN,SSP4,2030,0.409
GIN,SSP4,2050,0.476
GIN,SSP4,2100,0.621
GNB,SSP4,2025,0.467
GNB,SSP4,2030,0.488
GNB,SSP4,2050,0.56
GNB,SSP4,2100,0.695
HTI,SSP4,2025,0.541
HTI,SSP4,2030,0.563
HTI,SSP4,2050,0.64
HTI,SSP4,2100,0.754
HND,SSP4,2025,0.6
HND,SSP4,2030,0.626
HND,SSP4,2050,0.715
HND,SSP4,2100,0.841
HUN,SSP4,2025,0.741
HUN,SSP4,2030,0.757
HUN,SSP4,2050,0.805
HUN,SSP4,2100,0.907
ISL,SSP4,2025,0.961
ISL,SSP4,2030,0.966
ISL,SSP4,2050,0.987
ISL,SSP4,2100,0.998
IND,SSP4,2025,0.388
IND,SSP4,2030,0.415
IND,SSP4,2050,0.519
IND,SSP4,2100,0.743
IDN,SSP4,2025,0.599
IDN,SSP4,2030,0.629
IDN,SSP4,2050,0.726
IDN,SSP4,2100,0.854
IRN,SSP4,2025,0.767
IRN,SSP4,2030,0.783
IRN,SSP4,2050,0.83
IRN,SSP4,2100,0.94
IRQ,SSP4,2025,0.745
IRQ,SSP4,2030,0.76
IRQ,SSP4,2050,0.808
IRQ,SSP4,2100,0.91
IRL,SSP4,2025,0.686
IRL,SSP4,2030,0.705
IRL,SSP4,2050,0.769
IRL,SSP4,2100,0.869
ISR,SSP4,2025,0.95
ISR,SSP4,2030,0.957
ISR,SSP4,2050,0.981
ISR,SSP4,2100,0.998
ITA,SSP4,2025,0.74
ITA,SSP4,2030,0.755
ITA,SSP4,2050,0.804
ITA,SSP4,2100,0.906
JAM,SSP4,2025,0.616
JAM,SSP4,2030,0.64
JAM,SSP4,2050,0.721
JAM,SSP4,2100,0.838
JPN,SSP4,2025,0.937
JPN,SSP4,2030,0.946
JPN,SSP4,2050,0.973
JPN,SSP4,2100,0.997
JOR,SSP4,2025,0.902
JOR,SSP4,2030,0.914
JOR,SSP4,2050,0.954
JOR,SSP4,2100,0.995
KAZ,SSP4,2025,0.645
KAZ,SSP4,2030,0.668
KAZ,SSP4,2050,0.741
KAZ,SSP4,2100,0.846
KEN,SSP4,2025,0.314
KEN,SSP4,2030,0.341
KEN,SSP4,2050,0.452
KEN,SSP4,2100,0.705
KIR,SSP4,2025,0.56
KIR,SSP4,2030,0.588
KIR,SSP4,2050,0.686
KIR,SSP4,2100,0.83
LAO,SSP4,2025,0.397
LAO,SSP4,2030,0.43
LAO,SSP4,2050,0.561
LAO,SSP4,2100,0.788
LVA,SSP4,2025,0.737
LVA,SSP4,2030,0.752
LVA,SSP4,2050,0.803
LVA,SSP4,2100,0.904
LBN,SSP4,2025,0.915
LBN,SSP4,2030,0.925
LBN,SSP4,2050,0.961
LBN,SSP4,2100,0.996
LSO,SSP4,2025,0.34
LSO,SSP4,2030,0.371
LSO,SSP4,2050,0.501
LSO,SSP4,2100,0.757
LBR,SSP4,2025,0.528
LBR,SSP4,2030,0.542
LBR,SSP4,2050,0.598
LBR,SSP4,2100,0.72
LBY,SSP4,2025,0.82
LBY,SSP4,2030,0.831
LBY,SSP4,2050,0.872
LBY,SSP4,2100,0.969
LTU,SSP4,2025,0.729
LTU,SSP4,2030,0.745
LTU,SSP4,2050,0.798
LTU,SSP4,2100,0.9
LUX,SSP4,2025,0.919
LUX,SSP4,2030,0.929
LUX,SSP4,2050,0.963
LUX,SSP4,2100,0.996
MDG,SSP4,2025,0.373
MDG,SSP4,2030,0.392
MDG,SSP4,2050,0.463
MDG,SSP4,2100,0.612
MWI,SSP4,2025,0.198
MWI,SSP4,2030,0.214
MWI,SSP4,2050,0.278
MWI,SSP4,2100,0.444
MYS,SSP4,2025,0.769
MYS,SSP4,2030,0.786
MYS,SSP4,2050,0.837
MYS,SSP4,2100,0.949
MDV,SSP4,2025,0.461
MDV,SSP4,2030,0.494
MDV,SSP4,2050,0.614
MDV,SSP4,2100,0.805
MLI,SSP4,2025,0.423
MLI,SSP4,2030,0.443
MLI,SSP4,2050,0.516
MLI,SSP4,2100,0.665
MLT,SSP4,2025,0.964
MLT,SSP4,2030,0.969
MLT,SSP4,2050,0.989
MLT,SSP4,2100,0.998
MHL,SSP4,2025,0.785
MHL,SSP4,2030,0.798
MHL,SSP4,2050,0.837
MHL,SSP4,2100,0.945
MRT,SSP4,2025,0.566
MRT,SSP4,2030,0.597
MRT,SSP4,2050,0.702
MRT,SSP4,2100,0.843
MUS,SSP4,2025,0.498
MUS,SSP4,2030,0.525
MUS,SSP4,2050,0.626
MUS,SSP4,2100,0.797
MEX,SSP4,2025,0.814
MEX,SSP4,2030,0.823
MEX,SSP4,2050,0.857
MEX,SSP4,2100,0.963
MDA,SSP4,2025,0.508
MDA,SSP4,2030,0.535
MDA,SSP4,2050,0.635
MDA,SSP4,2100,0.801
MNG,SSP4,2025,0.733
MNG,SSP4,2030,0.75
MNG,SSP4,2050,0.805
MNG,SSP4,2100,0.91
MNE,SSP4,2025,0.72
MNE,SSP4,2030,0.742
MNE,SSP4,2050,0.808
MNE,SSP4,2100,0.922
MAR,SSP4,2025,0.654
MAR,SSP4,2030,0.677
MAR,SSP4,2050,0.753
MAR,SSP4,2100,0.86
MOZ,SSP4,2025,0.39
MOZ,SSP4,2030,0.413
MOZ,SSP4,2050,0.494
MOZ,SSP4,2100,0.652
MMR,SSP4,2025,0.37
MMR,SSP4,2030,0.396
MMR,SSP4,2050,0.5
MMR,SSP4,2100,0.73
NAM,SSP4,2025,0.495
NAM,SSP4,2030,0.523
NAM,SSP4,2050,0.629
NAM,SSP4,2100,0.806
NPL,SSP4,2025,0.228
NPL,SSP4,2030,0.249
NPL,SSP4,2050,0.336
NPL,SSP4,2100,0.53
NLD,SSP4,2025,0.911
NLD,SSP4,2030,0.923
NLD,SSP4,2050,0.959
NLD,SSP4,2100,0.996
NCL,SSP4,2025,0.727
NCL,SSP4,2030,0.744
NCL,SSP4,2050,0.798
NCL,SSP4,2100,0.9
NZL,SSP4,2025,0.904
NZL,SSP4,2030,0.915
NZL,SSP4,2050,0.953
NZL,SSP4,2100,0.995
NIC,SSP4,2025,0.645
NIC,SSP4,2030,0.668
NIC,SSP4,2050,0.741
NIC,SSP4,2100,0.846
NER,SSP4,2025,0.203
NER,SSP4,2030,0.217
NER,SSP4,2050,0.279
NER,SSP4,2100,0.446
NGA,SSP4,2025,0.53
NGA,SSP4,2030,0.562
NGA,SSP4,2050,0.672
NGA,SSP4,2100,0.829
MKD,SSP4,2025,0.649
MKD,SSP4,2030,0.671
MKD,SSP4,2050,0.744
MKD,SSP4,2100,0.847
MNP,SSP4,2025,0.943
MNP,SSP4,2030,0.952
MNP,SSP4,2050,0.977
MNP,SSP4,2100,0.997
NOR,SSP4,2025,0.822
NOR,SSP4,2030,0.831
NOR,SSP4,2050,0.871
NOR,SSP4,2100,0.968
OMN,SSP4,2025,0.807
OMN,SSP4,2030,0.82
OMN,SSP4,2050,0.867
OMN,SSP4,2100,0.968
PAK,SSP4,2025,0.432
PAK,SSP4,2030,0.458
PAK,SSP4,2050,0.561
PAK,SSP4,2100,0.766
PLW,SSP4,2025,0.786
PLW,SSP4,2030,0.798
PLW,SSP4,2050,0.834
PLW,SSP4,2100,0.941
PAN,SSP4,2025,0.715
PAN,SSP4,2030,0.734
PAN,SSP4,2050,0.791
PAN,SSP4,2100,0.895
PNG,SSP4,2025,0.189
PNG,SSP4,2030,0.21
PNG,SSP4,2050,0.307
PNG,SSP4,2100,0.573
PRY,SSP4,2025,0.668
PRY,SSP4,2030,0.689
PRY,SSP4,2050,0.762
PRY,SSP4,2100,0.869
PER,SSP4,2025,0.805
PER,SSP4,2030,0.816
PER,SSP4,2050,0.849
PER,SSP4,2100,0.958
PHL,SSP4,2025,0.538
PHL,SSP4,2030,0.564
PHL,SSP4,2050,0.661
PHL,SSP4,2100,0.812
POL,SSP4,2025,0.683
POL,SSP4,2030,0.703
POL,SSP4,2050,0.767
POL,SSP4,2100,0.866
PRT,SSP4,2025,0.677
PRT,SSP4,2030,0.698
PRT,SSP4,2050,0.769
PRT,SSP4,2100,0.877
PRI,SSP4,2025,0.965
PRI,SSP4,2030,0.97
PRI,SSP4,2050,0.989
PRI,SSP4,2100,0.998
QAT,SSP4,2025,0.993
QAT,SSP4,2030,0.995
QAT,SSP4,2050,0.997
QAT,SSP4,2100,0.999
ROU,SSP4,2025,0.618
ROU,SSP4,2030,0.642
ROU,SSP4,2050,0.722
ROU,SSP4,2100,0.838
RUS,SSP4,2025,0.783
RUS,SSP4,2030,0.795
RUS,SSP4,2050,0.832
RUS,SSP4,2100,0.937
RWA,SSP4,2025,0.235
RWA,SSP4,2030,0.257
RWA,SSP4,2050,0.351
RWA,SSP4,2100,0.56
VCT,SSP4,2025,0.571
VCT,SSP4,2030,0.597
VCT,SSP4,2050,0.689
VCT,SSP4,2100,0.826
SMR,SSP4,2025,0.978
SMR,SSP4,2030,0.983
SMR,SSP4,2050,0.994
SMR,SSP4,2100,0.999
STP,SSP4,2025,0.721
STP,SSP4,2030,0.742
STP,SSP4,2050,0.809
STP,SSP4,2100,0.924
SAU,SSP4,2025,0.854
SAU,SSP4,2030,0.87
SAU,SSP4,2050,0.921
SAU,SSP4,2100,0.989
SEN,SSP4,2025,0.516
SEN,SSP4,2030,0.543
SEN,SSP4,2050,0.643
SEN,SSP4,2100,0.805
SYC,SSP4,2025,0.61
SYC,SSP4,2030,0.635
SYC,SSP4,2050,0.717
SYC,SSP4,2100,0.837
SLE,SSP4,2025,0.436
SLE,SSP4,2030,0.452
SLE,SSP4,2050,0.515
SLE,SSP4,2100,0.656
SVK,SSP4,2025,0.628
SVK,SSP4,2030,0.652
SVK,SSP4,2050,0.73
SVK,SSP4,2100,0.841
SVN,SSP4,2025,0.606
SVN,SSP4,2030,0.63
SVN,SSP4,2050,0.714
SVN,SSP4,2100,0.835
SLB,SSP4,2025,0.273
SLB,SSP4,2030,0.3
SLB,SSP4,2050,0.413
SLB,SSP4,2100,0.679
SOM,SSP4,2025,0.43
SOM,SSP4,2030,0.445
SOM,SSP4,2050,0.509
SOM,SSP4,2100,0.651
ZAF,SSP4,2025,0.689
ZAF,SSP4,2030,0.708
ZAF,SSP4,2050,0.771
ZAF,SSP4,2100,0.872
KOR,SSP4,2025,0.858
KOR,SSP4,2030,0.876
KOR,SSP4,2050,0.927
KOR,SSP4,2100,0.991
SSD,SSP4,2025,0.224
SSD,SSP4,2030,0.24
SSD,SSP4,2050,0.306
SSD,SSP4,2100,0.471
ESP,SSP4,2025,0.815
ESP,SSP4,2030,0.824
ESP,SSP4,2050,0.857
ESP,SSP4,2100,0.963
LKA,SSP4,2025,0.253
LKA,SSP4,2030,0.278
LKA,SSP4,2050,0.381
LKA,SSP4,2100,0.639
SDN,SSP4,2025,0.417
SDN,SSP4,2030,0.444
SDN,SSP4,2050,0.552
SDN,SSP4,2100,0.766
SUR,SSP4,2025,0.725
SUR,SSP4,2030,0.742
SUR,SSP4,2050,0.795
SUR,SSP4,2100,0.897
SWE,SSP4,2025,0.891
SWE,SSP4,2030,0.903
SWE,SSP4,2050,0.944
SWE,SSP4,2100,0.994
CHE,SSP4,2025,0.782
CHE,SSP4,2030,0.793
CHE,SSP4,2050,0.831
CHE,SSP4,2100,0.937
SYR,SSP4,2025,0.598
SYR,SSP4,2030,0.612
SYR,SSP4,2050,0.666
SYR,SSP4,2100,0.761
TZA,SSP4,2025,0.35
TZA,SSP4,2030,0.372
TZA,SSP4,2050,0.456
TZA,SSP4,2100,0.622
THA,SSP4,2025,0.519
THA,SSP4,2030,0.548
THA,SSP4,2050,0.654
THA,SSP4,2100,0.818
TLS,SSP4,2025,0.36
TLS,SSP4,2030,0.387
TLS,SSP4,2050,0.497
TLS,SSP4,2100,0.736
TGO,SSP4,2025,0.43
TGO,SSP4,2030,0.448
TGO,SSP4,2050,0.514
TGO,SSP4,2100,0.655
TON,SSP4,2025,0.314
TON,SSP4,2030,0.339
TON,SSP4,2050,0.444
TON,SSP4,2100,0.69
TTO,SSP4,2025,0.622
TTO,SSP4,2030,0.646
TTO,SSP4,2050,0.725
TTO,SSP4,2100,0.84
TUN,SSP4,2025,0.731
TUN,SSP4,2030,0.749
TUN,SSP4,2050,0.804
TUN,SSP4,2100,0.908
TUR,SSP4,2025,0.769
TUR,SSP4,2030,0.786
TUR,SSP4,2050,0.835
TUR,SSP4,2100,0.946
TKM,SSP4,2025,0.565
TKM,SSP4,2030,0.591
TKM,SSP4,2050,0.683
TKM,SSP4,2100,0.822
TCA,SSP4,2025,0.939
TCA,SSP4,2030,0.949
TCA,SSP4,2050,0.975
TCA,SSP4,2100,0.997
TUV,SSP4,2025,0.636
TUV,SSP4,2030,0.662
TUV,SSP4,2050,0.751
TUV,SSP4,2100,0.871
UGA,SSP4,2025,0.251
UGA,SSP4,2030,0.271
UGA,SSP4,2050,0.35
UGA,SSP4,2100,0.531
UKR,SSP4,2025,0.741
UKR,SSP4,2030,0.757
UKR,SSP4,2050,0.805
UKR,SSP4,2100,0.908
ARE,SSP4,2025,0.868
ARE,SSP4,2030,0.882
ARE,SSP4,2050,0.926
ARE,SSP4,2100,0.991
GBR,SSP4,2025,0.837
GBR,SSP4,2030,0.844
GBR,SSP4,2050,0.892
GBR,SSP4,2100,0.978
USA,SSP4,2025,0.834
USA,SSP4,2030,0.841
USA,SSP4,2050,0.888
USA,SSP4,2100,0.975
VIR,SSP4,2025,0.966
VIR,SSP4,2030,0.972
VIR,SSP4,2050,0.99
VIR,SSP4,2100,0.998
URY,SSP4,2025,0.965
URY,SSP4,2030,0.97
URY,SSP4,2050,0.99
URY,SSP4,2100,0.998
UZB,SSP4,2025,0.587
UZB,SSP4,2030,0.612
UZB,SSP4,2050,0.7
UZB,SSP4,2100,0.83
VUT,SSP4,2025,0.323
VUT,SSP4,2030,0.35
VUT,SSP4,2050,0.457
VUT,SSP4,2100,0.706
VEN,SSP4,2025,0.918
VEN,SSP4,2030,0.929
VEN,SSP4,2050,0.963
VEN,SSP4,2100,0.996
VNM,SSP4,2025,0.38
VNM,SSP4,2030,0.407
