gid,alpha3,totalPopulation,fractionUrban
AFG.1.1_1,AFG,188933,0.848
AFG.1.2_1,AFG,131097,0.748
AFG.1.3_1,AFG,553971,0.913
AFG.1.4_1,AFG,31165,0.412
AFG.1.5_1,AFG,208944,0.818
AFG.1.6_1,AFG,79963,0.845
AFG.1.7_1,AFG,285228,0.798
AFG.1.8_1,AFG,22341,0.257
AFG.1.9_1,AFG,170496,0.707
AFG.1.10_1,AFG,95540,0.867
AFG.1.11_1,AFG,95535,0.625
AFG.1.12_1,AFG,30492,0.0
AFG.1.13_1,AFG,10424,0.679
AFG.2.1_1,AFG,28980,0.952
AFG.2.2_1,AFG,115947,0.826
AFG.2.3_1,AFG,167181,0.791
AFG.2.4_1,AFG,25257,0.0
AFG.2.5_1,AFG,204921,0.818
AFG.2.6_1,AFG,214381,0.861
AFG.2.7_1,AFG,281503,0.946
AFG.3.1_1,AFG,129230,0.834
AFG.3.2_1,AFG,233258,0.94
AFG.3.3_1,AFG,25295,0.464
AFG.3.4_1,AFG,80134,0.961
AFG.3.5_1,AFG,16927,0.395
AFG.3.6_1,AFG,101085,0.785
AFG.3.7_1,AFG,102070,0.684
AFG.3.8_1,AFG,48199,0.641
AFG.3.9_1,AFG,136962,0.842
AFG.3.10_1,AFG,141985,0.917
AFG.3.11_1,AFG,394603,0.969
AFG.3.12_1,AFG,45472,0.858
AFG.4.1_1,AFG,187986,0.823
AFG.4.2_1,AFG,120797,0.621
AFG.4.3_1,AFG,60217,0.721
AFG.4.4_1,AFG,86417,0.903
AFG.4.5_1,AFG,149996,0.683
AFG.4.6_1,AFG,115362,0.865
AFG.4.7_1,AFG,27966,0.553
AFG.4.8_1,AFG,114960,0.725
AFG.4.9_1,AFG,101329,0.856
AFG.4.10_1,AFG,227,0.0
AFG.4.11_1,AFG,689397,0.998
AFG.4.12_1,AFG,90015,0.869
AFG.4.13_1,AFG,189804,0.924
AFG.4.14_1,AFG,54642,0.686
AFG.5.1_1,AFG,139690,0.809
AFG.5.2_1,AFG,113620,0.935
AFG.5.3_1,AFG,74387,0.782
AFG.5.4_1,AFG,197689,1.0
AFG.5.5_1,AFG,144684,0.686
AFG.6.1_1,AFG,393774,0.956
AFG.6.2_1,AFG,108620,0.887
AFG.6.3_1,AFG,100374,0.583
AFG.6.4_1,AFG,138549,0.913
AFG.7.1_1,AFG,54217,0.437
AFG.7.2_1,AFG,73758,0.636
AFG.7.3_1,AFG,124093,0.788
AFG.7.4_1,AFG,206562,0.916
AFG.7.5_1,AFG,72394,0.31
AFG.7.6_1,AFG,42400,0.701
AFG.7.7_1,AFG,53448,0.453
AFG.7.8_1,AFG,98348,0.803
AFG.7.9_1,AFG,98118,0.799
AFG.7.10_1,AFG,61564,0.256
AFG.7.11_1,AFG,41121,0.675
AFG.8.1_1,AFG,111019,0.934
AFG.8.2_1,AFG,104458,0.98
AFG.8.3_1,AFG,233149,0.975
AFG.8.4_1,AFG,88099,0.903
AFG.8.5_1,AFG,40781,0.845
AFG.8.6_1,AFG,341408,0.929
AFG.8.7_1,AFG,99244,0.838
AFG.8.8_1,AFG,58665,0.926
AFG.8.9_1,AFG,149721,0.968
AFG.8.10_1,AFG,90215,0.944
AFG.8.11_1,AFG,258113,0.929
AFG.8.12_1,AFG,186987,0.966
AFG.9.1_1,AFG,17615,0.388
AFG.9.2_1,AFG,23757,0.745
AFG.9.3_1,AFG,121324,0.306
AFG.9.4_1,AFG,32523,0.557
AFG.9.5_1,AFG,44529,0.398
AFG.9.6_1,AFG,138580,0.916
AFG.9.7_1,AFG,24108,0.0
AFG.9.8_1,AFG,176815,0.601
AFG.9.9_1,AFG,142434,0.797
AFG.9.10_1,AFG,62644,0.76
AFG.9.11_1,AFG,46739,0.864
AFG.9.12_1,AFG,51912,0.22
AFG.9.13_1,AFG,88721,0.615
AFG.9.14_1,AFG,131187,0.571
AFG.9.15_1,AFG,9970,0.0
AFG.10.1_1,AFG,366038,0.92
AFG.10.2_1,AFG,192843,0.947
AFG.10.3_1,AFG,169111,0.921
AFG.10.4_1,AFG,39236,0.81
AFG.10.5_1,AFG,191955,0.832
AFG.10.6_1,AFG,161944,0.84
AFG.10.7_1,AFG,112839,0.919
AFG.11.1_1,AFG,130679,0.704
AFG.11.2_1,AFG,25207,0.287
AFG.11.3_1,AFG,147637,0.745
AFG.11.4_1,AFG,109706,0.736
AFG.11.5_1,AFG,178125,0.967
AFG.11.6_1,AFG,87690,0.7
AFG.11.7_1,AFG,142874,0.765
AFG.11.8_1,AFG,187022,0.898
AFG.11.9_1,AFG,79662,0.713
AFG.11.10_1,AFG,155573,0.816
AFG.11.11_1,AFG,40516,0.545
AFG.11.12_1,AFG,110196,0.782
AFG.11.13_1,AFG,47000,0.921
AFG.12.1_1,AFG,113406,0.633
AFG.12.2_1,AFG,47740,0.878
AFG.12.3_1,AFG,59557,1.0
AFG.12.4_1,AFG,178677,0.885
AFG.12.5_1,AFG,185823,0.716
AFG.12.6_1,AFG,290156,0.894
AFG.12.7_1,AFG,682704,1.0
AFG.12.8_1,AFG,927285,0.95
AFG.12.9_1,AFG,128237,0.694
AFG.12.10_1,AFG,114343,0.827
AFG.12.11_1,AFG,252084,0.948
AFG.12.12_1,AFG,75544,0.705
AFG.12.13_1,AFG,140282,0.868
AFG.12.14_1,AFG,213740,0.913
AFG.12.15_1,AFG,379327,0.923
AFG.12.16_1,AFG,97815,0.677
AFG.13.1_1,AFG,139439,0.852
AFG.13.2_1,AFG,97683,0.923
AFG.13.3_1,AFG,50638,0.347
AFG.13.4_1,AFG,18910,0.816
AFG.13.5_1,AFG,26432,0.864
AFG.13.6_1,AFG,54207,0.678
AFG.13.7_1,AFG,50439,0.353
AFG.13.8_1,AFG,34066,0.838
AFG.13.9_1,AFG,259765,0.867
AFG.14.1_1,AFG,761568,0.985
AFG.14.2_1,AFG,105471,0.967
AFG.14.3_1,AFG,1218046,0.986
AFG.14.4_1,AFG,43817,0.98
AFG.14.5_1,AFG,54888,0.981
AFG.14.6_1,AFG,4009571,1.0
AFG.14.7_1,AFG,46112,0.997
AFG.14.8_1,AFG,25845,0.686
AFG.14.9_1,AFG,88450,0.982
AFG.14.10_1,AFG,51766,0.955
AFG.14.11_1,AFG,323359,0.979
AFG.14.12_1,AFG,124562,0.982
AFG.14.13_1,AFG,198331,0.94
AFG.14.14_1,AFG,96702,0.675
AFG.15.1_1,AFG,30000,0.622
AFG.15.2_1,AFG,56156,0.261
AFG.15.3_1,AFG,206216,0.942
AFG.15.4_1,AFG,14294,0.0
AFG.15.5_1,AFG,915488,0.984
AFG.15.6_1,AFG,37934,0.603
AFG.15.7_1,AFG,65414,0.0
AFG.15.8_1,AFG,100043,0.882
AFG.15.9_1,AFG,302287,0.884
AFG.15.10_1,AFG,15814,0.0
AFG.15.11_1,AFG,85174,0.42
AFG.15.12_1,AFG,20619,0.0
AFG.15.13_1,AFG,211174,0.796
AFG.16.1_1,AFG,58273,0.912
AFG.16.2_1,AFG,36648,0.905
AFG.16.3_1,AFG,189050,0.98
AFG.16.4_1,AFG,93063,0.971
AFG.16.5_1,AFG,175881,0.964
AFG.16.6_1,AFG,127566,0.948
AFG.17.1_1,AFG,41544,0.679
AFG.17.2_1,AFG,63087,0.741
AFG.17.3_1,AFG,56185,0.675
AFG.17.4_1,AFG,309870,0.945
AFG.17.5_1,AFG,169064,0.984
AFG.17.6_1,AFG,77702,0.883
AFG.17.7_1,AFG,104909,0.881
AFG.17.8_1,AFG,34586,0.653
AFG.17.9_1,AFG,165550,0.897
AFG.17.10_1,AFG,56037,0.702
AFG.17.11_1,AFG,125981,0.776
AFG.17.12_1,AFG,137741,0.753
AFG.18.1_1,AFG,144466,0.818
AFG.18.2_1,AFG,73399,0.77
AFG.18.3_1,AFG,43540,0.728
AFG.18.4_1,AFG,80206,0.879
AFG.18.5_1,AFG,37778,0.445
AFG.18.6_1,AFG,102841,0.813
AFG.18.7_1,AFG,48140,0.848
AFG.18.8_1,AFG,28750,0.685
AFG.18.9_1,AFG,50059,0.756
AFG.18.10_1,AFG,65280,0.951
AFG.18.11_1,AFG,58940,0.749
AFG.18.12_1,AFG,49446,0.804
AFG.19.1_1,AFG,35522,0.892
AFG.19.2_1,AFG,94800,0.883
AFG.19.3_1,AFG,106766,0.823
AFG.19.4_1,AFG,277471,0.84
AFG.19.5_1,AFG,182335,0.888
AFG.19.6_1,AFG,401562,0.923
AFG.19.7_1,AFG,83769,0.69
AFG.20.1_1,AFG,197222,0.85
AFG.20.2_1,AFG,121562,0.863
AFG.20.3_1,AFG,72675,0.883
AFG.20.4_1,AFG,228879,0.943
AFG.20.5_1,AFG,184298,0.928
AFG.21.1_1,AFG,175759,0.917
AFG.21.2_1,AFG,115407,0.875
AFG.21.3_1,AFG,40514,0.914
AFG.21.4_1,AFG,119930,0.785
AFG.21.5_1,AFG,167210,0.839
AFG.22.1_1,AFG,180000,0.884
AFG.22.2_1,AFG,122117,0.959
AFG.22.3_1,AFG,115933,0.938
AFG.22.4_1,AFG,85942,0.857
AFG.22.5_1,AFG,74836,0.848
AFG.22.6_1,AFG,42689,0.778
AFG.22.7_1,AFG,44202,0.583
AFG.22.8_1,AFG,59391,0.61
AFG.22.9_1,AFG,504804,0.996
AFG.22.10_1,AFG,135215,0.964
AFG.22.11_1,AFG,213826,0.926
AFG.22.12_1,AFG,82528,0.926
AFG.22.13_1,AFG,27917,0.197
AFG.22.14_1,AFG,86844,0.886
AFG.22.15_1,AFG,28569,0.895
AFG.22.16_1,AFG,68172,0.909
AFG.22.17_1,AFG,288192,0.886
AFG.22.18_1,AFG,129991,0.895
AFG.22.19_1,AFG,122876,0.965
AFG.22.20_1,AFG,199523,0.936
AFG.23.1_1,AFG,32237,0.0
AFG.23.2_1,AFG,36707,0.0
AFG.23.3_1,AFG,27377,0.857
AFG.23.4_1,AFG,47512,0.496
AFG.23.5_1,AFG,81842,0.959
AFG.24.1_1,AFG,26436,0.0
AFG.24.2_1,AFG,41064,0.482
AFG.24.3_1,AFG,34288,0.886
AFG.24.4_1,AFG,68347,0.45
AFG.24.5_1,AFG,44942,0.817
AFG.24.6_1,AFG,34952,0.549
AFG.25.1_1,AFG,50447,0.227
AFG.25.2_1,AFG,38192,0.724
AFG.25.3_1,AFG,55916,0.822
AFG.25.4_1,AFG,12142,0.0
AFG.25.5_1,AFG,33721,0.555
AFG.25.6_1,AFG,21227,0.74
AFG.25.7_1,AFG,19115,0.764
AFG.25.8_1,AFG,36489,0.732
AFG.25.9_1,AFG,20101,0.186
AFG.25.10_1,AFG,100346,0.755
AFG.25.11_1,AFG,91263,0.795
AFG.25.12_1,AFG,40060,0.0
AFG.25.13_1,AFG,5566,0.0
AFG.25.14_1,AFG,113164,0.758
AFG.25.15_1,AFG,33178,0.827
AFG.26.1_1,AFG,45822,0.838
AFG.26.2_1,AFG,84873,0.877
AFG.26.3_1,AFG,44708,0.7
AFG.26.4_1,AFG,153791,0.897
AFG.26.5_1,AFG,57504,0.728
AFG.26.6_1,AFG,87120,0.947
AFG.26.7_1,AFG,66057,0.78
AFG.26.8_1,AFG,79884,0.862
AFG.26.9_1,AFG,143094,0.887
AFG.26.10_1,AFG,24774,0.431
AFG.26.11_1,AFG,9919,0.799
AFG.26.12_1,AFG,189898,0.811
AFG.27.1_1,AFG,68298,0.896
AFG.27.2_1,AFG,46836,1.0
AFG.27.3_1,AFG,85043,0.903
AFG.28.1_1,AFG,159413,0.882
AFG.28.2_1,AFG,285786,0.976
AFG.28.3_1,AFG,140579,0.937
AFG.28.4_1,AFG,121402,0.99
AFG.28.5_1,AFG,44929,0.79
AFG.28.6_1,AFG,47370,0.87
AFG.28.7_1,AFG,32488,0.513
AFG.28.8_1,AFG,57072,0.979
AFG.28.9_1,AFG,66097,0.622
AFG.29.1_1,AFG,171341,0.928
AFG.29.2_1,AFG,220188,0.774
AFG.29.3_1,AFG,63197,0.465
AFG.29.4_1,AFG,65929,0.7
AFG.29.5_1,AFG,73456,0.674
AFG.30.1_1,AFG,76223,0.647
AFG.30.2_1,AFG,124305,0.707
AFG.30.3_1,AFG,224335,0.861
AFG.30.4_1,AFG,214919,0.888
AFG.30.5_1,AFG,81976,0.909
AFG.30.6_1,AFG,87943,0.803
AFG.31.1_1,AFG,65080,0.872
AFG.31.2_1,AFG,136290,0.887
AFG.31.3_1,AFG,32929,0.671
AFG.31.4_1,AFG,53572,0.386
AFG.31.5_1,AFG,94998,0.874
AFG.31.6_1,AFG,123089,0.889
AFG.31.7_1,AFG,76463,0.613
AFG.31.8_1,AFG,136758,0.904
AFG.31.9_1,AFG,279031,0.884
AFG.31.10_1,AFG,451294,0.968
AFG.31.11_1,AFG,69411,0.768
AFG.31.12_1,AFG,204602,0.833
AFG.32.1_1,AFG,106617,0.73
AFG.32.2_1,AFG,100768,0.766
AFG.32.3_1,AFG,90283,0.915
AFG.32.4_1,AFG,26102,0.247
AFG.32.5_1,AFG,104645,0.69
AFG.32.6_1,AFG,165296,0.832
AFG.33.1_1,AFG,153637,0.883
AFG.33.2_1,AFG,57691,0.874
AFG.33.3_1,AFG,36284,0.72
AFG.33.4_1,AFG,47503,0.909
AFG.33.5_1,AFG,182044,0.992
AFG.33.6_1,AFG,71794,0.91
AFG.33.7_1,AFG,176353,0.89
AFG.33.8_1,AFG,192279,0.874
AFG.34.1_1,AFG,81868,0.606
AFG.34.2_1,AFG,18782,0.0
AFG.34.3_1,AFG,85453,0.795
AFG.34.4_1,AFG,21379,0.354
AFG.34.5_1,AFG,55489,0.888
AFG.34.6_1,AFG,91243,0.644
AFG.34.7_1,AFG,38754,0.0
AFG.34.8_1,AFG,32144,0.41
AFG.34.9_1,AFG,27513,0.318
AGO.1.1_1,AGO,18327,0.774
AGO.1.2_1,AGO,184403,0.597
AGO.1.3_1,AGO,144373,0.486
AGO.1.4_1,AGO,48251,0.297
AGO.1.5_1,AGO,51712,0.0
AGO.2.1_1,AGO,117045,0.654
AGO.2.2_1,AGO,114301,0.441
AGO.2.3_1,AGO,620809,0.973
AGO.2.4_1,AGO,207878,0.276
AGO.2.5_1,AGO,97729,0.303
AGO.2.6_1,AGO,93813,0.366
AGO.2.7_1,AGO,331363,0.337
AGO.2.8_1,AGO,258643,0.465
AGO.2.9_1,AGO,597261,0.924
AGO.3.1_1,AGO,193080,0.401
AGO.3.2_1,AGO,116565,0.579
AGO.3.3_1,AGO,97289,0.365
AGO.3.4_1,AGO,96595,0.212
AGO.3.5_1,AGO,56401,0.512
AGO.3.6_1,AGO,41961,0.419
AGO.3.7_1,AGO,56935,0.215
AGO.3.8_1,AGO,1061590,0.871
AGO.3.9_1,AGO,93494,0.297
AGO.4.1_1,AGO,81939,0.674
AGO.4.2_1,AGO,142277,0.705
AGO.4.3_1,AGO,1342343,0.957
AGO.4.4_1,AGO,154544,0.726
AGO.5.1_1,AGO,17097,0.45
AGO.5.2_1,AGO,23280,0.309
AGO.5.3_1,AGO,36638,0.429
AGO.5.4_1,AGO,33173,0.519
AGO.5.5_1,AGO,12210,0.058
AGO.5.6_1,AGO,22227,0.687
AGO.5.7_1,AGO,261912,0.884
AGO.5.8_1,AGO,2948,0.0
AGO.5.9_1,AGO,30756,0.029
AGO.6.1_1,AGO,42128,0.616
AGO.6.2_1,AGO,4697,0.0
AGO.6.3_1,AGO,10622,0.0
AGO.6.4_1,AGO,13613,0.0
AGO.6.5_1,AGO,61398,0.76
AGO.6.6_1,AGO,114908,0.95
AGO.6.7_1,AGO,23897,0.49
AGO.6.8_1,AGO,20273,0.696
AGO.6.9_1,AGO,13906,0.767
AGO.6.10_1,AGO,4757,0.0
AGO.6.11_1,AGO,5902,0.0
AGO.6.12_1,AGO,6967,0.0
AGO.6.13_1,AGO,16552,0.439
AGO.7.1_1,AGO,311790,0.693
AGO.7.2_1,AGO,186667,0.234
AGO.7.3_1,AGO,119062,0.424
AGO.7.4_1,AGO,209858,0.28
AGO.7.5_1,AGO,112980,0.662
AGO.7.6_1,AGO,101302,0.622
AGO.7.7_1,AGO,47883,0.778
AGO.7.8_1,AGO,180406,0.415
AGO.7.9_1,AGO,37025,0.228
AGO.7.10_1,AGO,232300,0.377
AGO.7.11_1,AGO,355128,0.859
AGO.7.12_1,AGO,290137,0.439
AGO.8.1_1,AGO,129836,0.417
AGO.8.2_1,AGO,677191,0.534
AGO.8.3_1,AGO,78386,0.551
AGO.8.4_1,AGO,112949,0.215
AGO.8.5_1,AGO,268081,0.395
AGO.8.6_1,AGO,544938,0.266
AGO.9.1_1,AGO,276074,0.262
AGO.9.2_1,AGO,253778,0.573
AGO.9.3_1,AGO,113128,0.29
AGO.9.4_1,AGO,77213,0.206
AGO.9.5_1,AGO,748405,0.882
AGO.9.6_1,AGO,121755,0.336
AGO.9.7_1,AGO,84865,0.25
AGO.9.8_1,AGO,108070,0.211
AGO.9.9_1,AGO,99719,0.066
AGO.9.10_1,AGO,27579,0.327
AGO.9.11_1,AGO,41844,0.467
AGO.10.1_1,AGO,330384,0.345
AGO.10.2_1,AGO,433394,0.298
AGO.10.3_1,AGO,374736,0.241
AGO.10.4_1,AGO,262934,0.132
AGO.10.5_1,AGO,126853,0.424
AGO.10.6_1,AGO,156986,0.156
AGO.10.7_1,AGO,171944,0.749
AGO.10.8_1,AGO,208593,0.372
AGO.10.9_1,AGO,156551,0.285
AGO.10.10_1,AGO,1580136,0.865
AGO.10.11_1,AGO,503948,0.676
AGO.10.12_1,AGO,193974,0.207
AGO.10.13_1,AGO,363556,0.235
AGO.11.1_1,AGO,1708010,0.988
AGO.11.2_1,AGO,1644170,1.0
AGO.11.3_1,AGO,404144,1.0
AGO.11.4_1,AGO,2025297,1.0
AGO.11.5_1,AGO,857437,1.0
AGO.11.6_1,AGO,272102,1.0
AGO.11.7_1,AGO,1041413,0.995
AGO.11.8_1,AGO,440498,1.0
AGO.11.9_1,AGO,3954984,0.99
AGO.12.1_1,AGO,161822,0.792
AGO.12.2_1,AGO,77032,0.56
AGO.12.3_1,AGO,38866,0.547
AGO.12.4_1,AGO,279831,0.897
AGO.12.5_1,AGO,248066,0.886
AGO.12.6_1,AGO,28153,0.297
AGO.12.7_1,AGO,27691,0.49
AGO.12.8_1,AGO,208944,0.727
AGO.12.9_1,AGO,75647,0.564
AGO.13.1_1,AGO,36110,0.766
AGO.13.2_1,AGO,31777,0.447
AGO.13.3_1,AGO,41706,0.357
AGO.13.4_1,AGO,501046,0.907
AGO.14.1_1,AGO,83090,0.568
AGO.14.2_1,AGO,100907,0.178
AGO.14.3_1,AGO,51270,0.405
AGO.14.4_1,AGO,50837,0.527
AGO.14.5_1,AGO,25680,0.21
AGO.14.6_1,AGO,16693,0.0
AGO.14.7_1,AGO,15841,0.0
AGO.14.8_1,AGO,59873,0.294
AGO.14.9_1,AGO,1158295,0.94
AGO.14.10_1,AGO,31338,0.211
AGO.14.11_1,AGO,37767,0.0
AGO.14.12_1,AGO,33664,0.396
AGO.14.13_1,AGO,25303,0.334
AGO.14.14_1,AGO,25789,0.258
AGO.15.1_1,AGO,289321,0.814
AGO.15.2_1,AGO,94040,0.616
AGO.15.3_1,AGO,79695,0.805
AGO.15.4_1,AGO,88637,0.526
AGO.15.5_1,AGO,243725,0.88
AGO.15.6_1,AGO,61875,0.645
AGO.15.7_1,AGO,39421,0.717
AGO.15.8_1,AGO,188942,0.567
AGO.15.9_1,AGO,1011971,0.925
AGO.16.1_1,AGO,113781,0.301
AGO.16.2_1,AGO,101180,0.238
AGO.16.3_1,AGO,515756,0.937
AGO.16.4_1,AGO,112638,0.876
AGO.16.5_1,AGO,61550,0.298
AGO.17.1_1,AGO,28636,0.26
AGO.17.2_1,AGO,9179,0.0
AGO.17.3_1,AGO,17713,0.0
AGO.17.4_1,AGO,32148,0.2
AGO.17.5_1,AGO,21454,0.478
AGO.17.6_1,AGO,35031,0.384
AGO.17.7_1,AGO,67405,0.71
AGO.17.8_1,AGO,26564,0.189
AGO.17.9_1,AGO,22598,0.442
AGO.17.10_1,AGO,74650,0.708
AGO.17.11_1,AGO,19560,0.522
AGO.17.12_1,AGO,71261,0.36
AGO.17.13_1,AGO,18084,0.0
AGO.17.14_1,AGO,35267,0.478
AGO.17.15_1,AGO,34353,0.691
AGO.17.16_1,AGO,271931,0.929
AGO.18.1_1,AGO,139603,0.762
AGO.18.2_1,AGO,375674,0.929
AGO.18.3_1,AGO,96026,0.764
AGO.18.4_1,AGO,44603,0.201
AGO.18.5_1,AGO,462488,0.897
AGO.18.6_1,AGO,93589,0.687
ALA.1.2_2,ALA,519,0.0
ALA.1.3_2,ALA,224,0.0
ALA.1.4_2,ALA,293,0.0
ALA.1.1_2,ALA,1025,0.0
ALA.2.1_2,ALA,1097,0.0
ALA.2.3_2,ALA,1818,0.0
ALA.2.4_2,ALA,5624,0.171
ALA.2.5_2,ALA,2110,0.0
ALA.2.6_2,ALA,416,0.0
ALA.2.7_2,ALA,2090,0.0
ALA.2.8_2,ALA,1079,0.0
ALA.2.2_2,ALA,3457,0.0
ALA.3.1_2,ALA,12947,0.981
ALB.1.1_1,ALB,68090,0.445
ALB.1.2_1,ALB,19096,0.683
ALB.1.3_1,ALB,7791,0.0
ALB.2.1_1,ALB,19919,0.0
ALB.2.2_1,ALB,41006,0.364
ALB.2.3_1,ALB,29796,0.291
ALB.3.1_1,ALB,231140,0.88
ALB.3.2_1,ALB,54257,0.609
ALB.4.1_1,ALB,150552,0.661
ALB.4.2_1,ALB,14830,0.392
ALB.4.3_1,ALB,40832,0.325
ALB.4.4_1,ALB,18936,0.274
ALB.5.1_1,ALB,129881,0.515
ALB.5.2_1,ALB,88640,0.334
ALB.5.3_1,ALB,16364,0.0
ALB.6.1_1,ALB,27189,0.732
ALB.6.2_1,ALB,9693,0.0
ALB.6.3_1,ALB,10196,0.0
ALB.7.1_1,ALB,18669,0.0
ALB.7.2_1,ALB,6168,0.0
ALB.7.3_1,ALB,96692,0.575
ALB.7.4_1,ALB,53066,0.726
ALB.8.1_1,ALB,13239,0.001
ALB.8.2_1,ALB,34380,0.496
ALB.8.3_1,ALB,13507,0.0
ALB.9.1_1,ALB,36350,0.545
ALB.9.2_1,ALB,66910,0.571
ALB.9.3_1,ALB,11967,0.0
ALB.9.4_1,ALB,3335,0.0
ALB.10.1_1,ALB,24768,0.056
ALB.10.2_1,ALB,8604,0.0
ALB.10.3_1,ALB,144154,0.683
ALB.11.1_1,ALB,45280,0.563
ALB.11.2_1,ALB,1093048,0.963
ALB.12.1_1,ALB,16076,0.057
ALB.12.2_1,ALB,46923,0.585
ALB.12.3_1,ALB,107239,0.747
ARE.1.1_1,ARE,1511853,0.874
ARE.1.2_1,ARE,1267509,0.812
ARE.1.3_1,ARE,411469,0.626
ARE.2.1_1,ARE,1624,0.844
ARE.2.2_1,ARE,23581,1.0
ARE.2.3_1,ARE,18408,1.0
ARE.2.4_1,ARE,10903,1.0
ARE.2.5_1,ARE,78,0.235
ARE.2.6_1,ARE,885,0.072
ARE.2.7_1,ARE,2415,0.843
ARE.2.8_1,ARE,3318,1.0
ARE.2.9_1,ARE,5306,1.0
ARE.2.10_1,ARE,5513,0.992
ARE.2.11_1,ARE,11627,1.0
ARE.2.12_1,ARE,19057,1.0
ARE.2.13_1,ARE,11904,1.0
ARE.2.14_1,ARE,10246,1.0
ARE.2.15_1,ARE,8590,1.0
ARE.2.16_1,ARE,18887,1.0
ARE.2.17_1,ARE,11734,0.993
ARE.2.18_1,ARE,4187,0.995
ARE.2.19_1,ARE,558,0.437
ARE.2.20_1,ARE,675,0.153
ARE.2.21_1,ARE,4270,0.962
ARE.2.22_1,ARE,11729,1.0
ARE.2.23_1,ARE,14144,1.0
ARE.2.24_1,ARE,15899,1.0
ARE.2.25_1,ARE,38232,1.0
ARE.2.26_1,ARE,10196,1.0
ARE.2.27_1,ARE,1460,0.96
ARE.2.28_1,ARE,7621,1.0
ARE.2.29_1,ARE,13059,1.0
ARE.2.30_1,ARE,18263,1.0
ARE.2.31_1,ARE,7180,1.0
ARE.2.32_1,ARE,18157,1.0
ARE.2.33_1,ARE,19222,1.0
ARE.2.34_1,ARE,7044,1.0
ARE.2.35_1,ARE,47,0.016
ARE.2.36_1,ARE,1193,0.622
ARE.2.37_1,ARE,812,0.548
ARE.2.38_1,ARE,968,0.0
ARE.2.39_1,ARE,1257,0.657
ARE.2.40_1,ARE,955,0.211
ARE.2.41_1,ARE,11102,0.748
ARE.2.42_1,ARE,13945,0.648
ARE.2.43_1,ARE,22379,1.0
ARE.2.44_1,ARE,43481,1.0
ARE.3.1_1,ARE,240853,0.999
ARE.3.2_1,ARE,748223,0.992
ARE.3.3_1,ARE,965938,0.999
ARE.3.4_1,ARE,148959,0.991
ARE.3.5_1,ARE,603299,0.966
ARE.3.6_1,ARE,331968,0.937
ARE.3.7_1,ARE,15380,0.0
ARE.3.8_1,ARE,42090,0.421
ARE.3.9_1,ARE,62167,0.389
ARE.4.1_1,ARE,153936,0.903
ARE.4.2_1,ARE,107400,0.578
ARE.4.3_1,ARE,963,0.0
ARE.5.2_1,ARE,494,0.0
ARE.5.3_1,ARE,4193,1.0
ARE.5.4_1,ARE,15447,1.0
ARE.5.5_1,ARE,85459,0.994
ARE.5.6_1,ARE,1846,0.963
ARE.5.7_1,ARE,6843,0.701
ARE.5.8_1,ARE,2524,0.88
ARE.5.9_1,ARE,27308,0.932
ARE.5.10_1,ARE,2537,0.93
ARE.5.11_1,ARE,3028,1.0
ARE.5.12_1,ARE,4210,1.0
ARE.5.13_1,ARE,4098,1.0
ARE.5.14_1,ARE,2817,0.947
ARE.5.15_1,ARE,9447,1.0
ARE.5.16_1,ARE,6879,1.0
ARE.5.17_1,ARE,5221,1.0
ARE.5.18_1,ARE,2789,1.0
ARE.5.19_1,ARE,6842,0.865
ARE.5.20_1,ARE,3961,1.0
ARE.5.21_1,ARE,1780,1.0
ARE.5.22_1,ARE,19109,0.957
ARE.5.23_1,ARE,12188,0.897
ARE.5.24_1,ARE,6367,1.0
ARE.5.25_1,ARE,5514,1.0
ARE.5.26_1,ARE,10528,1.0
ARE.5.27_1,ARE,3674,1.0
ARE.5.28_1,ARE,4163,0.989
ARE.5.29_1,ARE,9371,1.0
ARE.5.30_1,ARE,9268,1.0
ARE.5.31_1,ARE,210,0.0
ARE.5.32_1,ARE,6473,1.0
ARE.5.33_1,ARE,136,0.479
ARE.5.34_1,ARE,10988,0.837
ARE.5.35_1,ARE,12352,0.328
ARE.5.36_1,ARE,13593,0.021
ARE.5.37_1,ARE,836,0.0
ARE.5.38_1,ARE,7695,0.565
ARE.5.39_1,ARE,5900,0.522
ARE.5.40_1,ARE,10391,1.0
ARE.5.41_1,ARE,2539,0.914
ARE.5.42_1,ARE,126,0.973
ARE.5.43_1,ARE,4042,0.0
ARE.5.44_1,ARE,2613,1.0
ARE.5.45_1,ARE,6140,1.0
ARE.5.46_1,ARE,77,1.0
ARE.5.47_1,ARE,5813,0.985
ARE.5.48_1,ARE,4052,0.95
ARE.5.49_1,ARE,5255,0.328
ARE.5.50_1,ARE,2801,1.0
ARE.5.51_1,ARE,2269,0.837
ARE.5.52_1,ARE,6973,1.0
ARE.5.53_1,ARE,2565,1.0
ARE.5.54_1,ARE,4224,0.987
ARE.5.55_1,ARE,4284,0.932
ARE.5.56_1,ARE,2578,0.246
ARE.5.57_1,ARE,6313,1.0
ARE.5.58_1,ARE,21397,0.0
ARE.5.59_1,ARE,20833,0.938
ARE.5.60_1,ARE,226,1.0
ARE.5.61_1,ARE,6519,1.0
ARE.5.1_1,ARE,14628,0.492
ARE.6.2_1,ARE,41730,1.0
ARE.6.3_1,ARE,7140,0.986
ARE.6.4_1,ARE,13396,1.0
ARE.6.5_1,ARE,26955,1.0
