gid,alpha3,totalPopulation,fractionUrban
FRA.1.1.2.7.11_1,FRA,3049,0.0
FRA.1.1.2.7.12_1,FRA,3769,0.716
FRA.1.1.2.8.1_1,FRA,5477,0.879
FRA.1.1.2.8.2_1,FRA,8626,0.779
FRA.1.1.2.8.3_1,FRA,2706,0.969
FRA.1.1.2.8.4_1,FRA,3380,0.992
FRA.1.1.2.8.5_1,FRA,1212,0.0
FRA.1.1.2.9.1_1,FRA,3966,0.841
FRA.1.1.2.9.2_1,FRA,3091,0.738
FRA.1.1.2.9.3_1,FRA,845,0.949
FRA.1.1.2.9.4_1,FRA,4038,0.984
FRA.1.1.2.9.5_1,FRA,3040,0.893
FRA.1.1.2.9.6_1,FRA,6674,0.743
FRA.1.1.2.9.7_1,FRA,1597,0.764
FRA.1.1.2.9.8_1,FRA,924,0.0
FRA.1.1.2.9.9_1,FRA,572,0.0
FRA.1.1.2.10.1_1,FRA,4578,0.0
FRA.1.1.2.10.2_1,FRA,509,0.0
FRA.1.1.2.10.3_1,FRA,1456,0.0
FRA.1.1.2.10.4_1,FRA,1665,0.0
FRA.1.1.2.10.5_1,FRA,795,0.0
FRA.1.1.2.10.6_1,FRA,1011,0.0
FRA.1.1.2.10.7_1,FRA,2226,0.0
FRA.1.1.2.10.8_1,FRA,1444,0.0
FRA.1.1.2.10.9_1,FRA,1285,0.0
FRA.1.1.2.10.10_1,FRA,1384,0.0
FRA.1.1.2.10.11_1,FRA,2603,0.0
FRA.1.1.2.10.12_1,FRA,1068,0.0
FRA.1.1.2.10.13_1,FRA,908,0.0
FRA.1.1.2.10.14_1,FRA,196,0.0
FRA.1.1.2.11.1_1,FRA,1338,0.0
FRA.1.1.2.11.2_1,FRA,1795,0.0
FRA.1.1.2.11.3_1,FRA,1616,0.0
FRA.1.1.2.11.4_1,FRA,6804,0.93
FRA.1.1.2.11.5_1,FRA,1084,0.0
FRA.1.1.2.11.6_1,FRA,872,0.424
FRA.1.1.2.11.7_1,FRA,967,0.0
FRA.1.1.2.11.8_1,FRA,1580,0.0
FRA.1.1.2.12.1_1,FRA,1508,0.0
FRA.1.1.2.12.2_1,FRA,1510,0.0
FRA.1.1.2.12.3_1,FRA,1475,0.0
FRA.1.1.2.12.4_1,FRA,270,0.0
FRA.1.1.2.12.5_1,FRA,271,0.0
FRA.1.1.2.12.6_1,FRA,1944,0.0
FRA.1.1.2.12.7_1,FRA,2705,0.0
FRA.1.1.2.12.8_1,FRA,1854,0.0
FRA.1.1.2.12.9_1,FRA,1994,0.0
FRA.1.1.2.12.10_1,FRA,1741,0.0
FRA.1.1.2.12.11_1,FRA,762,0.0
FRA.1.1.2.13.1_1,FRA,427,0.0
FRA.1.1.2.13.2_1,FRA,358,0.0
FRA.1.1.2.13.3_1,FRA,690,0.0
FRA.1.1.2.13.4_1,FRA,733,0.0
FRA.1.1.2.13.5_1,FRA,1263,0.0
FRA.1.1.2.13.6_1,FRA,1262,0.0
FRA.1.1.2.13.7_1,FRA,710,0.0
FRA.1.1.2.13.8_1,FRA,2192,0.0
FRA.1.1.2.13.9_1,FRA,1103,0.0
FRA.1.1.2.13.10_1,FRA,1633,0.0
FRA.1.1.2.13.11_1,FRA,738,0.0
FRA.1.1.2.13.12_1,FRA,815,0.0
FRA.1.1.2.14.1_1,FRA,259,0.0
FRA.1.1.2.14.2_1,FRA,1183,0.0
FRA.1.1.2.14.3_1,FRA,1935,0.0
FRA.1.1.2.14.4_1,FRA,994,0.0
FRA.1.1.2.14.5_1,FRA,2064,0.003
FRA.1.1.2.14.6_1,FRA,1203,0.0
FRA.1.1.2.14.7_1,FRA,949,0.0
FRA.1.1.2.14.8_1,FRA,1445,0.0
FRA.1.1.2.14.9_1,FRA,760,0.0
FRA.1.1.2.14.10_1,FRA,1924,0.0
FRA.1.1.2.14.11_1,FRA,387,0.0
FRA.1.1.2.14.12_1,FRA,1128,0.0
FRA.1.1.2.15.1_1,FRA,1572,0.839
FRA.1.1.2.15.2_1,FRA,1656,0.0
FRA.1.1.2.15.3_1,FRA,2608,0.886
FRA.1.1.2.15.4_1,FRA,1864,0.0
FRA.1.1.2.15.5_1,FRA,2112,0.761
FRA.1.1.2.15.6_1,FRA,1206,0.877
FRA.1.1.2.15.7_1,FRA,850,0.0
FRA.1.1.2.15.8_1,FRA,4171,0.874
FRA.1.1.2.15.9_1,FRA,2587,0.0
FRA.1.1.2.15.10_1,FRA,770,0.0
FRA.1.1.2.15.11_1,FRA,1872,0.546
FRA.1.1.2.15.12_1,FRA,699,0.494
FRA.1.1.2.15.13_1,FRA,1688,0.0
FRA.1.1.2.16.1_1,FRA,643,0.0
FRA.1.1.2.16.2_1,FRA,306,0.0
FRA.1.1.2.16.3_1,FRA,484,0.0
FRA.1.1.2.16.4_1,FRA,776,0.0
FRA.1.1.2.16.5_1,FRA,319,0.0
FRA.1.1.2.16.6_1,FRA,887,0.0
FRA.1.1.2.16.7_1,FRA,765,0.0
FRA.1.1.2.16.8_1,FRA,960,0.0
FRA.1.1.2.16.9_1,FRA,911,0.0
FRA.1.1.2.16.10_1,FRA,179,0.0
FRA.1.1.2.16.11_1,FRA,640,0.0
FRA.1.1.2.16.12_1,FRA,190,0.0
FRA.1.1.2.17.1_1,FRA,1716,0.0
FRA.1.1.2.17.2_1,FRA,608,0.0
FRA.1.1.2.17.3_1,FRA,1291,0.0
FRA.1.1.2.17.4_1,FRA,1334,0.0
FRA.1.1.2.17.5_1,FRA,2644,0.73
FRA.1.1.2.17.6_1,FRA,1605,0.331
FRA.1.1.2.17.7_1,FRA,671,0.69
FRA.1.1.2.17.8_1,FRA,1551,0.0
FRA.1.1.2.17.9_1,FRA,539,0.0
FRA.1.1.2.17.10_1,FRA,2360,0.0
FRA.1.1.2.17.11_1,FRA,373,0.0
FRA.1.1.2.17.12_1,FRA,1698,0.0
FRA.1.1.2.17.13_1,FRA,2152,0.0
FRA.1.1.2.18.1_1,FRA,693,0.0
FRA.1.1.2.18.2_1,FRA,937,0.858
FRA.1.1.2.18.3_1,FRA,1486,0.951
FRA.1.1.2.18.4_1,FRA,657,0.0
FRA.1.1.2.18.5_1,FRA,908,0.0
FRA.1.1.2.18.6_1,FRA,1365,0.495
FRA.1.1.2.18.7_1,FRA,5374,0.966
FRA.1.1.2.18.8_1,FRA,558,0.0
FRA.1.1.2.18.9_1,FRA,3296,0.0
FRA.1.1.2.18.10_1,FRA,1796,0.0
FRA.1.1.2.18.11_1,FRA,1595,0.0
FRA.1.1.2.18.12_1,FRA,120,0.0
FRA.1.1.2.19.1_1,FRA,902,0.0
FRA.1.1.2.19.2_1,FRA,712,0.0
FRA.1.1.2.19.3_1,FRA,706,0.0
FRA.1.1.2.19.4_1,FRA,255,0.0
FRA.1.1.2.19.5_1,FRA,1315,0.0
FRA.1.1.2.19.6_1,FRA,139,0.0
FRA.1.1.2.19.7_1,FRA,255,0.0
FRA.1.1.2.19.8_1,FRA,2852,0.0
FRA.1.1.2.19.9_1,FRA,2272,0.0
FRA.1.1.2.20.1_1,FRA,830,0.908
FRA.1.1.2.20.2_1,FRA,2077,0.913
FRA.1.1.2.20.3_1,FRA,6277,0.973
FRA.1.1.2.20.4_1,FRA,1389,0.841
FRA.1.1.2.20.5_1,FRA,2058,0.884
FRA.1.1.2.20.6_1,FRA,6500,0.985
FRA.1.1.2.21.1_1,FRA,396,0.0
FRA.1.1.2.21.2_1,FRA,316,0.0
FRA.1.1.2.21.3_1,FRA,399,0.0
FRA.1.1.2.21.4_1,FRA,378,0.0
FRA.1.1.2.21.5_1,FRA,1047,0.0
FRA.1.1.2.21.6_1,FRA,566,0.0
FRA.1.1.2.21.7_1,FRA,245,0.0
FRA.1.1.2.21.8_1,FRA,1354,0.0
FRA.1.1.2.21.9_1,FRA,1926,0.0
FRA.1.1.2.21.10_1,FRA,4077,0.0
FRA.1.1.2.22.1_1,FRA,2195,0.0
FRA.1.1.2.22.2_1,FRA,945,0.0
FRA.1.1.2.22.3_1,FRA,2817,0.0
FRA.1.1.2.22.4_1,FRA,6057,0.907
FRA.1.1.2.22.5_1,FRA,713,0.0
FRA.1.1.2.22.6_1,FRA,7036,0.374
FRA.1.1.3.1.1_1,FRA,1229,0.689
FRA.1.1.3.1.2_1,FRA,459,0.0
FRA.1.1.3.1.3_1,FRA,3430,0.74
FRA.1.1.3.1.4_1,FRA,510,0.0
FRA.1.1.3.1.5_1,FRA,1274,0.673
FRA.1.1.3.1.6_1,FRA,1064,0.731
FRA.1.1.3.1.7_1,FRA,543,0.0
FRA.1.1.3.1.8_1,FRA,2660,0.759
FRA.1.1.3.1.9_1,FRA,971,0.632
FRA.1.1.3.1.10_1,FRA,1851,0.791
FRA.1.1.3.2.1_1,FRA,8439,0.999
FRA.1.1.3.2.2_1,FRA,4248,0.973
FRA.1.1.3.2.3_1,FRA,7705,0.91
FRA.1.1.3.2.4_1,FRA,12081,0.934
FRA.1.1.3.2.5_1,FRA,1040,0.795
FRA.1.1.3.2.6_1,FRA,2987,0.928
FRA.1.1.3.2.7_1,FRA,6189,0.901
FRA.1.1.3.2.8_1,FRA,2541,0.854
FRA.1.1.3.3.1_1,FRA,7344,0.933
FRA.1.1.3.3.2_1,FRA,2008,0.0
FRA.1.1.3.3.3_1,FRA,2629,0.0
FRA.1.1.3.3.4_1,FRA,10384,0.908
FRA.1.1.3.3.5_1,FRA,2191,0.034
FRA.1.1.3.3.6_1,FRA,12666,0.928
FRA.1.1.3.3.7_1,FRA,867,0.181
FRA.1.1.3.3.8_1,FRA,208,0.0
FRA.1.1.3.3.9_1,FRA,456,0.0
FRA.1.1.3.3.10_1,FRA,1841,0.985
FRA.1.1.3.3.11_1,FRA,592,0.611
FRA.1.1.4.1.1_1,FRA,11769,0.957
FRA.1.1.4.1.2_1,FRA,483,0.0
FRA.1.1.4.1.3_1,FRA,741,0.0
FRA.1.1.4.1.4_1,FRA,3417,0.511
FRA.1.1.4.1.5_1,FRA,262,0.0
FRA.1.1.4.1.6_1,FRA,1068,0.0
FRA.1.1.4.1.7_1,FRA,60,0.0
FRA.1.1.4.1.8_1,FRA,375,0.0
FRA.1.1.4.1.9_1,FRA,206,0.0
FRA.1.1.4.1.10_1,FRA,457,0.0
FRA.1.1.4.1.11_1,FRA,70,0.0
FRA.1.1.4.1.12_1,FRA,520,0.0
FRA.1.1.4.2.1_1,FRA,700,0.0
FRA.1.1.4.2.2_1,FRA,469,0.0
FRA.1.1.4.2.3_1,FRA,217,0.0
FRA.1.1.4.2.4_1,FRA,573,0.0
FRA.1.1.4.2.5_1,FRA,232,0.0
FRA.1.1.4.2.6_1,FRA,279,0.0
FRA.1.1.4.2.7_1,FRA,167,0.0
FRA.1.1.4.2.8_1,FRA,220,0.0
FRA.1.1.4.2.9_1,FRA,92,0.0
FRA.1.1.4.2.10_1,FRA,124,0.0
FRA.1.1.4.2.11_1,FRA,217,0.0
FRA.1.1.4.2.12_1,FRA,928,0.0
FRA.1.1.4.3.1_1,FRA,91,0.0
FRA.1.1.4.3.2_1,FRA,296,0.0
FRA.1.1.4.3.3_1,FRA,3236,0.0
FRA.1.1.4.3.4_1,FRA,162,0.0
FRA.1.1.4.3.5_1,FRA,909,0.0
FRA.1.1.4.3.6_1,FRA,1157,0.0
FRA.1.1.4.3.7_1,FRA,170,0.0
FRA.1.1.4.3.8_1,FRA,1384,0.0
FRA.1.1.4.3.9_1,FRA,187,0.0
FRA.1.1.4.3.10_1,FRA,330,0.0
FRA.1.1.4.4.1_1,FRA,351,0.0
FRA.1.1.4.4.2_1,FRA,1252,0.0
FRA.1.1.4.4.3_1,FRA,409,0.0
FRA.1.1.4.4.4_1,FRA,328,0.0
FRA.1.1.4.4.5_1,FRA,264,0.0
FRA.1.1.4.4.6_1,FRA,578,0.0
FRA.1.1.4.4.7_1,FRA,654,0.0
FRA.1.1.4.4.8_1,FRA,597,0.0
FRA.1.1.4.4.9_1,FRA,2881,0.0
FRA.1.1.4.4.10_1,FRA,2910,0.0
FRA.1.1.4.4.11_1,FRA,693,0.0
FRA.1.1.4.4.12_1,FRA,996,0.0
FRA.1.1.4.7.1_1,FRA,18941,0.959
FRA.1.1.4.5.1_1,FRA,2994,0.708
FRA.1.1.4.5.2_1,FRA,329,0.0
FRA.1.1.4.5.3_1,FRA,1695,0.0
FRA.1.1.4.5.4_1,FRA,868,0.0
FRA.1.1.4.6.1_1,FRA,3113,0.973
FRA.1.1.4.6.2_1,FRA,1053,0.993
FRA.1.1.4.6.3_1,FRA,1874,0.723
FRA.1.1.4.6.4_1,FRA,2094,0.752
FRA.1.1.4.8.1_1,FRA,308,0.0
FRA.1.1.4.8.2_1,FRA,803,0.0
FRA.1.1.4.8.3_1,FRA,141,0.0
FRA.1.1.4.8.4_1,FRA,2395,0.0
FRA.1.1.4.8.5_1,FRA,276,0.0
FRA.1.1.4.8.6_1,FRA,160,0.0
FRA.1.1.4.8.7_1,FRA,1857,0.0
FRA.1.1.4.8.8_1,FRA,212,0.0
FRA.1.1.4.8.9_1,FRA,1668,0.0
FRA.1.2.1.1.1_1,FRA,842,0.0
FRA.1.2.1.1.2_1,FRA,311,0.0
FRA.1.2.1.1.3_1,FRA,1001,0.0
FRA.1.2.1.1.4_1,FRA,199,0.0
FRA.1.2.1.1.5_1,FRA,246,0.0
FRA.1.2.1.1.6_1,FRA,87,0.0
FRA.1.2.1.1.7_1,FRA,711,0.0
FRA.1.2.1.1.8_1,FRA,635,0.0
FRA.1.2.1.1.9_1,FRA,328,0.0
FRA.1.2.1.1.10_1,FRA,250,0.0
FRA.1.2.1.1.11_1,FRA,293,0.0
FRA.1.2.1.1.12_1,FRA,96,0.0
FRA.1.2.1.2.1_1,FRA,281,0.0
FRA.1.2.1.2.2_1,FRA,5465,0.0
FRA.1.2.1.2.3_1,FRA,233,0.0
FRA.1.2.1.2.4_1,FRA,781,0.0
FRA.1.2.1.3.1_1,FRA,8822,0.432
FRA.1.2.1.4.1_1,FRA,947,0.0
FRA.1.2.1.4.2_1,FRA,147,0.0
FRA.1.2.1.4.3_1,FRA,215,0.0
FRA.1.2.1.4.4_1,FRA,156,0.0
FRA.1.2.1.4.5_1,FRA,1178,0.0
FRA.1.2.1.4.6_1,FRA,394,0.0
FRA.1.2.1.4.7_1,FRA,447,0.0
FRA.1.2.1.4.8_1,FRA,258,0.0
FRA.1.2.1.4.9_1,FRA,91,0.0
FRA.1.2.1.4.10_1,FRA,122,0.0
FRA.1.2.1.4.11_1,FRA,91,0.0
FRA.1.2.1.4.12_1,FRA,91,0.0
FRA.1.2.1.4.13_1,FRA,30,0.0
FRA.1.2.1.4.14_1,FRA,328,0.0
FRA.1.2.1.5.1_1,FRA,415,0.0
FRA.1.2.1.5.2_1,FRA,267,0.0
FRA.1.2.1.5.3_1,FRA,1742,0.0
FRA.1.2.1.5.4_1,FRA,1052,0.0
FRA.1.2.1.5.5_1,FRA,233,0.0
FRA.1.2.1.5.6_1,FRA,537,0.0
FRA.1.2.1.5.7_1,FRA,287,0.0
FRA.1.2.1.5.8_1,FRA,189,0.0
FRA.1.2.1.5.9_1,FRA,405,0.0
FRA.1.2.1.5.10_1,FRA,390,0.0
FRA.1.2.1.5.11_1,FRA,253,0.0
FRA.1.2.1.5.12_1,FRA,226,0.0
FRA.1.2.1.5.13_1,FRA,89,0.0
FRA.1.2.1.5.14_1,FRA,82,0.0
FRA.1.2.1.5.15_1,FRA,204,0.0
FRA.1.2.1.5.16_1,FRA,1497,0.0
FRA.1.2.1.5.17_1,FRA,202,0.0
FRA.1.2.1.6.1_1,FRA,317,0.0
FRA.1.2.1.6.2_1,FRA,285,0.0
FRA.1.2.1.6.3_1,FRA,550,0.0
FRA.1.2.1.6.4_1,FRA,273,0.0
FRA.1.2.1.6.5_1,FRA,2428,0.0
FRA.1.2.1.6.6_1,FRA,912,0.0
FRA.1.2.1.6.7_1,FRA,133,0.0
FRA.1.2.1.6.8_1,FRA,444,0.0
FRA.1.2.1.6.9_1,FRA,44,0.0
FRA.1.2.1.6.10_1,FRA,729,0.0
FRA.1.2.1.6.11_1,FRA,162,0.0
FRA.1.2.1.6.12_1,FRA,310,0.0
FRA.1.2.1.6.13_1,FRA,358,0.0
FRA.1.2.1.6.14_1,FRA,241,0.0
FRA.1.2.1.7.1_1,FRA,344,0.0
FRA.1.2.1.7.2_1,FRA,1394,0.0
FRA.1.2.1.7.3_1,FRA,381,0.0
FRA.1.2.1.7.4_1,FRA,130,0.0
FRA.1.2.1.7.5_1,FRA,809,0.0
FRA.1.2.1.7.6_1,FRA,294,0.0
FRA.1.2.1.7.7_1,FRA,179,0.0
FRA.1.2.1.7.8_1,FRA,176,0.0
FRA.1.2.1.7.9_1,FRA,318,0.0
FRA.1.2.1.7.10_1,FRA,141,0.0
FRA.1.2.1.7.11_1,FRA,205,0.0
FRA.1.2.1.7.12_1,FRA,177,0.0
FRA.1.2.1.7.13_1,FRA,1557,0.0
FRA.1.2.1.12.1_1,FRA,33890,0.98
FRA.1.2.1.8.1_1,FRA,1167,0.0
FRA.1.2.1.8.2_1,FRA,300,0.0
FRA.1.2.1.8.3_1,FRA,3869,0.908
FRA.1.2.1.8.4_1,FRA,754,0.0
FRA.1.2.1.8.5_1,FRA,531,0.0
FRA.1.2.1.9.1_1,FRA,2011,0.309
FRA.1.2.1.9.2_1,FRA,1045,0.0
FRA.1.2.1.10.1_1,FRA,180,0.0
FRA.1.2.1.10.2_1,FRA,2655,0.435
FRA.1.2.1.10.3_1,FRA,1700,0.0
FRA.1.2.1.11.1_1,FRA,1199,0.557
FRA.1.2.1.11.2_1,FRA,748,0.0
FRA.1.2.1.11.3_1,FRA,2429,0.0
FRA.1.2.1.11.4_1,FRA,570,0.0
FRA.1.2.1.13.1_1,FRA,295,0.0
FRA.1.2.1.13.2_1,FRA,889,0.0
FRA.1.2.1.13.3_1,FRA,180,0.0
FRA.1.2.1.13.4_1,FRA,153,0.0
FRA.1.2.1.13.5_1,FRA,107,0.0
FRA.1.2.1.13.6_1,FRA,1223,0.0
FRA.1.2.1.13.7_1,FRA,164,0.0
FRA.1.2.1.13.8_1,FRA,1252,0.0
FRA.1.2.1.13.9_1,FRA,727,0.0
FRA.1.2.1.13.10_1,FRA,224,0.0
FRA.1.2.1.13.11_1,FRA,143,0.0
FRA.1.2.1.13.12_1,FRA,98,0.0
FRA.1.2.1.13.13_1,FRA,211,0.0
FRA.1.2.1.13.14_1,FRA,156,0.0
FRA.1.2.1.13.15_1,FRA,121,0.0
FRA.1.2.1.13.16_1,FRA,1200,0.0
FRA.1.2.2.1.1_1,FRA,2332,0.0
FRA.1.2.2.1.2_1,FRA,848,0.0
FRA.1.2.2.1.3_1,FRA,393,0.0
