gid,alpha3,totalPopulation,fractionUrban
IND.29.10.8_1,IND,212669,0.622
IND.29.10.9_1,IND,161287,0.511
IND.29.11.1_1,IND,356434,0.547
IND.29.11.2_1,IND,381021,0.407
IND.29.11.3_1,IND,414622,0.343
IND.29.11.4_1,IND,384255,0.466
IND.29.11.5_1,IND,439068,0.293
IND.29.11.6_1,IND,512198,0.511
IND.29.11.7_1,IND,242944,0.47
IND.29.12.1_1,IND,592957,0.965
IND.29.12.2_1,IND,694666,0.868
IND.29.12.3_1,IND,394582,0.9
IND.29.12.4_1,IND,300366,0.841
IND.29.12.5_1,IND,281746,0.962
IND.29.13.1_1,IND,190671,0.875
IND.29.13.2_1,IND,374186,0.796
IND.29.13.3_1,IND,953427,0.929
IND.29.14.1_1,IND,410684,0.848
IND.29.14.2_1,IND,451656,0.686
IND.29.14.3_1,IND,424907,0.931
IND.29.14.4_1,IND,427482,0.877
IND.29.15.1_1,IND,218294,0.394
IND.29.15.2_1,IND,562312,0.767
IND.29.15.3_1,IND,186204,0.399
IND.29.15.4_1,IND,153245,0.409
IND.29.15.5_1,IND,263249,0.537
IND.29.15.6_1,IND,316175,0.295
IND.29.15.7_1,IND,214855,0.373
IND.29.15.8_1,IND,129603,0.67
IND.29.15.9_1,IND,429300,0.427
IND.29.16.1_1,IND,350490,0.547
IND.29.16.2_1,IND,82282,0.102
IND.29.16.3_1,IND,442690,0.469
IND.29.16.4_1,IND,149322,0.437
IND.29.16.5_1,IND,552370,0.731
IND.29.16.6_1,IND,220770,0.55
IND.29.16.7_1,IND,191671,0.476
IND.29.17.1_1,IND,830177,0.973
IND.29.17.2_1,IND,236668,0.868
IND.29.17.3_1,IND,292041,0.669
IND.29.17.4_1,IND,349761,0.911
IND.29.17.5_1,IND,281598,0.391
IND.29.17.6_1,IND,3614331,0.994
IND.29.17.7_1,IND,344892,0.708
IND.29.17.8_1,IND,596812,0.918
IND.29.17.9_1,IND,250882,0.9
IND.29.17.10_1,IND,233819,0.412
IND.29.17.11_1,IND,559838,0.756
IND.29.17.12_1,IND,759978,0.948
IND.29.17.13_1,IND,356518,0.893
IND.29.18.1_1,IND,435108,0.34
IND.29.18.2_1,IND,400150,0.356
IND.29.19.1_1,IND,243138,0.46
IND.29.19.2_1,IND,709210,0.404
IND.29.19.3_1,IND,534663,0.522
IND.29.19.4_1,IND,148618,0.518
IND.29.19.5_1,IND,651198,0.451
IND.29.20.1_1,IND,409848,0.635
IND.29.20.2_1,IND,211441,0.383
IND.29.20.3_1,IND,406026,0.743
IND.29.20.4_1,IND,210066,0.397
IND.29.20.5_1,IND,230026,0.68
IND.29.20.6_1,IND,269840,0.369
IND.29.21.1_1,IND,759118,0.713
IND.29.21.2_1,IND,604495,0.663
IND.29.21.3_1,IND,539376,0.758
IND.29.21.4_1,IND,430036,0.874
IND.29.21.5_1,IND,303864,0.754
IND.29.22.1_1,IND,428999,0.543
IND.29.22.2_1,IND,315742,0.542
IND.29.22.3_1,IND,2189059,0.842
IND.29.22.4_1,IND,543804,0.237
IND.29.22.5_1,IND,815889,0.291
IND.29.22.6_1,IND,545067,0.234
IND.29.23.1_1,IND,501478,0.921
IND.29.23.2_1,IND,420481,0.765
IND.29.23.3_1,IND,244697,0.744
IND.29.23.4_1,IND,357493,0.755
IND.29.23.5_1,IND,267882,0.884
IND.29.24.1_1,IND,228543,0.354
IND.29.24.2_1,IND,1456492,0.953
IND.29.24.3_1,IND,212380,0.412
IND.29.24.4_1,IND,324979,0.829
IND.29.24.5_1,IND,228966,0.429
IND.29.25.1_1,IND,225033,0.269
IND.29.25.2_1,IND,476848,0.45
IND.29.25.3_1,IND,382395,0.375
IND.29.25.4_1,IND,285797,0.462
IND.29.25.5_1,IND,551694,0.401
IND.29.25.6_1,IND,839497,0.471
IND.29.25.7_1,IND,483638,0.622
IND.29.25.8_1,IND,700741,0.607
IND.29.26.1_1,IND,518397,0.572
IND.29.26.2_1,IND,377517,0.611
IND.29.26.3_1,IND,284734,0.44
IND.29.26.4_1,IND,214513,0.345
IND.29.26.5_1,IND,525782,0.612
IND.29.26.6_1,IND,253692,0.599
IND.29.26.7_1,IND,249617,0.358
IND.29.27.1_1,IND,188594,0.513
IND.29.27.2_1,IND,11018,0.576
IND.29.27.3_1,IND,19038,0.043
IND.29.27.4_1,IND,150263,0.557
IND.29.27.5_1,IND,124095,0.681
IND.29.27.6_1,IND,223158,0.844
IND.29.27.7_1,IND,49697,0.525
IND.29.27.8_1,IND,303831,0.452
IND.29.28.1_1,IND,191160,0.641
IND.29.28.2_1,IND,140242,0.8
IND.29.28.3_1,IND,160887,0.446
IND.29.28.4_1,IND,71193,0.033
IND.29.28.5_1,IND,294706,0.668
IND.29.28.6_1,IND,286306,0.869
IND.29.28.7_1,IND,220374,0.687
IND.29.29.1_1,IND,207080,0.576
IND.29.29.2_1,IND,258914,0.466
IND.29.29.3_1,IND,367279,0.931
IND.29.29.4_1,IND,130741,0.355
IND.29.29.5_1,IND,569932,0.753
IND.29.30.1_1,IND,398249,0.579
IND.29.30.2_1,IND,368252,0.456
IND.29.30.3_1,IND,539068,0.836
IND.29.30.4_1,IND,613585,0.801
IND.29.30.5_1,IND,1251632,0.705
IND.29.31.1_1,IND,342944,0.797
IND.29.31.2_1,IND,299194,0.8
IND.29.31.3_1,IND,233134,0.368
IND.29.31.4_1,IND,185028,0.575
IND.29.31.5_1,IND,215241,0.511
IND.29.32.1_1,IND,194784,0.266
IND.29.32.2_1,IND,288845,0.397
IND.29.32.3_1,IND,276933,0.58
IND.29.32.4_1,IND,183309,0.224
IND.29.32.5_1,IND,494007,0.598
IND.29.32.6_1,IND,252666,0.347
IND.29.33.1_1,IND,305516,0.713
IND.29.33.2_1,IND,362678,0.733
IND.29.33.3_1,IND,243545,0.41
IND.29.33.4_1,IND,110492,0.679
IND.29.33.5_1,IND,252538,0.611
IND.29.33.6_1,IND,380025,0.787
IND.29.33.7_1,IND,364050,0.699
IND.29.33.8_1,IND,1050224,0.906
IND.29.33.9_1,IND,649620,0.655
IND.30.1.1_1,IND,330809,0.881
IND.30.2.1_1,IND,46683,0.53
IND.30.3.1_1,IND,152729,0.694
IND.30.4.1_1,IND,136118,0.655
IND.31.1.1_1,IND,401639,0.773
IND.31.1.2_1,IND,379909,0.797
IND.31.2.1_1,IND,1154165,1.0
IND.31.2.2_1,IND,1160444,1.0
IND.31.2.3_1,IND,989398,1.0
IND.31.2.4_1,IND,1069608,1.0
IND.31.2.5_1,IND,1023720,1.0
IND.31.3.1_1,IND,2565269,0.985
IND.31.3.2_1,IND,279059,0.876
IND.31.3.3_1,IND,785279,0.844
IND.31.4.1_1,IND,582959,0.935
IND.31.4.2_1,IND,1527105,0.957
IND.31.4.3_1,IND,297432,0.886
IND.31.4.4_1,IND,730873,0.819
IND.31.5.1_1,IND,523861,0.936
IND.31.5.2_1,IND,597114,0.847
IND.31.5.3_1,IND,376831,0.896
IND.31.5.4_1,IND,253283,0.824
IND.31.6.1_1,IND,926042,0.924
IND.31.6.2_1,IND,131644,0.708
IND.31.6.3_1,IND,182911,0.821
IND.31.6.4_1,IND,304402,0.922
IND.31.6.5_1,IND,544832,0.668
IND.31.6.6_1,IND,384716,0.765
IND.31.7.1_1,IND,427371,0.891
IND.31.7.2_1,IND,813465,0.941
IND.31.7.3_1,IND,436750,0.9
IND.31.7.4_1,IND,356786,0.724
IND.31.7.5_1,IND,349349,0.766
IND.31.8.1_1,IND,2950957,0.97
IND.31.8.2_1,IND,244347,0.801
IND.31.8.3_1,IND,610180,0.941
IND.31.8.4_1,IND,375055,0.853
IND.31.8.5_1,IND,1673374,0.979
IND.31.8.6_1,IND,192390,0.874
IND.31.9.1_1,IND,166311,0.944
IND.31.9.2_1,IND,621507,0.987
IND.31.9.3_1,IND,605845,0.987
IND.31.9.4_1,IND,753188,0.985
IND.31.10.1_1,IND,718061,0.714
IND.31.10.2_1,IND,441596,0.746
IND.31.11.1_1,IND,396111,0.694
IND.31.11.2_1,IND,622011,0.868
IND.31.11.3_1,IND,785637,0.896
IND.31.11.4_1,IND,344668,0.903
IND.31.12.1_1,IND,1035967,0.985
IND.31.12.2_1,IND,296805,0.811
IND.31.12.3_1,IND,1366273,0.988
IND.31.12.4_1,IND,327432,0.737
IND.31.12.5_1,IND,300007,0.868
IND.31.12.6_1,IND,260923,0.907
IND.31.13.1_1,IND,503174,0.958
IND.31.13.2_1,IND,404047,0.914
IND.31.13.3_1,IND,379405,0.926
IND.31.13.4_1,IND,270227,0.93
IND.31.13.5_1,IND,231862,0.902
IND.31.14.1_1,IND,886938,0.87
IND.31.14.2_1,IND,395121,0.9
IND.31.14.3_1,IND,803690,0.951
IND.31.15.1_1,IND,569236,0.592
IND.31.16.1_1,IND,320748,0.877
IND.31.16.2_1,IND,426212,0.682
IND.31.16.3_1,IND,435789,0.683
IND.31.16.4_1,IND,9258,0.0
IND.31.16.5_1,IND,370220,0.83
IND.31.16.6_1,IND,313007,0.729
IND.31.17.1_1,IND,147991,0.577
IND.31.17.2_1,IND,260706,0.521
IND.31.17.3_1,IND,189906,0.528
IND.31.17.4_1,IND,474770,0.838
IND.31.17.5_1,IND,94036,0.967
IND.31.17.6_1,IND,283052,0.485
IND.31.18.1_1,IND,662720,0.853
IND.31.18.2_1,IND,466878,0.922
IND.31.18.3_1,IND,566193,0.97
IND.31.18.4_1,IND,1787034,0.971
IND.31.18.5_1,IND,597241,0.963
IND.31.19.1_1,IND,148866,0.613
IND.31.19.2_1,IND,253672,0.846
IND.31.19.3_1,IND,334100,0.839
IND.31.19.4_1,IND,212328,0.666
IND.31.19.5_1,IND,351188,0.668
IND.31.19.6_1,IND,315442,0.692
IND.31.20.1_1,IND,471758,0.979
IND.31.20.2_1,IND,247982,0.84
IND.31.20.3_1,IND,313393,0.922
IND.31.20.4_1,IND,415407,0.897
IND.31.20.5_1,IND,129817,0.799
IND.31.20.6_1,IND,774793,0.902
IND.31.20.7_1,IND,279684,0.946
IND.31.21.1_1,IND,201743,0.946
IND.31.21.2_1,IND,266031,0.918
IND.31.21.3_1,IND,106508,0.831
IND.31.21.4_1,IND,203146,0.787
IND.31.22.1_1,IND,729404,0.906
IND.31.22.2_1,IND,714950,0.934
IND.31.23.1_1,IND,229202,0.85
IND.31.23.2_1,IND,28,0.0
IND.31.23.3_1,IND,7063,0.104
IND.31.23.4_1,IND,0,0.0
IND.31.23.5_1,IND,0,0.0
IND.31.23.6_1,IND,0,0.0
IND.31.23.7_1,IND,0,0.0
IND.31.23.8_1,IND,249254,0.934
IND.31.23.9_1,IND,392122,0.888
IND.31.23.10_1,IND,2203177,0.998
IND.31.23.11_1,IND,263804,0.867
IND.31.23.12_1,IND,537808,0.922
IND.31.23.13_1,IND,158216,0.845
IND.31.24.1_1,IND,871270,0.864
IND.31.24.2_1,IND,454877,0.929
IND.31.24.3_1,IND,238169,0.91
IND.31.25.1_1,IND,408707,0.736
IND.31.25.2_1,IND,168674,0.517
IND.31.25.3_1,IND,124417,0.736
IND.31.25.4_1,IND,244986,0.836
IND.31.25.5_1,IND,330374,0.885
IND.31.25.6_1,IND,461792,0.956
IND.31.25.7_1,IND,181213,0.396
IND.31.26.1_1,IND,557195,0.828
IND.31.26.2_1,IND,412601,0.79
IND.31.26.3_1,IND,414401,0.892
IND.31.26.4_1,IND,1531827,0.973
IND.31.26.5_1,IND,350888,0.783
IND.31.27.1_1,IND,473624,0.914
IND.31.27.2_1,IND,250363,0.796
IND.31.27.3_1,IND,107241,0.864
IND.31.27.4_1,IND,335240,0.706
IND.31.27.5_1,IND,413467,0.7
IND.31.27.6_1,IND,22709,0.911
IND.31.27.7_1,IND,197279,0.887
IND.31.27.8_1,IND,911275,0.946
IND.31.27.9_1,IND,753011,0.969
IND.31.28.1_1,IND,280251,0.741
IND.31.28.2_1,IND,616880,0.508
IND.31.28.3_1,IND,2105798,0.959
IND.31.28.4_1,IND,482886,0.798
IND.31.29.1_1,IND,374790,0.923
IND.31.29.2_1,IND,547248,0.804
IND.31.29.3_1,IND,533817,0.863
IND.31.29.4_1,IND,678883,0.904
IND.31.29.5_1,IND,385646,0.837
IND.31.29.6_1,IND,391368,0.79
IND.31.30.1_1,IND,512384,0.861
IND.31.30.2_1,IND,228796,0.815
IND.31.30.3_1,IND,1109500,0.961
IND.31.30.4_1,IND,641290,0.934
IND.31.30.5_1,IND,723823,0.95
IND.31.30.6_1,IND,662122,0.944
IND.31.30.7_1,IND,473585,0.91
IND.31.31.1_1,IND,492978,0.829
IND.31.31.2_1,IND,971019,0.845
IND.31.31.3_1,IND,967192,0.861
IND.31.31.4_1,IND,917845,0.875
IND.31.31.5_1,IND,962954,0.959
IND.31.32.1_1,IND,447024,0.792
IND.31.32.2_1,IND,368411,0.951
IND.31.32.3_1,IND,634241,0.882
IND.31.32.4_1,IND,344015,0.927
IND.31.32.5_1,IND,107318,0.356
IND.31.32.6_1,IND,310020,0.793
IND.32.1.1_1,IND,415763,0.618
IND.32.1.2_1,IND,317521,0.572
IND.32.1.3_1,IND,202811,0.459
IND.32.1.4_1,IND,135093,0.338
IND.32.1.5_1,IND,115195,0.585
IND.32.1.6_1,IND,468990,0.871
IND.32.1.7_1,IND,282659,0.488
IND.32.1.8_1,IND,363480,0.546
IND.32.1.9_1,IND,316385,0.55
IND.32.1.10_1,IND,232582,0.408
IND.32.2.1_1,IND,3686995,1.0
IND.32.3.1_1,IND,544158,0.667
IND.32.3.2_1,IND,580661,0.749
IND.32.3.3_1,IND,915667,0.796
IND.32.3.4_1,IND,198379,0.485
IND.32.3.5_1,IND,436926,0.697
IND.32.3.6_1,IND,607944,0.735
IND.32.3.7_1,IND,858727,0.822
IND.32.4.1_1,IND,209874,0.443
IND.32.4.2_1,IND,355479,0.735
IND.32.4.3_1,IND,775096,0.731
IND.32.4.4_1,IND,590535,0.762
IND.32.4.5_1,IND,571201,0.637
IND.32.4.6_1,IND,77257,0.441
IND.32.4.7_1,IND,427862,0.592
IND.32.5.1_1,IND,245364,0.481
IND.32.5.2_1,IND,226810,0.438
IND.32.5.3_1,IND,270939,0.478
IND.32.5.4_1,IND,404784,0.568
IND.32.5.5_1,IND,436286,0.616
IND.32.5.6_1,IND,389933,0.317
IND.32.5.7_1,IND,295798,0.506
IND.32.5.8_1,IND,379308,0.614
IND.32.5.9_1,IND,619917,0.769
IND.32.5.10_1,IND,354378,0.692
IND.32.5.11_1,IND,382767,0.532
IND.32.5.12_1,IND,459456,0.613
IND.32.6.1_1,IND,350817,0.646
IND.32.6.2_1,IND,386130,0.628
IND.32.6.3_1,IND,395739,0.644
IND.32.6.4_1,IND,279174,0.42
IND.32.6.5_1,IND,271047,0.603
IND.32.6.6_1,IND,686068,0.826
IND.32.6.7_1,IND,527318,0.614
IND.32.6.8_1,IND,417113,0.547
IND.32.7.1_1,IND,409538,0.545
IND.32.7.2_1,IND,454341,0.372
IND.32.7.3_1,IND,557834,0.637
IND.32.7.4_1,IND,575613,0.623
IND.32.7.5_1,IND,754821,0.585
IND.32.7.6_1,IND,383546,0.42
IND.32.7.7_1,IND,600847,0.562
IND.32.8.1_1,IND,611584,0.725
IND.32.8.2_1,IND,255510,0.609
IND.32.8.3_1,IND,325908,0.744
IND.32.8.4_1,IND,432110,0.67
IND.32.8.5_1,IND,194260,0.517
IND.32.8.6_1,IND,752025,0.82
IND.32.8.7_1,IND,181469,0.447
IND.32.9.1_1,IND,245452,0.532
IND.32.9.2_1,IND,338346,0.556
IND.32.9.3_1,IND,1694330,0.974
IND.32.9.4_1,IND,4732481,0.991
IND.32.9.5_1,IND,310552,0.578
IND.32.9.6_1,IND,368043,0.761
IND.32.9.7_1,IND,402839,0.641
IND.32.10.1_1,IND,1464456,0.82
IND.32.10.2_1,IND,575369,0.421
IND.32.10.3_1,IND,323812,0.493
IND.32.10.4_1,IND,623495,0.654
IND.32.10.5_1,IND,419757,0.675
IND.32.10.6_1,IND,401074,0.697
IND.33.1.1_1,IND,133697,0.758
IND.33.1.2_1,IND,302715,0.801
IND.33.2.1_1,IND,187224,0.671
IND.33.2.2_1,IND,383268,0.935
IND.33.3.1_1,IND,340353,0.825
IND.33.4.1_1,IND,407321,0.853
IND.33.5.1_1,IND,521544,0.915
IND.33.6.1_1,IND,321772,0.825
IND.33.6.2_1,IND,134994,0.791
IND.33.7.1_1,IND,391432,0.902
IND.33.8.1_1,IND,1157111,0.954
IND.34.1.1_1,IND,2605159,0.993
IND.34.1.2_1,IND,523831,0.928
IND.34.1.3_1,IND,553226,0.956
IND.34.1.4_1,IND,565779,0.926
IND.34.1.5_1,IND,558779,0.938
IND.34.2.1_1,IND,2214093,0.981
IND.34.2.2_1,IND,858357,0.963
IND.34.2.3_1,IND,434992,0.951
IND.34.2.4_1,IND,774332,0.956
IND.34.2.5_1,IND,234455,0.906
IND.34.3.1_1,IND,1107768,0.996
IND.34.3.2_1,IND,1199600,0.949
IND.34.3.3_1,IND,1212636,0.95
IND.34.3.4_1,IND,971296,0.989
IND.34.3.5_1,IND,788495,0.983
IND.34.4.1_1,IND,1678035,0.988
IND.34.4.2_1,IND,1335256,0.99
IND.34.5.1_1,IND,522540,0.962
IND.34.5.2_1,IND,477231,0.966
IND.34.5.3_1,IND,479800,0.974
IND.34.5.4_1,IND,859867,0.976
IND.34.5.5_1,IND,810498,0.969
IND.34.6.1_1,IND,1329093,0.977
IND.34.6.2_1,IND,1237959,0.956
IND.34.7.1_1,IND,929738,0.925
IND.34.7.2_1,IND,770108,0.945
IND.34.8.1_1,IND,1452706,0.992
IND.34.8.2_1,IND,1104395,0.981
IND.34.8.3_1,IND,1324940,0.986
IND.34.8.4_1,IND,1004328,0.983
IND.34.9.1_1,IND,1489548,0.935
IND.34.10.1_1,IND,1554616,0.968
IND.34.10.2_1,IND,1123983,0.949
IND.34.11.1_1,IND,1465169,0.984
IND.34.11.2_1,IND,1287179,0.986
IND.34.11.3_1,IND,1052218,0.984
IND.34.12.1_1,IND,2629095,0.965
IND.34.13.1_1,IND,704549,0.789
IND.34.13.2_1,IND,803784,0.784
IND.34.13.3_1,IND,663490,0.836
IND.34.14.1_1,IND,1176439,0.981
IND.34.14.2_1,IND,1121409,0.973
IND.34.14.3_1,IND,774994,0.979
IND.34.14.4_1,IND,1377579,0.975
IND.34.15.1_1,IND,805316,0.973
IND.34.15.2_1,IND,940416,0.973
IND.34.15.3_1,IND,2300171,0.987
IND.34.15.4_1,IND,517606,0.97
IND.34.15.5_1,IND,540567,0.969
IND.34.16.1_1,IND,1427090,0.98
IND.34.16.2_1,IND,1054190,0.976
IND.34.17.1_1,IND,1166305,0.959
IND.34.17.2_1,IND,1650116,0.974
IND.34.17.3_1,IND,606070,0.871
IND.34.17.4_1,IND,865874,0.966
IND.34.18.1_1,IND,985953,0.977
IND.34.18.2_1,IND,1186182,0.965
IND.34.18.3_1,IND,831923,0.958
IND.34.18.4_1,IND,840964,0.953
IND.34.19.1_1,IND,1216545,0.966
IND.34.19.2_1,IND,3023111,0.97
IND.34.20.1_1,IND,491487,0.916
IND.34.20.2_1,IND,1669320,0.975
IND.34.21.1_1,IND,857035,0.842
IND.34.21.2_1,IND,389642,0.865
IND.34.22.1_1,IND,1927848,0.989
IND.34.22.2_1,IND,1611400,0.989
IND.34.23.1_1,IND,596108,0.966
IND.34.23.2_1,IND,1198381,0.96
IND.34.23.3_1,IND,418144,0.95
IND.34.24.1_1,IND,763355,0.939
IND.34.24.2_1,IND,1101949,0.956
IND.34.25.1_1,IND,1156116,0.979
IND.34.25.2_1,IND,1662385,0.991
IND.34.26.1_1,IND,1456614,0.976
IND.34.26.2_1,IND,779127,0.96
IND.34.27.1_1,IND,850730,0.911
IND.34.27.2_1,IND,1338053,0.923
IND.34.27.3_1,IND,913114,0.937
IND.34.28.1_1,IND,965961,0.958
IND.34.28.2_1,IND,1446057,0.974
IND.34.28.3_1,IND,322904,0.958
IND.34.28.4_1,IND,794624,0.959
IND.34.29.1_1,IND,3462328,0.995
IND.34.29.2_1,IND,248243,0.88
IND.34.29.3_1,IND,208221,0.847
IND.34.30.1_1,IND,3569892,0.991
IND.34.31.1_1,IND,1199196,0.992
IND.34.31.2_1,IND,1009822,0.984
IND.34.31.3_1,IND,1410773,0.989
IND.34.31.4_1,IND,671680,0.954
IND.34.32.1_1,IND,1882253,0.977
IND.34.32.2_1,IND,1172596,0.939
IND.34.32.3_1,IND,733518,0.981
IND.34.33.1_1,IND,1811672,0.989
IND.34.33.2_1,IND,3133136,0.99
IND.34.34.1_1,IND,533785,0.776
IND.34.34.2_1,IND,487886,0.618
IND.34.34.3_1,IND,470968,0.546
IND.34.35.1_1,IND,481985,0.965
IND.34.35.2_1,IND,1402899,0.982
IND.34.36.1_1,IND,1060277,0.953
IND.34.36.2_1,IND,1528730,0.96
IND.34.36.3_1,IND,1139716,0.96
IND.34.36.4_1,IND,1173890,0.961
IND.34.37.1_1,IND,1756727,0.965
IND.34.38.1_1,IND,632148,0.792
IND.34.38.2_1,IND,490278,0.661
IND.34.38.3_1,IND,418690,0.647
IND.34.38.4_1,IND,495816,0.77
IND.34.39.1_1,IND,1257792,0.995
IND.34.39.2_1,IND,820615,0.994
IND.34.39.3_1,IND,1038839,0.988
IND.34.39.4_1,IND,917790,0.99
IND.34.39.5_1,IND,1126592,0.989
IND.34.40.1_1,IND,398095,0.539
IND.34.40.2_1,IND,1045928,0.904
IND.34.40.3_1,IND,504109,0.741
IND.34.40.4_1,IND,404573,0.566
IND.34.41.1_1,IND,1085093,0.97
IND.34.41.2_1,IND,902554,0.966
IND.34.42.1_1,IND,691651,0.92
IND.34.42.2_1,IND,89695,0.861
IND.34.42.3_1,IND,714154,0.928
IND.34.42.4_1,IND,603584,0.9
IND.34.43.1_1,IND,504570,0.921
IND.34.43.2_1,IND,551542,0.834
IND.34.43.3_1,IND,4232295,0.98
IND.34.44.1_1,IND,457946,0.958
IND.34.44.2_1,IND,1206438,0.967
IND.34.45.1_1,IND,2782075,0.993
IND.34.45.2_1,IND,732207,0.968
IND.34.45.3_1,IND,535400,0.963
IND.34.46.1_1,IND,1851431,0.986
IND.34.46.2_1,IND,2499518,0.993
IND.34.47.1_1,IND,1802655,0.948
IND.34.47.2_1,IND,1374526,0.953
IND.34.47.3_1,IND,1623609,0.935
IND.34.48.1_1,IND,933241,0.693
IND.34.48.2_1,IND,565789,0.513
IND.34.49.1_1,IND,4953086,0.994
IND.34.49.2_1,IND,766124,0.958
IND.34.49.3_1,IND,607861,0.959
IND.34.50.1_1,IND,2089205,0.98
IND.34.50.2_1,IND,1673273,0.979
IND.34.51.1_1,IND,149815,0.49
IND.34.51.2_1,IND,399211,0.631
IND.34.51.3_1,IND,458183,0.799
IND.34.52.1_1,IND,996823,0.965
IND.34.52.2_1,IND,390247,0.936
IND.34.52.3_1,IND,856669,0.951
IND.34.53.1_1,IND,685446,0.859
IND.34.53.2_1,IND,594209,0.91
IND.34.53.3_1,IND,1785906,0.976
IND.34.53.4_1,IND,74597,0.396
IND.34.54.1_1,IND,1181988,0.989
IND.34.54.2_1,IND,1842940,0.991
IND.34.55.1_1,IND,767910,0.925
IND.34.55.2_1,IND,2453168,0.98
IND.34.55.3_1,IND,873156,0.981
IND.34.56.1_1,IND,1031149,0.932
IND.34.56.2_1,IND,2198873,0.941
IND.34.57.1_1,IND,887979,0.981
IND.34.57.2_1,IND,2035788,0.987
IND.34.57.3_1,IND,663114,0.968
IND.34.58.1_1,IND,705153,0.967
IND.34.58.2_1,IND,1086527,0.95
IND.34.58.3_1,IND,1689700,0.976
IND.34.59.1_1,IND,757673,0.97
IND.34.59.2_1,IND,983144,0.957
IND.34.59.3_1,IND,710542,0.896
IND.34.60.1_1,IND,1350064,0.987
IND.34.60.2_1,IND,1418746,0.981
IND.34.60.3_1,IND,1196825,0.986
IND.34.61.1_1,IND,1072724,0.963
IND.34.61.2_1,IND,574789,0.955
IND.34.61.3_1,IND,1007850,0.959
IND.34.61.4_1,IND,270394,0.977
IND.34.62.1_1,IND,380251,0.941
IND.34.62.2_1,IND,415837,0.971
IND.34.62.3_1,IND,1012085,0.987
IND.34.62.4_1,IND,472574,0.98
IND.34.62.5_1,IND,752647,0.972
IND.34.63.1_1,IND,1022432,0.964
IND.34.63.2_1,IND,729222,0.94
IND.34.63.3_1,IND,2367550,0.982
IND.34.64.1_1,IND,369909,0.995
IND.34.64.2_1,IND,654893,0.968
IND.34.64.3_1,IND,1471377,0.977
IND.34.65.1_1,IND,1640431,0.987
IND.34.66.1_1,IND,1915149,0.998
IND.34.67.1_1,IND,747093,0.96
IND.34.67.2_1,IND,913798,0.891
IND.34.67.3_1,IND,1243855,0.966
IND.34.67.4_1,IND,849590,0.953
IND.34.68.1_1,IND,247176,0.97
IND.34.68.2_1,IND,1209123,0.954
IND.34.69.1_1,IND,2765056,0.967
IND.34.70.1_1,IND,1248777,0.987
IND.34.70.2_1,IND,1430894,0.98
IND.34.70.3_1,IND,1282634,0.983
IND.34.71.1_1,IND,1216975,0.963
IND.34.71.2_1,IND,1254223,0.966
IND.34.71.3_1,IND,1360617,0.978
IND.34.71.4_1,IND,1608631,0.98
IND.34.72.1_1,IND,808659,0.778
IND.34.72.2_1,IND,1450725,0.834
IND.34.73.1_1,IND,910273,0.97
IND.34.73.2_1,IND,1748150,0.985
IND.34.74.1_1,IND,872380,0.955
IND.34.74.2_1,IND,964409,0.937
IND.34.74.3_1,IND,875738,0.969
IND.34.74.4_1,IND,994261,0.931
IND.34.75.1_1,IND,4626073,0.997
IND.35.1.1_1,IND,329728,0.563
IND.35.1.2_1,IND,375101,0.445
IND.35.2.1_1,IND,282012,0.45
IND.35.3.1_1,IND,172242,0.515
IND.35.3.2_1,IND,55646,0.417
Z05.35.3.2_1,IND,0,0.0
IND.35.3.3_1,IND,264461,0.538
IND.35.4.1_1,IND,229199,0.398
IND.35.5.1_1,IND,157817,0.293
IND.35.5.2_1,IND,1836838,0.963
IND.35.6.1_1,IND,649922,0.576
IND.35.6.2_1,IND,351491,0.519
IND.35.7.1_1,IND,1101167,0.955
IND.35.7.2_1,IND,1301475,0.972
IND.35.8.1_1,IND,711233,0.956
IND.35.8.2_1,IND,131817,0.864
IND.35.8.3_1,IND,270058,0.418
IND.35.9.1_1,IND,80857,0.554
IND.35.9.2_1,IND,154100,0.383
IND.35.9.3_1,IND,57317,0.21
Z05.35.9.3_1,IND,7,0.0
IND.35.9.4_1,IND,276155,0.652
IND.35.10.1_1,IND,144116,0.777
IND.35.11.1_1,IND,199513,0.709
IND.35.11.2_1,IND,255704,0.477
IND.35.11.3_1,IND,201138,0.472
IND.35.12.1_1,IND,749718,0.956
IND.35.12.2_1,IND,770533,0.944
IND.35.12.3_1,IND,408216,0.915
IND.35.12.4_1,IND,227421,0.901
IND.35.13.1_1,IND,106337,0.748
Z09.35.13.1_1,IND,247,0.0
IND.35.13.2_1,IND,125015,0.571
IND.35.13.3_1,IND,105867,0.441
IND.35.13.4_1,IND,91262,0.518
IND.36.1.1_1,IND,1420420,0.906
IND.36.2.1_1,IND,2854949,0.895
IND.36.2.2_1,IND,1111576,0.906
IND.36.3.1_1,IND,3345051,0.986
IND.36.3.2_1,IND,2546141,0.943
IND.36.3.3_1,IND,1017433,0.931
IND.36.3.4_1,IND,1191689,0.977
IND.36.3.5_1,IND,1114262,0.967
IND.36.4.1_1,IND,854183,0.923
IND.36.4.2_1,IND,1745385,0.962
IND.36.4.3_1,IND,1473611,0.93
IND.36.5.1_1,IND,1767181,0.957
IND.36.6.1_1,IND,922738,0.972
IND.36.6.2_1,IND,216636,0.659
IND.36.6.3_1,IND,169329,0.827
IND.36.6.4_1,IND,721209,0.953
IND.36.7.1_1,IND,2373781,0.999
