gid,alpha3,totalPopulation,fractionUrban
AGO.2.7.1_1,AGO,200526,0.556
AGO.2.7.2_1,AGO,54588,0.0
AGO.2.7.3_1,AGO,43228,0.0
AGO.2.7.4_1,AGO,33021,0.0
AGO.2.8.1_1,AGO,31001,0.44
AGO.2.8.2_1,AGO,30768,0.0
AGO.2.8.3_1,AGO,24193,0.0
AGO.2.8.4_1,AGO,136006,0.783
AGO.2.8.5_1,AGO,36676,0.0
AGO.2.9.1_1,AGO,1367,0.0
AGO.2.9.2_1,AGO,22383,0.377
AGO.2.9.3_1,AGO,13791,0.204
AGO.2.9.4_1,AGO,20991,0.73
AGO.2.9.5_1,AGO,538728,0.975
AGO.3.1.1_1,AGO,88378,0.694
AGO.3.1.2_1,AGO,29959,0.0
AGO.3.1.3_1,AGO,62733,0.256
AGO.3.1.4_1,AGO,12011,0.0
AGO.3.2.1_1,AGO,82789,0.815
AGO.3.2.2_1,AGO,7996,0.0
AGO.3.2.3_1,AGO,3800,0.0
AGO.3.2.4_1,AGO,20468,0.0
AGO.3.2.5_1,AGO,1511,0.0
AGO.3.3.1_1,AGO,14022,0.374
AGO.3.3.2_1,AGO,6112,0.0
AGO.3.3.3_1,AGO,23766,0.0
AGO.3.3.4_1,AGO,53388,0.567
AGO.3.4.1_1,AGO,35758,0.573
AGO.3.4.2_1,AGO,19558,0.0
AGO.3.4.3_1,AGO,41278,0.0
AGO.3.5.1_1,AGO,10311,0.0
AGO.3.5.2_1,AGO,33136,0.871
AGO.3.5.3_1,AGO,4714,0.0
AGO.3.5.4_1,AGO,6671,0.0
AGO.3.5.5_1,AGO,819,0.0
AGO.3.5.6_1,AGO,750,0.0
AGO.3.6.1_1,AGO,26935,0.652
AGO.3.6.2_1,AGO,5580,0.0
AGO.3.6.3_1,AGO,2339,0.0
AGO.3.6.4_1,AGO,7107,0.0
AGO.3.7.1_1,AGO,56935,0.215
AGO.3.8.1_1,AGO,28807,0.0
AGO.3.8.2_1,AGO,22057,0.0
AGO.3.8.3_1,AGO,690140,0.911
AGO.3.8.4_1,AGO,320587,0.922
AGO.3.9.1_1,AGO,6374,0.606
AGO.3.9.2_1,AGO,14550,0.0
AGO.3.9.3_1,AGO,14681,0.0
AGO.3.9.4_1,AGO,10256,0.0
AGO.3.9.5_1,AGO,47633,0.503
AGO.4.1.1_1,AGO,48879,0.882
AGO.4.1.2_1,AGO,5787,0.823
AGO.4.1.3_1,AGO,27273,0.269
AGO.4.2.1_1,AGO,83522,0.757
AGO.4.2.2_1,AGO,52436,0.707
AGO.4.2.3_1,AGO,6318,0.0
AGO.4.3.1_1,AGO,1266805,0.984
AGO.4.3.2_1,AGO,49871,0.538
AGO.4.3.3_1,AGO,25667,0.436
AGO.4.4.1_1,AGO,21989,0.493
AGO.4.4.2_1,AGO,110163,0.802
AGO.4.4.3_1,AGO,22392,0.586
AGO.5.1.1_1,AGO,16477,0.467
AGO.5.1.2_1,AGO,620,0.0
AGO.5.2.1_1,AGO,2557,0.0
AGO.5.2.2_1,AGO,14396,0.5
AGO.5.2.3_1,AGO,6327,0.0
AGO.5.3.1_1,AGO,1615,0.0
AGO.5.3.2_1,AGO,25089,0.627
AGO.5.3.3_1,AGO,9934,0.0
AGO.5.4.1_1,AGO,400,0.0
AGO.5.4.2_1,AGO,21247,0.811
AGO.5.4.3_1,AGO,9706,0.0
AGO.5.4.4_1,AGO,1821,0.0
AGO.5.5.1_1,AGO,5896,0.12
AGO.5.5.2_1,AGO,3506,0.0
AGO.5.5.3_1,AGO,2808,0.0
AGO.5.6.1_1,AGO,2343,0.0
AGO.5.6.2_1,AGO,686,0.0
AGO.5.6.3_1,AGO,850,0.0
AGO.5.6.4_1,AGO,18347,0.832
AGO.5.7.1_1,AGO,2998,0.0
AGO.5.7.2_1,AGO,687,0.0
AGO.5.7.3_1,AGO,258227,0.897
AGO.5.8.1_1,AGO,1993,0.0
AGO.5.8.2_1,AGO,955,0.0
AGO.5.9.1_1,AGO,15489,0.0
AGO.5.9.2_1,AGO,11186,0.079
AGO.5.9.3_1,AGO,4082,0.0
AGO.6.1.1_1,AGO,2149,0.0
AGO.6.1.2_1,AGO,28357,0.915
AGO.6.1.3_1,AGO,5354,0.0
AGO.6.1.4_1,AGO,1921,0.0
AGO.6.1.5_1,AGO,4346,0.0
AGO.6.2.1_1,AGO,1004,0.0
AGO.6.2.2_1,AGO,490,0.0
AGO.6.2.3_1,AGO,3195,0.0
AGO.6.2.4_1,AGO,8,0.0
AGO.6.3.1_1,AGO,5732,0.0
AGO.6.3.2_1,AGO,3477,0.0
AGO.6.3.3_1,AGO,1413,0.0
AGO.6.4.1_1,AGO,11182,0.0
AGO.6.4.2_1,AGO,2431,0.0
AGO.6.5.1_1,AGO,837,0.0
AGO.6.5.2_1,AGO,54900,0.85
AGO.6.5.3_1,AGO,3006,0.0
AGO.6.5.4_1,AGO,2655,0.0
AGO.6.6.1_1,AGO,895,0.0
AGO.6.6.2_1,AGO,114013,0.958
AGO.6.7.1_1,AGO,17131,0.683
AGO.6.7.2_1,AGO,1034,0.0
AGO.6.7.3_1,AGO,4371,0.0
AGO.6.7.4_1,AGO,1361,0.0
AGO.6.8.1_1,AGO,1344,0.0
AGO.6.8.2_1,AGO,16651,0.848
AGO.6.8.3_1,AGO,1706,0.0
AGO.6.8.4_1,AGO,572,0.0
AGO.6.9.1_1,AGO,720,0.0
AGO.6.9.2_1,AGO,13186,0.809
AGO.6.10.1_1,AGO,1648,0.0
AGO.6.10.2_1,AGO,3108,0.0
AGO.6.11.1_1,AGO,334,0.0
AGO.6.11.2_1,AGO,5568,0.0
AGO.6.12.1_1,AGO,6967,0.0
AGO.6.13.1_1,AGO,13780,0.527
AGO.6.13.2_1,AGO,2772,0.0
AGO.7.1.1_1,AGO,88639,0.377
AGO.7.1.2_1,AGO,223151,0.818
AGO.7.2.1_1,AGO,6112,0.0
AGO.7.2.2_1,AGO,39479,0.0
AGO.7.2.3_1,AGO,66847,0.459
AGO.7.2.4_1,AGO,74230,0.175
AGO.7.3.1_1,AGO,76542,0.582
AGO.7.3.2_1,AGO,42521,0.141
AGO.7.4.1_1,AGO,50150,0.192
AGO.7.4.2_1,AGO,117229,0.418
AGO.7.4.3_1,AGO,42479,0.0
AGO.7.5.1_1,AGO,2596,0.0
AGO.7.5.2_1,AGO,94164,0.795
AGO.7.5.3_1,AGO,4577,0.0
AGO.7.5.4_1,AGO,11643,0.0
AGO.7.6.1_1,AGO,2539,0.0
AGO.7.6.2_1,AGO,80377,0.719
AGO.7.6.3_1,AGO,18386,0.286
AGO.7.7.1_1,AGO,3172,0.0
AGO.7.7.2_1,AGO,44711,0.834
AGO.7.8.1_1,AGO,19457,0.0
AGO.7.8.2_1,AGO,125262,0.597
AGO.7.8.3_1,AGO,17583,0.0
AGO.7.8.4_1,AGO,18104,0.0
AGO.7.9.1_1,AGO,9551,0.169
AGO.7.9.2_1,AGO,27474,0.248
AGO.7.10.1_1,AGO,67086,0.126
AGO.7.10.2_1,AGO,21134,0.0
AGO.7.10.3_1,AGO,144079,0.549
AGO.7.11.1_1,AGO,21307,0.0
AGO.7.11.2_1,AGO,13751,0.0
AGO.7.11.3_1,AGO,4912,0.0
AGO.7.11.4_1,AGO,315158,0.968
AGO.7.12.1_1,AGO,73963,0.252
AGO.7.12.2_1,AGO,30550,0.0
AGO.7.12.3_1,AGO,185624,0.585
AGO.8.1.1_1,AGO,102806,0.527
AGO.8.1.2_1,AGO,27030,0.0
AGO.8.2.1_1,AGO,27359,0.0
AGO.8.2.2_1,AGO,29696,0.0
AGO.8.2.3_1,AGO,138044,0.0
AGO.8.2.4_1,AGO,480867,0.752
AGO.8.2.5_1,AGO,1224,0.0
AGO.8.3.1_1,AGO,60940,0.542
AGO.8.3.2_1,AGO,17446,0.583
AGO.8.4.1_1,AGO,19107,0.0
AGO.8.4.2_1,AGO,2917,0.0
AGO.8.4.3_1,AGO,71582,0.339
AGO.8.4.4_1,AGO,19344,0.0
AGO.8.5.1_1,AGO,200592,0.528
AGO.8.5.2_1,AGO,67489,0.0
AGO.8.6.1_1,AGO,49142,0.155
AGO.8.6.2_1,AGO,100282,0.116
AGO.8.6.3_1,AGO,78615,0.09
AGO.8.6.4_1,AGO,118735,0.0
AGO.8.6.5_1,AGO,198164,0.598
AGO.9.1.1_1,AGO,97187,0.745
AGO.9.1.2_1,AGO,30393,0.0
AGO.9.1.3_1,AGO,56421,0.0
AGO.9.1.4_1,AGO,53941,0.0
AGO.9.1.5_1,AGO,38131,0.0
AGO.9.2.1_1,AGO,134789,0.782
AGO.9.2.2_1,AGO,26036,0.497
AGO.9.2.3_1,AGO,61079,0.353
AGO.9.2.4_1,AGO,31875,0.177
AGO.9.3.1_1,AGO,10832,0.0
AGO.9.3.2_1,AGO,36754,0.0
AGO.9.3.3_1,AGO,65542,0.501
AGO.9.4.1_1,AGO,49657,0.32
AGO.9.4.2_1,AGO,27556,0.0
AGO.9.5.1_1,AGO,25797,0.0
AGO.9.5.2_1,AGO,595909,0.961
AGO.9.5.3_1,AGO,126699,0.688
AGO.9.6.1_1,AGO,33109,0.52
AGO.9.6.2_1,AGO,31192,0.179
AGO.9.6.3_1,AGO,10451,0.0
AGO.9.6.4_1,AGO,36003,0.501
AGO.9.6.5_1,AGO,11000,0.0
AGO.9.7.1_1,AGO,27715,0.0
AGO.9.7.2_1,AGO,13330,0.0
AGO.9.7.3_1,AGO,15268,0.0
AGO.9.7.4_1,AGO,28550,0.742
AGO.9.8.1_1,AGO,41397,0.0
AGO.9.8.2_1,AGO,66672,0.342
AGO.9.9.1_1,AGO,31717,0.0
AGO.9.9.2_1,AGO,8726,0.0
AGO.9.9.3_1,AGO,30084,0.0
AGO.9.9.4_1,AGO,29193,0.224
AGO.9.10.1_1,AGO,10350,0.0
AGO.9.10.2_1,AGO,17228,0.524
AGO.9.11.1_1,AGO,8989,0.0
AGO.9.11.2_1,AGO,5508,0.0
AGO.9.11.3_1,AGO,27347,0.714
AGO.10.1.1_1,AGO,63347,0.0
AGO.10.1.2_1,AGO,145236,0.646
AGO.10.1.3_1,AGO,77390,0.263
AGO.10.1.4_1,AGO,44411,0.0
AGO.10.2.1_1,AGO,34458,0.0
AGO.10.2.2_1,AGO,218818,0.534
AGO.10.2.3_1,AGO,180117,0.068
AGO.10.3.1_1,AGO,186016,0.485
AGO.10.3.2_1,AGO,39271,0.0
AGO.10.3.3_1,AGO,109434,0.0
AGO.10.3.4_1,AGO,40015,0.0
AGO.10.4.1_1,AGO,152482,0.228
AGO.10.4.2_1,AGO,110452,0.0
AGO.10.5.1_1,AGO,19070,0.0
AGO.10.5.2_1,AGO,107783,0.5
AGO.10.6.1_1,AGO,70802,0.26
AGO.10.6.2_1,AGO,86185,0.07
AGO.10.7.1_1,AGO,171944,0.749
AGO.10.8.1_1,AGO,69941,0.14
AGO.10.8.2_1,AGO,97027,0.558
AGO.10.8.3_1,AGO,41625,0.328
AGO.10.9.1_1,AGO,68204,0.0
AGO.10.9.2_1,AGO,78752,0.567
AGO.10.9.3_1,AGO,9595,0.0
AGO.10.10.1_1,AGO,66589,0.236
AGO.10.10.2_1,AGO,74548,0.0
AGO.10.10.3_1,AGO,70921,0.39
AGO.10.10.4_1,AGO,1368077,0.968
AGO.10.11.1_1,AGO,64445,0.195
AGO.10.11.2_1,AGO,408144,0.803
AGO.10.11.3_1,AGO,31359,0.0
AGO.10.12.1_1,AGO,37559,0.0
AGO.10.12.2_1,AGO,24565,0.0
AGO.10.12.3_1,AGO,131850,0.304
AGO.10.13.1_1,AGO,363556,0.235
AGO.11.1.1_1,AGO,411591,1.0
AGO.11.1.2_1,AGO,609558,0.965
AGO.11.1.3_1,AGO,686861,1.0
AGO.11.2.1_1,AGO,511451,1.0
AGO.11.2.2_1,AGO,528651,1.0
AGO.11.2.3_1,AGO,604067,1.0
AGO.11.3.1_1,AGO,54393,1.0
AGO.11.3.2_1,AGO,62085,1.0
AGO.11.3.3_1,AGO,66206,1.0
AGO.11.3.4_1,AGO,63533,1.0
AGO.11.3.5_1,AGO,157928,1.0
AGO.11.4.1_1,AGO,2025297,1.0
AGO.11.5.1_1,AGO,130144,1.0
AGO.11.5.2_1,AGO,115433,1.0
AGO.11.5.3_1,AGO,611859,1.0
AGO.11.6.1_1,AGO,53449,1.0
AGO.11.6.2_1,AGO,78574,1.0
AGO.11.6.3_1,AGO,140079,1.0
AGO.11.7.1_1,AGO,585347,0.994
AGO.11.7.2_1,AGO,399353,1.0
AGO.11.7.3_1,AGO,21715,0.923
AGO.11.7.4_1,AGO,34998,1.0
AGO.11.8.1_1,AGO,301048,1.0
AGO.11.8.2_1,AGO,139450,1.0
AGO.11.9.1_1,AGO,328372,0.976
AGO.11.9.2_1,AGO,17950,0.003
AGO.11.9.3_1,AGO,3608662,0.996
AGO.12.1.1_1,AGO,707,0.0
AGO.12.1.2_1,AGO,143042,0.896
AGO.12.1.3_1,AGO,15775,0.0
AGO.12.1.4_1,AGO,2299,0.0
AGO.12.2.1_1,AGO,35539,0.499
AGO.12.2.2_1,AGO,41492,0.613
AGO.12.3.1_1,AGO,5828,0.0
AGO.12.3.2_1,AGO,33038,0.643
AGO.12.4.1_1,AGO,3085,0.691
AGO.12.4.2_1,AGO,6803,0.0
AGO.12.4.3_1,AGO,269943,0.921
AGO.12.5.1_1,AGO,221796,0.921
AGO.12.5.2_1,AGO,26270,0.591
AGO.12.6.1_1,AGO,8166,0.0
AGO.12.6.2_1,AGO,19987,0.418
AGO.12.7.1_1,AGO,6792,0.0
AGO.12.7.2_1,AGO,18528,0.732
AGO.12.7.3_1,AGO,2371,0.0
AGO.12.8.1_1,AGO,6524,0.0
AGO.12.8.2_1,AGO,49763,0.46
AGO.12.8.3_1,AGO,150017,0.86
AGO.12.8.4_1,AGO,2640,0.0
AGO.12.9.1_1,AGO,13796,0.0
AGO.12.9.2_1,AGO,21696,0.764
AGO.12.9.3_1,AGO,1077,0.0
AGO.12.9.4_1,AGO,39078,0.666
AGO.13.1.1_1,AGO,1752,0.0
AGO.13.1.2_1,AGO,31664,0.874
AGO.13.1.3_1,AGO,617,0.0
AGO.13.1.4_1,AGO,2078,0.0
AGO.13.2.1_1,AGO,4469,0.0
AGO.13.2.2_1,AGO,24008,0.592
AGO.13.2.3_1,AGO,3301,0.0
AGO.13.3.1_1,AGO,7341,0.0
AGO.13.3.2_1,AGO,10481,0.0
AGO.13.3.3_1,AGO,17041,0.874
AGO.13.3.4_1,AGO,6844,0.0
AGO.13.4.1_1,AGO,7575,0.0
AGO.13.4.2_1,AGO,492223,0.923
AGO.13.4.3_1,AGO,1247,0.0
AGO.14.1.1_1,AGO,47214,0.755
AGO.14.1.2_1,AGO,6989,0.514
AGO.14.1.3_1,AGO,15856,0.5
AGO.14.1.4_1,AGO,13030,0.0
AGO.14.2.1_1,AGO,30915,0.554
AGO.14.2.2_1,AGO,12226,0.0
AGO.14.2.3_1,AGO,12166,0.0
AGO.14.2.4_1,AGO,27368,0.029
AGO.14.2.5_1,AGO,18232,0.0
AGO.14.3.1_1,AGO,16956,0.316
AGO.14.3.2_1,AGO,30151,0.511
AGO.14.3.3_1,AGO,4163,0.0
AGO.14.4.1_1,AGO,41038,0.653
AGO.14.4.2_1,AGO,2676,0.0
AGO.14.4.3_1,AGO,3241,0.0
AGO.14.4.4_1,AGO,3881,0.0
AGO.14.5.1_1,AGO,5706,0.0
AGO.14.5.2_1,AGO,11448,0.471
AGO.14.5.3_1,AGO,3254,0.0
AGO.14.5.4_1,AGO,5271,0.0
AGO.14.6.1_1,AGO,10201,0.0
AGO.14.6.2_1,AGO,6492,0.0
AGO.14.7.1_1,AGO,6358,0.0
AGO.14.7.2_1,AGO,2016,0.0
AGO.14.7.3_1,AGO,7467,0.0
AGO.14.8.1_1,AGO,2857,0.0
AGO.14.8.2_1,AGO,9142,0.0
AGO.14.8.3_1,AGO,14385,0.095
AGO.14.8.4_1,AGO,33489,0.485
AGO.14.9.1_1,AGO,5547,0.0
AGO.14.9.2_1,AGO,5732,0.0
AGO.14.9.3_1,AGO,16303,0.0
AGO.14.9.4_1,AGO,9320,0.0
AGO.14.9.5_1,AGO,1112933,0.978
AGO.14.9.6_1,AGO,8460,0.0
AGO.14.10.1_1,AGO,6719,0.0
AGO.14.10.2_1,AGO,9486,0.698
AGO.14.10.3_1,AGO,15132,0.0
AGO.14.11.1_1,AGO,11130,0.0
AGO.14.11.2_1,AGO,13961,0.0
AGO.14.11.3_1,AGO,12675,0.0
AGO.14.12.1_1,AGO,5249,0.0
AGO.14.12.2_1,AGO,6425,0.0
AGO.14.12.3_1,AGO,18428,0.723
AGO.14.12.4_1,AGO,3562,0.0
AGO.14.13.1_1,AGO,2543,0.0
AGO.14.13.2_1,AGO,5522,0.0
AGO.14.13.3_1,AGO,17237,0.49
AGO.14.14.1_1,AGO,13766,0.483
AGO.14.14.2_1,AGO,12024,0.0
AGO.15.1.1_1,AGO,245389,0.912
AGO.15.1.2_1,AGO,2723,0.0
AGO.15.1.3_1,AGO,6729,0.0
AGO.15.1.4_1,AGO,12735,0.0
AGO.15.1.5_1,AGO,15727,0.731
AGO.15.1.6_1,AGO,2213,0.0
AGO.15.1.7_1,AGO,1084,0.0
AGO.15.1.8_1,AGO,2720,0.0
AGO.15.2.1_1,AGO,94040,0.616
AGO.15.3.1_1,AGO,79695,0.805
AGO.15.4.1_1,AGO,58985,0.612
AGO.15.4.2_1,AGO,29652,0.354
AGO.15.5.1_1,AGO,243725,0.88
AGO.15.6.1_1,AGO,23244,0.42
AGO.15.6.2_1,AGO,38631,0.781
AGO.15.7.1_1,AGO,6100,0.92
AGO.15.7.2_1,AGO,1850,0.0
AGO.15.7.3_1,AGO,25975,0.872
AGO.15.7.4_1,AGO,1165,0.0
AGO.15.7.5_1,AGO,4331,0.0
AGO.15.8.1_1,AGO,5858,0.0
AGO.15.8.2_1,AGO,110354,0.805
AGO.15.8.3_1,AGO,22523,0.572
AGO.15.8.4_1,AGO,21007,0.254
AGO.15.8.5_1,AGO,16190,0.0
AGO.15.8.6_1,AGO,12186,0.0
AGO.15.8.7_1,AGO,824,0.0
AGO.15.9.1_1,AGO,9128,0.0
AGO.15.9.2_1,AGO,40378,0.431
AGO.15.9.3_1,AGO,961473,0.956
AGO.15.9.4_1,AGO,992,0.0
AGO.16.1.1_1,AGO,49586,0.691
AGO.16.1.2_1,AGO,11150,0.0
AGO.16.1.3_1,AGO,20964,0.0
AGO.16.1.4_1,AGO,32082,0.0
AGO.16.2.1_1,AGO,87260,0.276
AGO.16.2.2_1,AGO,7825,0.0
AGO.16.2.3_1,AGO,6095,0.0
AGO.16.3.1_1,AGO,6737,0.0
AGO.16.3.2_1,AGO,7798,0.0
AGO.16.3.3_1,AGO,501221,0.965
AGO.16.4.1_1,AGO,480,0.0
AGO.16.4.2_1,AGO,112158,0.879
AGO.16.5.1_1,AGO,18306,0.0
AGO.16.5.2_1,AGO,43244,0.424
AGO.17.1.1_1,AGO,5791,0.0
AGO.17.1.2_1,AGO,7402,0.0
AGO.17.1.3_1,AGO,15442,0.482
AGO.17.2.1_1,AGO,2191,0.0
AGO.17.2.2_1,AGO,6988,0.0
AGO.17.3.1_1,AGO,8545,0.0
AGO.17.3.2_1,AGO,4428,0.0
AGO.17.3.3_1,AGO,4739,0.0
AGO.17.4.1_1,AGO,22366,0.288
AGO.17.4.2_1,AGO,4709,0.0
AGO.17.4.3_1,AGO,5073,0.0
AGO.17.5.1_1,AGO,21454,0.478
AGO.17.6.1_1,AGO,18056,0.744
AGO.17.6.2_1,AGO,1294,0.0
AGO.17.6.3_1,AGO,9243,0.0
AGO.17.6.4_1,AGO,1857,0.0
AGO.17.6.5_1,AGO,4582,0.0
AGO.17.7.1_1,AGO,4918,0.0
AGO.17.7.2_1,AGO,3037,0.0
AGO.17.7.3_1,AGO,2137,0.0
AGO.17.7.4_1,AGO,53514,0.894
AGO.17.7.5_1,AGO,3799,0.0
AGO.17.8.1_1,AGO,11995,0.417
AGO.17.8.2_1,AGO,3680,0.0
AGO.17.8.3_1,AGO,3863,0.0
AGO.17.8.4_1,AGO,7027,0.0
AGO.17.9.1_1,AGO,18435,0.542
AGO.17.9.2_1,AGO,4163,0.0
AGO.17.10.1_1,AGO,6696,0.0
AGO.17.10.2_1,AGO,7937,0.0
AGO.17.10.3_1,AGO,60017,0.88
AGO.17.11.1_1,AGO,19560,0.522
AGO.17.12.1_1,AGO,8135,0.0
AGO.17.12.2_1,AGO,2846,0.0
AGO.17.12.3_1,AGO,7293,0.0
AGO.17.12.4_1,AGO,52986,0.484
AGO.17.13.1_1,AGO,2727,0.0
AGO.17.13.2_1,AGO,4002,0.0
AGO.17.13.3_1,AGO,2040,0.0
AGO.17.13.4_1,AGO,9316,0.0
AGO.17.14.1_1,AGO,2284,0.0
AGO.17.14.2_1,AGO,3999,0.0
AGO.17.14.3_1,AGO,24977,0.675
AGO.17.14.4_1,AGO,4008,0.0
AGO.17.15.1_1,AGO,2569,0.0
AGO.17.15.2_1,AGO,31785,0.747
AGO.17.16.1_1,AGO,271931,0.929
AGO.18.1.1_1,AGO,10559,0.002
AGO.18.1.2_1,AGO,129044,0.825
AGO.18.2.1_1,AGO,3359,0.0
AGO.18.2.2_1,AGO,5700,0.0
AGO.18.2.3_1,AGO,5751,0.0
AGO.18.2.4_1,AGO,360865,0.967
AGO.18.3.1_1,AGO,13117,0.0
AGO.18.3.2_1,AGO,9312,0.789
AGO.18.3.3_1,AGO,71279,0.926
AGO.18.3.4_1,AGO,2319,0.0
AGO.18.4.1_1,AGO,11238,0.0
AGO.18.4.2_1,AGO,984,0.0
AGO.18.4.3_1,AGO,32381,0.277
AGO.18.5.1_1,AGO,18048,0.0
AGO.18.5.2_1,AGO,5299,0.0
AGO.18.5.3_1,AGO,431754,0.961
AGO.18.5.4_1,AGO,7387,0.0
AGO.18.6.1_1,AGO,81,0.0
AGO.18.6.2_1,AGO,28455,0.472
AGO.18.6.3_1,AGO,9975,0.0
AGO.18.6.4_1,AGO,55078,0.923
ALB.1.1.1_1,ALB,27427,0.991
ALB.1.1.2_1,ALB,2035,0.0
ALB.1.1.3_1,ALB,7237,0.0
ALB.1.1.4_1,ALB,2120,0.0
ALB.1.1.5_1,ALB,6482,0.098
ALB.1.1.6_1,ALB,5870,0.0
ALB.1.1.7_1,ALB,1090,0.088
ALB.1.1.8_1,ALB,1864,0.0
ALB.1.1.9_1,ALB,611,0.0
ALB.1.1.10_1,ALB,4724,0.0
ALB.1.1.11_1,ALB,5836,0.402
ALB.1.1.12_1,ALB,2793,0.011
ALB.1.2.1_1,ALB,4461,0.254
ALB.1.2.2_1,ALB,7713,0.993
ALB.1.2.3_1,ALB,6922,0.614
ALB.1.3.1_1,ALB,547,0.0
ALB.1.3.2_1,ALB,273,0.0
ALB.1.3.3_1,ALB,1999,0.0
ALB.1.3.4_1,ALB,274,0.0
ALB.1.3.5_1,ALB,216,0.0
ALB.1.3.6_1,ALB,2368,0.0
ALB.1.3.7_1,ALB,424,0.0
ALB.1.3.8_1,ALB,1067,0.0
ALB.1.3.9_1,ALB,395,0.0
ALB.1.3.10_1,ALB,229,0.0
ALB.2.1.1_1,ALB,5731,0.0
ALB.2.1.2_1,ALB,2438,0.0
ALB.2.1.3_1,ALB,3013,0.0
ALB.2.1.4_1,ALB,1590,0.0
ALB.2.1.5_1,ALB,3980,0.0
ALB.2.1.6_1,ALB,299,0.0
ALB.2.1.7_1,ALB,521,0.0
ALB.2.1.8_1,ALB,2346,0.0
ALB.2.2.1_1,ALB,1484,0.0
ALB.2.2.2_1,ALB,1732,0.0
ALB.2.2.3_1,ALB,1021,0.0
ALB.2.2.4_1,ALB,3991,0.002
ALB.2.2.5_1,ALB,467,0.0
ALB.2.2.6_1,ALB,1303,0.0
ALB.2.2.7_1,ALB,8290,0.0
ALB.2.2.8_1,ALB,2163,0.151
ALB.2.2.9_1,ALB,1649,0.0
ALB.2.2.10_1,ALB,11787,0.997
ALB.2.2.11_1,ALB,4894,0.576
ALB.2.2.12_1,ALB,646,0.0
ALB.2.2.13_1,ALB,1004,0.0
ALB.2.2.14_1,ALB,411,0.0
ALB.2.2.15_1,ALB,166,0.0
ALB.2.3.1_1,ALB,1239,0.0
ALB.2.3.2_1,ALB,9134,0.905
ALB.2.3.3_1,ALB,347,0.0
ALB.2.3.4_1,ALB,2291,0.0
ALB.2.3.5_1,ALB,5206,0.0
ALB.2.3.6_1,ALB,2531,0.051
ALB.2.3.7_1,ALB,2670,0.097
ALB.2.3.8_1,ALB,538,0.0
ALB.2.3.9_1,ALB,754,0.0
ALB.2.3.10_1,ALB,1055,0.0
ALB.2.3.11_1,ALB,1834,0.0
ALB.2.3.12_1,ALB,619,0.0
ALB.2.3.13_1,ALB,1579,0.0
ALB.3.1.1_1,ALB,129157,0.99
ALB.3.1.2_1,ALB,2042,0.023
ALB.3.1.3_1,ALB,3286,0.0
ALB.3.1.4_1,ALB,9174,0.616
ALB.3.1.5_1,ALB,4136,0.656
ALB.3.1.6_1,ALB,5457,0.099
ALB.3.1.7_1,ALB,33992,0.868
ALB.3.1.8_1,ALB,5491,0.911
ALB.3.1.9_1,ALB,19001,0.743
ALB.3.1.10_1,ALB,19405,0.923
ALB.3.2.1_1,ALB,5532,0.245
ALB.3.2.2_1,ALB,599,0.0
ALB.3.2.3_1,ALB,17766,0.8
ALB.3.2.4_1,ALB,10956,0.308
ALB.3.2.5_1,ALB,9810,0.766
ALB.3.2.6_1,ALB,9594,0.688
ALB.4.1.1_1,ALB,5487,0.0
ALB.4.1.2_1,ALB,11381,0.783
ALB.4.1.3_1,ALB,4102,0.903
ALB.4.1.4_1,ALB,65652,0.996
