scenario,year,alpha3,cattle,cattle_i,cattle_fgi,cattle_fge,cattle_foi,cattle_foe,cattle_e,buffaloes,buffaloes_i,buffaloes_fgi,buffaloes_fge,buffaloes_foi,buffaloes_foe,buffaloes_e,pigs,pigs_i,pigs_fgi,pigs_fge,pigs_foi,pigs_foe,pigs_e,poultry,poultry_i,poultry_fgi,poultry_fge,poultry_foi,poultry_foe,poultry_e,sheep,sheep_i,sheep_fgi,sheep_fge,sheep_foi,sheep_foe,sheep_e,goats,goats_i,goats_fgi,goats_fge,goats_foi,goats_foe,goats_e,horses,horses_i,horses_fgi,horses_fge,horses_foi,horses_foe,horses_e,asses,asses_i,asses_fgi,asses_fge,asses_foi,asses_foe,asses_e,mules,mules_i,mules_fgi,mules_fge,mules_foi,mules_foe,mules_e,camels,camels_i,camels_fgi,camels_fge,camels_foi,camels_foe,camels_e
SSP1,2030,ABW,0,0.518,0.7,0.95,0.0,0.0,0.482,0,0.75,0.45,0.95,0.0,0.0,0.25,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.568,0.9,0.95,0.0,0.0,0.432,0,0.568,0.9,0.95,0.0,0.0,0.432,0,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6
SSP1,2030,AFG,2551137,0.513,0.2,0.5,0.7,0.7,0.487,0,0.93,0.1,0.5,0.7,0.7,0.07,0,1.0,0.0,1.0,0.2,0.2,0.0,11660720,1.0,0.0,1.0,0.05,0.05,0.0,11612792,0.764,0.45,0.5,0.0,0.0,0.236,7639530,0.764,0.45,0.5,0.0,0.0,0.236,173000,0.6,0.45,0.5,0.0,0.0,0.4,1481000,0.6,0.45,0.5,0.0,0.0,0.4,24500,0.6,0.45,0.5,0.0,0.0,0.4,170000,0.6,0.45,0.5,0.0,0.0,0.4
SSP1,2030,AGO,4844496,0.157,0.6,0.93,0.0,0.0,0.843,0,0.11,0.45,0.93,0.0,0.0,0.89,3016383,1.0,0.0,1.0,0.0,0.0,0.0,47112138,1.0,0.0,1.0,0.0,0.0,0.0,1430781,0.0,0.8,0.9,0.0,0.0,1.0,5357678,0.0,0.8,0.9,0.0,0.0,1.0,1008,0.01,0.8,0.9,0.0,0.0,0.99,4499,0.01,0.8,0.9,0.0,0.0,0.99,0,0.01,0.8,0.9,0.0,0.0,0.99,0,0.01,0.8,0.9,0.0,0.0,0.99
SSP1,2030,AIA,0,0.518,0.7,0.95,0.0,0.0,0.482,0,0.75,0.45,0.95,0.0,0.0,0.25,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.568,0.9,0.95,0.0,0.0,0.432,0,0.568,0.9,0.95,0.0,0.0,0.432,0,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6
SSP1,2030,ALB,128162,1.0,0.6,1.0,0.08,0.08,0.0,106,1.0,0.4,1.0,0.08,0.08,0.0,1364783,1.0,0.0,1.0,0.0,0.0,0.0,13656046,1.0,0.0,1.0,0.0,0.0,0.0,1510267,1.0,0.9,1.0,0.0,0.0,0.0,789698,1.0,0.9,1.0,0.0,0.0,0.0,31000,1.0,0.9,1.0,0.0,0.0,0.0,53199,1.0,0.9,1.0,0.0,0.0,0.0,5031,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0
SSP1,2030,AND,0,1.0,0.6,0.9,0.0,0.0,0.0,0,1.0,0.4,0.9,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0
SSP1,2030,ANT,245,0.518,0.7,0.95,0.0,0.0,0.482,0,0.75,0.45,0.95,0.0,0.0,0.25,2619,1.0,0.0,1.0,0.0,0.0,0.0,126047,1.0,0.0,1.0,0.0,0.0,0.0,10352,0.568,0.9,0.95,0.0,0.0,0.432,10352,0.568,0.9,0.95,0.0,0.0,0.432,0,0.4,0.9,0.95,0.0,0.0,0.6,2750,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6
SSP1,2030,ARE,111093,0.643,0.35,0.95,0.18,0.18,0.357,0,0.96,0.15,0.95,0.18,0.18,0.04,0,1.0,0.0,1.0,0.0,0.0,0.0,19143135,1.0,0.0,1.0,0.0,0.0,0.0,2515098,0.971,0.5,0.9,0.0,0.0,0.029,2758334,0.971,0.5,0.9,0.0,0.0,0.029,421,0.92,0.5,0.9,0.0,0.0,0.08,0,0.92,0.5,0.9,0.0,0.0,0.08,0,0.92,0.5,0.9,0.0,0.0,0.08,430372,0.92,0.5,0.9,0.0,0.0,0.08
SSP1,2030,ARG,49491634,0.64,0.7,0.95,0.0,0.0,0.36,0,0.68,0.45,0.95,0.0,0.0,0.32,4335789,1.0,0.0,1.0,0.0,0.0,0.0,126213842,1.0,0.0,1.0,0.0,0.0,0.0,14858582,0.552,0.9,0.95,0.0,0.0,0.448,4922856,0.552,0.9,0.95,0.0,0.0,0.448,2447307,0.4,0.9,0.95,0.0,0.0,0.6,99399,0.4,0.9,0.95,0.0,0.0,0.6,185301,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6
SSP1,2030,ARM,314732,1.0,0.6,1.0,0.08,0.08,0.0,720,1.0,0.5,1.0,0.08,0.08,0.0,163564,1.0,0.0,1.0,0.0,0.0,0.0,5727445,1.0,0.0,1.0,0.0,0.0,0.0,536509,1.0,0.9,1.0,0.0,0.0,0.0,15139,1.0,0.9,1.0,0.0,0.0,0.0,11430,1.0,0.9,1.0,0.0,0.0,0.0,3334,1.0,0.9,1.0,0.0,0.0,0.0,74,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0
SSP1,2030,ASM,87,0.406,0.75,1.0,0.0,0.0,0.594,0,0.12,0.6,1.0,0.0,0.0,0.88,10875,1.0,0.0,1.0,0.55,0.55,0.0,67549,1.0,0.0,1.0,0.0,0.0,0.0,0,0.344,0.8,0.9,0.0,0.0,0.656,0,0.344,0.8,0.9,0.0,0.0,0.656,0,0.18,0.8,0.9,0.0,0.0,0.82,0,0.18,0.8,0.9,0.0,0.0,0.82,0,0.18,0.8,0.9,0.0,0.0,0.82,0,0.18,0.8,0.9,0.0,0.0,0.82
SSP1,2030,ATF,0,0.406,0.75,1.0,0.0,0.0,0.594,0,0.12,0.6,1.0,0.0,0.0,0.88,0,1.0,0.0,1.0,0.55,0.55,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.344,0.8,0.9,0.0,0.0,0.656,0,0.344,0.8,0.9,0.0,0.0,0.656,0,0.18,0.8,0.9,0.0,0.0,0.82,0,0.18,0.8,0.9,0.0,0.0,0.82,0,0.18,0.8,0.9,0.0,0.0,0.82,0,0.18,0.8,0.9,0.0,0.0,0.82
SSP1,2030,ATG,1438,0.518,0.7,0.95,0.0,0.0,0.482,0,0.75,0.45,0.95,0.0,0.0,0.25,4567,1.0,0.0,1.0,0.0,0.0,0.0,122033,1.0,0.0,1.0,0.0,0.0,0.0,8226,0.568,0.9,0.95,0.0,0.0,0.432,27585,0.568,0.9,0.95,0.0,0.0,0.432,493,0.4,0.9,0.95,0.0,0.0,0.6,1702,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6
SSP1,2030,AUS,26111676,0.406,0.75,1.0,0.0,0.0,0.594,0,0.12,0.6,1.0,0.0,0.0,0.88,2353219,1.0,0.0,1.0,0.55,0.55,0.0,153612326,1.0,0.0,1.0,0.0,0.0,0.0,75987825,0.344,0.8,0.9,0.0,0.0,0.656,5172498,0.344,0.8,0.9,0.0,0.0,0.656,272739,0.18,0.8,0.9,0.0,0.0,0.82,1957,0.18,0.8,0.9,0.0,0.0,0.82,0,0.18,0.8,0.9,0.0,0.0,0.82,0,0.18,0.8,0.9,0.0,0.0,0.82
SSP1,2030,AUT,1277424,1.0,0.6,0.9,0.0,0.0,0.0,0,1.0,0.4,0.9,0.0,0.0,0.0,2444060,1.0,0.0,1.0,0.0,0.0,0.0,20955642,1.0,0.0,1.0,0.0,0.0,0.0,280435,1.0,0.9,1.0,0.0,0.0,0.0,68728,1.0,0.9,1.0,0.0,0.0,0.0,89782,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0
SSP1,2030,AZE,980082,1.0,0.6,1.0,0.08,0.08,0.0,242294,1.0,0.5,1.0,0.08,0.08,0.0,5991,1.0,0.0,1.0,0.0,0.0,0.0,38163568,1.0,0.0,1.0,0.0,0.0,0.0,6065326,1.0,0.9,1.0,0.0,0.0,0.0,353141,1.0,0.9,1.0,0.0,0.0,0.0,73741,1.0,0.9,1.0,0.0,0.0,0.0,35816,1.0,0.9,1.0,0.0,0.0,0.0,103,1.0,0.9,1.0,0.0,0.0,0.0,242,1.0,0.9,1.0,0.0,0.0,0.0
SSP1,2030,BDI,595654,0.424,0.75,0.95,0.0,0.0,0.576,0,0.37,0.65,0.95,0.0,0.0,0.63,572340,1.0,0.0,1.0,0.0,0.0,0.0,2391081,1.0,0.0,1.0,0.0,0.0,0.0,484866,0.771,0.85,0.9,0.0,0.0,0.229,3097311,0.771,0.85,0.9,0.0,0.0,0.229,0,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46
SSP1,2030,BEL,1771921,1.0,0.6,0.9,0.0,0.0,0.0,0,1.0,0.4,0.9,0.0,0.0,0.0,5423069,1.0,0.0,1.0,0.0,0.0,0.0,46473637,1.0,0.0,1.0,0.0,0.0,0.0,72672,1.0,0.9,1.0,0.0,0.0,0.0,49732,1.0,0.9,1.0,0.0,0.0,0.0,34290,1.0,0.9,1.0,0.0,0.0,0.0,2,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0
SSP1,2030,BEN,1468323,0.686,0.6,0.95,0.0,0.0,0.314,0,0.37,0.45,0.95,0.0,0.0,0.63,508777,1.0,0.0,1.0,0.0,0.0,0.0,22102540,1.0,0.0,1.0,0.0,0.0,0.0,1079538,0.776,0.85,0.9,0.0,0.0,0.224,1565694,0.776,0.85,0.9,0.0,0.0,0.224,1143,0.54,0.85,0.9,0.0,0.0,0.46,620,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46
SSP1,2030,BFA,6860844,0.686,0.6,0.95,0.0,0.0,0.314,0,0.37,0.45,0.95,0.0,0.0,0.63,2662125,1.0,0.0,1.0,0.0,0.0,0.0,49596138,1.0,0.0,1.0,0.0,0.0,0.0,12109316,0.776,0.85,0.9,0.0,0.0,0.224,11349032,0.776,0.85,0.9,0.0,0.0,0.224,40395,0.54,0.85,0.9,0.0,0.0,0.46,1159571,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46,18727,0.54,0.85,0.9,0.0,0.0,0.46
SSP1,2030,BGD,29929647,0.513,0.2,0.5,0.7,0.7,0.487,1464000,0.93,0.1,0.5,0.7,0.7,0.07,0,1.0,0.0,1.0,0.2,0.2,0.0,306967004,1.0,0.0,1.0,0.05,0.05,0.0,6719606,0.764,0.45,0.5,0.0,0.0,0.236,46686026,0.764,0.45,0.5,0.0,0.0,0.236,0,0.6,0.45,0.5,0.0,0.0,0.4,0,0.6,0.45,0.5,0.0,0.0,0.4,0,0.6,0.45,0.5,0.0,0.0,0.4,0,0.6,0.45,0.5,0.0,0.0,0.4
SSP1,2030,BGR,224290,1.0,0.6,1.0,0.08,0.08,0.0,9555,1.0,0.4,1.0,0.08,0.08,0.0,440420,1.0,0.0,1.0,0.0,0.0,0.0,18166037,1.0,0.0,1.0,0.0,0.0,0.0,1144840,1.0,0.9,1.0,0.0,0.0,0.0,168905,1.0,0.9,1.0,0.0,0.0,0.0,49503,1.0,0.9,1.0,0.0,0.0,0.0,8929,1.0,0.9,1.0,0.0,0.0,0.0,932,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0
SSP1,2030,BHR,4353,0.643,0.35,0.95,0.18,0.18,0.357,0,0.96,0.15,0.95,0.18,0.18,0.04,0,1.0,0.0,1.0,0.0,0.0,0.0,449474,1.0,0.0,1.0,0.0,0.0,0.0,50805,0.971,0.5,0.9,0.0,0.0,0.029,19758,0.971,0.5,0.9,0.0,0.0,0.029,0,0.92,0.5,0.9,0.0,0.0,0.08,0,0.92,0.5,0.9,0.0,0.0,0.08,0,0.92,0.5,0.9,0.0,0.0,0.08,1055,0.92,0.5,0.9,0.0,0.0,0.08
SSP1,2030,BHS,61,0.518,0.7,0.95,0.0,0.0,0.482,0,0.75,0.45,0.95,0.0,0.0,0.25,4606,1.0,0.0,1.0,0.0,0.0,0.0,2486420,1.0,0.0,1.0,0.0,0.0,0.0,5740,0.568,0.9,0.95,0.0,0.0,0.432,13180,0.568,0.9,0.95,0.0,0.0,0.432,0,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6
SSP1,2030,BIH,180566,1.0,0.6,1.0,0.08,0.08,0.0,0,1.0,0.4,1.0,0.08,0.08,0.0,449288,1.0,0.0,1.0,0.0,0.0,0.0,27647876,1.0,0.0,1.0,0.0,0.0,0.0,834873,1.0,0.9,1.0,0.0,0.0,0.0,47227,1.0,0.9,1.0,0.0,0.0,0.0,16604,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0
SSP1,2030,BLR,2211512,1.0,0.6,1.0,0.08,0.08,0.0,0,1.0,0.5,1.0,0.08,0.08,0.0,3302753,1.0,0.0,1.0,0.0,0.0,0.0,50459719,1.0,0.0,1.0,0.0,0.0,0.0,75789,1.0,0.9,1.0,0.0,0.0,0.0,49161,1.0,0.9,1.0,0.0,0.0,0.0,63600,1.0,0.9,1.0,0.0,0.0,0.0,9000,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0
SSP1,2030,BLZ,78420,0.518,0.7,0.95,0.0,0.0,0.482,0,0.75,0.45,0.95,0.0,0.0,0.25,20977,1.0,0.0,1.0,0.0,0.0,0.0,1337544,1.0,0.0,1.0,0.0,0.0,0.0,12066,0.568,0.9,0.95,0.0,0.0,0.432,139,0.568,0.9,0.95,0.0,0.0,0.432,5819,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6,4594,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6
SSP1,2030,BMU,196,0.518,0.7,0.95,0.0,0.0,0.482,0,0.75,0.45,0.95,0.0,0.0,0.25,745,1.0,0.0,1.0,0.0,0.0,0.0,40142,1.0,0.0,1.0,0.0,0.0,0.0,154,0.568,0.9,0.95,0.0,0.0,0.432,154,0.568,0.9,0.95,0.0,0.0,0.432,1000,0.4,0.9,0.95,0.0,0.0,0.6,6,0.4,0.9,0.95,0.0,0.0,0.6,1,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6
SSP1,2030,BOL,8816701,0.64,0.7,0.95,0.0,0.0,0.36,0,0.68,0.45,0.95,0.0,0.0,0.32,2470504,1.0,0.0,1.0,0.0,0.0,0.0,214567444,1.0,0.0,1.0,0.0,0.0,0.0,7462535,0.552,0.9,0.95,0.0,0.0,0.448,2271330,0.552,0.9,0.95,0.0,0.0,0.448,491916,0.4,0.9,0.95,0.0,0.0,0.6,635021,0.4,0.9,0.95,0.0,0.0,0.6,82878,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6
SSP1,2030,BRA,182825592,0.673,0.7,0.95,0.0,0.0,0.327,1370488,0.68,0.45,0.95,0.0,0.0,0.32,27203588,1.0,0.0,1.0,0.0,0.0,0.0,1608874023,1.0,0.0,1.0,0.0,0.0,0.0,16987389,0.607,0.9,0.95,0.0,0.0,0.393,10328760,0.607,0.9,0.95,0.0,0.0,0.393,5551288,0.4,0.9,0.95,0.0,0.0,0.6,908924,0.4,0.9,0.95,0.0,0.0,0.6,1257486,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6
SSP1,2030,BRB,6765,0.518,0.7,0.95,0.0,0.0,0.482,0,0.75,0.45,0.95,0.0,0.0,0.25,20964,1.0,0.0,1.0,0.0,0.0,0.0,2962508,1.0,0.0,1.0,0.0,0.0,0.0,11138,0.568,0.9,0.95,0.0,0.0,0.432,4953,0.568,0.9,0.95,0.0,0.0,0.432,1238,0.4,0.9,0.95,0.0,0.0,0.6,2222,0.4,0.9,0.95,0.0,0.0,0.6,2000,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6
SSP1,2030,BRN,743,0.818,0.55,0.6,0.6,0.6,0.182,2327,0.98,0.45,0.6,0.6,0.6,0.02,1723,1.0,0.0,1.0,0.2,0.2,0.0,23629137,1.0,0.0,1.0,0.05,0.05,0.0,5995,0.836,0.85,0.9,0.0,0.0,0.164,4228,0.836,0.85,0.9,0.0,0.0,0.164,0,0.74,0.85,0.9,0.0,0.0,0.26,0,0.74,0.85,0.9,0.0,0.0,0.26,0,0.74,0.85,0.9,0.0,0.0,0.26,0,0.74,0.85,0.9,0.0,0.0,0.26
SSP1,2030,BTN,255809,0.513,0.2,0.5,0.7,0.7,0.487,586,0.93,0.1,0.5,0.7,0.7,0.07,7594,1.0,0.0,1.0,0.2,0.2,0.0,628104,1.0,0.0,1.0,0.05,0.05,0.0,6930,0.764,0.45,0.5,0.0,0.0,0.236,42157,0.764,0.45,0.5,0.0,0.0,0.236,14798,0.6,0.45,0.5,0.0,0.0,0.4,17979,0.6,0.45,0.5,0.0,0.0,0.4,5455,0.6,0.45,0.5,0.0,0.0,0.4,0,0.6,0.45,0.5,0.0,0.0,0.4
SSP1,2030,BVT,0,0.64,0.7,0.95,0.0,0.0,0.36,0,0.68,0.45,0.95,0.0,0.0,0.32,0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.552,0.9,0.95,0.0,0.0,0.448,0,0.552,0.9,0.95,0.0,0.0,0.448,0,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6
SSP1,2030,BWA,1597106,0.157,0.6,0.93,0.0,0.0,0.843,0,0.11,0.45,0.93,0.0,0.0,0.89,4225,1.0,0.0,1.0,0.0,0.0,0.0,984336,1.0,0.0,1.0,0.0,0.0,0.0,195927,0.0,0.8,0.9,0.0,0.0,1.0,1588278,0.0,0.8,0.9,0.0,0.0,1.0,32337,0.01,0.8,0.9,0.0,0.0,0.99,178400,0.01,0.8,0.9,0.0,0.0,0.99,3212,0.01,0.8,0.9,0.0,0.0,0.99,0,0.01,0.8,0.9,0.0,0.0,0.99
SSP1,2030,CAF,3495963,0.686,0.6,0.95,0.0,0.0,0.314,0,0.37,0.45,0.95,0.0,0.0,0.63,1172508,1.0,0.0,1.0,0.0,0.0,0.0,7702815,1.0,0.0,1.0,0.0,0.0,0.0,421384,0.776,0.85,0.9,0.0,0.0,0.224,5772245,0.776,0.85,0.9,0.0,0.0,0.224,0,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46
SSP1,2030,CAN,10604572,0.879,0.6,1.0,0.0,0.0,0.121,0,0.9,0.4,1.0,0.0,0.0,0.1,11431871,1.0,0.0,1.0,0.25,0.25,0.0,171618347,1.0,0.0,1.0,0.05,0.05,0.0,704147,0.493,0.9,1.0,0.0,0.0,0.507,25705,0.493,0.9,1.0,0.0,0.0,0.507,400391,0.39,0.9,1.0,0.0,0.0,0.61,0,0.39,0.9,1.0,0.0,0.0,0.61,4000,0.39,0.9,1.0,0.0,0.0,0.61,0,0.39,0.9,1.0,0.0,0.0,0.61
SSP1,2030,CCK,0,0.406,0.75,1.0,0.0,0.0,0.594,0,0.12,0.6,1.0,0.0,0.0,0.88,0,1.0,0.0,1.0,0.55,0.55,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.344,0.8,0.9,0.0,0.0,0.656,0,0.344,0.8,0.9,0.0,0.0,0.656,0,0.18,0.8,0.9,0.0,0.0,0.82,0,0.18,0.8,0.9,0.0,0.0,0.82,0,0.18,0.8,0.9,0.0,0.0,0.82,0,0.18,0.8,0.9,0.0,0.0,0.82
SSP1,2030,CHE,879266,1.0,0.6,0.9,0.0,0.0,0.0,0,1.0,0.4,0.9,0.0,0.0,0.0,1274556,1.0,0.0,1.0,0.0,0.0,0.0,13162131,1.0,0.0,1.0,0.0,0.0,0.0,284443,1.0,0.9,1.0,0.0,0.0,0.0,65970,1.0,0.9,1.0,0.0,0.0,0.0,55479,1.0,0.9,1.0,0.0,0.0,0.0,19010,1.0,0.9,1.0,0.0,0.0,0.0,672,1.0,0.9,1.0,0.0,0.0,0.0,0,1.0,0.9,1.0,0.0,0.0,0.0
SSP1,2030,CHL,2584220,0.64,0.7,0.95,0.0,0.0,0.36,0,0.68,0.45,0.95,0.0,0.0,0.32,4697762,1.0,0.0,1.0,0.0,0.0,0.0,145841696,1.0,0.0,1.0,0.0,0.0,0.0,3666120,0.552,0.9,0.95,0.0,0.0,0.448,876527,0.552,0.9,0.95,0.0,0.0,0.448,300069,0.4,0.9,0.95,0.0,0.0,0.6,15083,0.4,0.9,0.95,0.0,0.0,0.6,6957,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6
SSP1,2030,CHN,80541890,0.8,0.35,1.0,0.18,0.18,0.2,23662341,0.9,0.35,1.0,0.18,0.18,0.1,510471295,1.0,0.1,0.1,0.0,0.0,0.0,7461684460,0.95,0.1,0.1,0.0,0.0,0.05,175302234,0.2,0.95,1.0,0.0,0.0,0.8,112646723,0.2,0.95,1.0,0.0,0.0,0.8,6045684,0.1,0.95,1.0,0.0,0.0,0.9,5826100,0.1,0.95,1.0,0.0,0.0,0.9,2245600,0.1,0.95,1.0,0.0,0.0,0.9,333500,0.1,0.95,1.0,0.0,0.0,0.9
SSP1,2030,CIV,1174602,0.686,0.6,0.95,0.0,0.0,0.314,0,0.37,0.45,0.95,0.0,0.0,0.63,417368,1.0,0.0,1.0,0.0,0.0,0.0,73930601,1.0,0.0,1.0,0.0,0.0,0.0,1019822,0.776,0.85,0.9,0.0,0.0,0.224,2106955,0.776,0.85,0.9,0.0,0.0,0.224,0,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46
SSP1,2030,CMR,4894081,0.686,0.6,0.95,0.0,0.0,0.314,0,0.37,0.45,0.95,0.0,0.0,0.63,2100878,1.0,0.0,1.0,0.0,0.0,0.0,59298218,1.0,0.0,1.0,0.0,0.0,0.0,3056693,0.776,0.85,0.9,0.0,0.0,0.224,5707978,0.776,0.85,0.9,0.0,0.0,0.224,18146,0.54,0.85,0.9,0.0,0.0,0.46,40098,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46
SSP1,2030,COD,795962,0.686,0.6,0.95,0.0,0.0,0.314,0,0.37,0.45,0.95,0.0,0.0,0.63,1125623,1.0,0.0,1.0,0.0,0.0,0.0,22022706,1.0,0.0,1.0,0.0,0.0,0.0,891773,0.776,0.85,0.9,0.0,0.0,0.224,4017767,0.776,0.85,0.9,0.0,0.0,0.224,0,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46
SSP1,2030,COG,284779,0.686,0.6,0.95,0.0,0.0,0.314,0,0.37,0.45,0.95,0.0,0.0,0.63,108900,1.0,0.0,1.0,0.0,0.0,0.0,3253795,1.0,0.0,1.0,0.0,0.0,0.0,123017,0.776,0.85,0.9,0.0,0.0,0.224,317888,0.776,0.85,0.9,0.0,0.0,0.224,76,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46
SSP1,2030,COK,120,0.406,0.75,1.0,0.0,0.0,0.594,0,0.12,0.6,1.0,0.0,0.0,0.88,33417,1.0,0.0,1.0,0.55,0.55,0.0,32086,1.0,0.0,1.0,0.0,0.0,0.0,0,0.344,0.8,0.9,0.0,0.0,0.656,953,0.344,0.8,0.9,0.0,0.0,0.656,303,0.18,0.8,0.9,0.0,0.0,0.82,0,0.18,0.8,0.9,0.0,0.0,0.82,0,0.18,0.8,0.9,0.0,0.0,0.82,0,0.18,0.8,0.9,0.0,0.0,0.82
SSP1,2030,COL,17714336,0.64,0.7,0.95,0.0,0.0,0.36,0,0.68,0.45,0.95,0.0,0.0,0.32,5529047,1.0,0.0,1.0,0.0,0.0,0.0,170776462,1.0,0.0,1.0,0.0,0.0,0.0,1108385,0.552,0.9,0.95,0.0,0.0,0.448,729360,0.552,0.9,0.95,0.0,0.0,0.448,812629,0.4,0.9,0.95,0.0,0.0,0.6,75072,0.4,0.9,0.95,0.0,0.0,0.6,169638,0.4,0.9,0.95,0.0,0.0,0.6,0,0.4,0.9,0.95,0.0,0.0,0.6
SSP1,2030,COM,35676,0.424,0.75,0.95,0.0,0.0,0.576,0,0.37,0.65,0.95,0.0,0.0,0.63,0,1.0,0.0,1.0,0.0,0.0,0.0,536690,1.0,0.0,1.0,0.0,0.0,0.0,33736,0.771,0.85,0.9,0.0,0.0,0.229,155811,0.771,0.85,0.9,0.0,0.0,0.229,0,0.54,0.85,0.9,0.0,0.0,0.46,5404,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46,0,0.54,0.85,0.9,0.0,0.0,0.46
